@relation 'output-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V-weka.filters.unsupervised.attribute.Remove-R1-3,5,7-10,13,15-19'

@attribute Rainfall numeric
@attribute Sunshine numeric
@attribute Humidity3pm numeric
@attribute Pressure9am numeric
@attribute Cloud3pm numeric
@attribute RainTomorrow {No,Yes}

@data
0,11.1,37,1016.5,2,No
6.6,6.2,80,1015.7,4,No
1.6,10,31,1007.4,7,No
0,0.9,79,1017.8,7,No
0,4.2,74,1010.6,6,Yes
0,13.2,44,1017.5,1,No
17.6,9.3,64,1013.9,4,Yes
9,8.5,62,1007.2,6,Yes
0,5.3,57,1021.4,7,No
1.8,5.4,74,1026.6,4,Yes
0,12.4,50,1013.5,1,No
0,10.8,50,1024.5,1,No
0,11.1,53,1021.2,1,No
0,11.9,39,1010.7,1,No
0,8.8,47,1014.2,4,No
0.2,7.3,51,1017,6,No
0.6,10.5,56,1025.9,1,No
0,9.6,26,1016.4,5,No
0,12.1,47,1012.5,7,No
5.6,11.5,36,1025.3,1,No
3.4,1.4,90,1024.1,7,Yes
4.2,5.2,47,1022.4,4,No
0,8.1,53,1016.5,5,No
28,0.2,87,1017.8,8,Yes
0,4.3,36,1009.2,6,No
0.2,6.7,67,1027.7,6,No
0,6.5,32,1016.3,7,No
0,11.1,47,1026.5,1,No
0,1.5,46,1024.6,8,No
0,0,76,1015.5,8,Yes
21.8,6.3,58,1010.5,3,Yes
7.6,2.7,74,1017,7,No
0,13,14,1015.5,0,No
0,12.3,53,1017.4,1,No
0.6,7.1,74,1011.5,7,No
6,9.5,47,1021.5,6,No
0,12,28,1010.2,2,No
0,12.7,40,1016.8,1,No
0,5.9,38,1008.7,7,Yes
0,0.2,57,1015.6,7,Yes
0,10.2,60,1012.1,2,No
0,12.7,50,1014.6,1,Yes
0,4,53,1011.8,6,Yes
0.8,5.9,43,1017.1,3,No
0,9.3,67,1014.4,7,No
1,2.7,78,1015.3,7,Yes
0,9.2,40,1021.8,1,No
0,12.8,48,1009,1,No
0,7.3,43,1000.8,7,Yes
0,10.1,58,1034.4,4,No
0.6,13,25,1017.1,3,No
0,10.2,50,1023.9,2,No
0,9.1,27,1015.6,7,No
8,0,91,1013.7,8,Yes
0,7.6,58,1022.2,3,No
0.2,0.5,76,1022.4,7,Yes
1,2.3,67,1021.4,8,No
0,11.7,14,1012.6,0,No
0,6.7,56,1020.2,5,No
0,4.1,45,1028.2,4,No
0,3.1,40,1018.2,7,Yes
0,11.5,18,1007.4,4,No
0,9,32,1023,3,No
0,6.3,56,1033.6,7,No
0,9.6,38,1023.4,6,No
0,2.4,19,1018.4,7,No
2.6,0.3,94,1031.9,6,Yes
0,0,79,1004.4,8,Yes
0,9.5,40,1020.6,3,No
0,9.3,41,1026.9,5,No
0.6,6.9,55,1018.9,1,No
0,10.2,25,1027.2,0,No
0,6,41,1025.1,5,No
0,11,69,1017.9,4,No
0,11.6,16,1018.5,2,No
11.8,4.8,66,1009.4,7,No
0,6.4,44,1014.6,7,No
0.4,11.3,46,1028.8,1,No
0.4,10.4,63,1016.9,3,No
0,9.9,44,1020.5,1,No
0,6.5,51,1023,7,No
0,10.6,49,1005.7,4,No
1.8,3,67,1004,7,Yes
4,8.5,47,1007.5,7,No
0,0.7,75,1012.9,7,Yes
26,1.1,86,995.3,7,Yes
0,10.1,30,1020.7,1,No
2.2,4.5,60,996,6,No
0,3.1,53,1023.4,7,No
3.2,7,64,1027.4,3,Yes
6,9.7,61,1016.3,6,No
0.2,6.9,71,1019.6,2,Yes
0,7.6,48,1027.4,1,No
0,5.8,36,1017.5,7,Yes
1.2,8.7,62,1020,3,Yes
0,12.8,13,1014.4,1,No
0,12,50,1010.1,1,No
0,4.9,83,1016.2,6,Yes
0,7.5,77,1005.1,7,Yes
0,11.5,76,1012.3,1,No
0,9.3,28,1022.1,1,No
0,7.4,55,1023,6,Yes
3.4,7.5,64,1015.1,8,No
0,0,74,1005,8,Yes
1,8.4,58,1017.7,3,No
0,10.9,50,1017.1,4,No
0,7.2,8,1014,2,No
0.8,3,69,1005.8,8,No
0,10.6,43,1024.1,1,No
0,6.1,47,1022.2,4,No
0,13.3,52,1018.4,3,No
0,10.7,14,1018.7,5,No
0,11.6,12,1015,0,No
0,10.5,57,1015.9,4,No
0,11.1,10,1015.9,3,No
0,9.4,30,1017.8,1,No
33.4,1.7,76,1011,7,No
13.6,13.3,25,1007.1,0,No
0,11,54,1006.1,1,No
11.6,2.5,76,1014.7,7,Yes
0.4,4.5,50,1037.1,4,No
0,2.4,58,1010.2,8,No
0,10.6,53,1023.2,1,No
5.2,5.8,57,1011.8,5,No
0,9.7,57,1014.7,1,No
0,11.7,29,1012,1,No
0,4.4,68,1014.5,7,No
0,3.5,50,1016.9,7,No
0,2.9,34,1011.5,7,Yes
0,10.4,41,1017.2,5,No
0,10.3,37,1014.7,5,No
0.2,13.6,51,1021.4,3,No
0,9.1,44,1013.8,5,No
43.6,4,60,996.2,7,Yes
0,12.7,60,1014.8,1,Yes
0,11,20,1019.4,0,No
0,10.5,37,1027.5,1,No
2.8,9.8,42,1006.8,6,Yes
0,0.6,55,1009.9,7,Yes
0,10.4,22,1020.8,4,No
0,10.6,26,1017.3,2,No
0,8.7,30,1013.7,6,No
1.6,4,77,1013.7,7,No
0,10.7,21,1014.2,3,No
0,10.5,71,1014.2,4,No
7.4,0,88,1010.1,7,No
3.4,2.6,73,1009.4,7,No
0,6.6,55,1025.6,6,No
0,9.7,35,1019.2,1,Yes
2.6,6.9,29,1020.1,3,No
0,10.7,31,1007.5,5,No
0.8,4.9,73,1012.1,7,Yes
0,3.8,88,1023,6,Yes
0.6,4.4,62,1017.6,7,Yes
0.2,10,44,1018.4,1,No
0,0.2,94,1021.9,7,Yes
0,0.3,74,1016,8,Yes
0,7.2,56,1021.2,6,No
5.2,8.1,75,1009.1,6,Yes
0,10.3,3,1013.5,5,No
17.8,11,48,1011.5,5,No
0,7.8,49,1015.5,3,No
0,8.8,68,1018.7,7,No
0,7.3,60,1037.4,1,No
0,3.1,33,1012.7,7,No
3.6,5.1,63,1017.2,7,Yes
0,12.7,66,1022,5,No
2.4,3.9,88,1013.3,7,Yes
0,0.9,57,1027.4,7,Yes
14,6.5,58,1030,6,No
0,0.1,81,1013.9,8,Yes
1,10.2,39,1015.9,0,No
0.2,4.4,66,1016,7,No
0,2,75,1016.7,7,No
0,11,61,1018.6,1,No
0,10.5,46,1029.1,1,No
0,9.1,18,1019.1,0,No
0.8,6.2,50,1018.4,3,No
0,9.2,21,1017.8,3,No
0,9.7,66,1018.4,1,No
1.2,11.5,58,1010.7,3,No
0,8.7,41,1022.2,5,No
0,11.9,30,1021.7,5,No
0,0.6,70,1009.5,7,Yes
0,10.5,43,1020.5,4,No
0,9.7,64,1026.8,1,No
0.8,13.3,34,1021,1,No
0.2,8.9,53,1022.6,6,No
0,4.9,51,1015.1,7,Yes
0,8.7,24,1017.1,7,No
0.4,9.6,52,1021.1,2,No
0.2,9.3,51,1015.1,7,No
0,11.1,69,1016.3,6,No
0,11.4,54,1026,2,No
0,2.7,62,1023.4,7,No
2,9.8,47,1012.8,4,No
0,12,33,1019.1,1,No
0,2.8,53,1014.3,7,No
9,8.7,37,1020.3,7,No
0,9.3,58,1009.6,4,No
0,10.6,54,1016.2,3,No
0,12.8,19,1018.7,1,No
0,10.5,13,1007.4,2,No
1.8,11.3,11,1011,6,No
0,13.2,63,1016.5,3,No
8,1.3,61,1014.6,7,No
0,10.8,47,1024.1,1,No
0.4,5.7,54,1020.9,5,No
0,11.1,37,1004.6,2,No
0,8.8,54,1018,3,No
0,4.3,36,1015.5,7,No
0,13,7,1014,1,No
1.8,6.9,52,1010.3,6,No
1.4,8,38,1012,1,No
0,0.2,89,1014.6,7,Yes
0,6.1,57,1022.2,4,No
5.2,9.4,89,1020.5,7,Yes
0,2.2,72,1022.6,7,No
1.8,9,46,1028,1,No
0,6.3,41,1022.7,7,No
0.2,2.2,74,1030.9,7,Yes
0,5.1,43,1025.3,3,No
0,5.9,54,1006.1,7,Yes
0,7.8,43,1019.1,2,No
0,10.7,14,1021.6,1,No
0,6.6,83,1009,7,Yes
7.4,8.8,63,1008.8,8,No
0,11,42,1012.1,2,No
4.6,12.5,25,1017.6,1,No
0,10.7,36,1021.9,1,No
0.2,5.7,54,1008.6,6,Yes
0,11.2,22,1030.1,0,No
0,10.1,53,1026.8,3,No
0,6.8,42,1026.9,5,No
0,11,34,1022,1,No
0.4,5.8,40,1012.2,7,No
0.4,5.3,61,1010.8,6,Yes
0.2,4.9,52,1014.4,5,No
3.6,7.5,50,1020.3,2,No
0,4.2,63,1022.5,7,No
0,10.6,35,1014.2,1,No
0,8.2,36,1018.7,7,No
5.2,6.3,53,1018.8,7,No
0,9.8,58,1014.6,1,No
0,3.2,61,1024.3,7,No
2,9.2,47,1021.1,3,No
0,0.2,72,1020.5,8,No
0,8.8,55,1024.5,2,No
6.4,6.7,79,1019.1,8,Yes
0,9.2,47,1023.4,4,No
1.8,5,67,1013.6,2,No
0.8,2.1,70,1018.8,7,Yes
0,9.6,61,1013.5,4,No
14,5.7,55,1025.3,7,No
0,12.2,46,1010.2,2,No
0,7.7,43,1017.9,7,Yes
1.8,4.1,73,1031.6,4,No
0,10,39,1012.6,6,No
0.2,10.8,45,1014.8,1,No
0,11,49,1008.8,1,No
0,7.1,14,1019.4,5,No
5.6,0,91,992.1,8,Yes
0,7,65,1022.2,8,No
0.4,11,60,1013.1,5,No
0,5.2,45,1011.3,7,No
4.4,3.7,50,1023,4,Yes
0,12.8,6,1021.6,1,No
0,11,67,1013.1,2,No
0,10.2,51,1010.2,2,No
1.8,3.4,57,1008.2,6,Yes
0,13.2,15,1023.8,1,No
3.4,7.1,54,1021.1,3,Yes
6.2,0.1,93,1024.2,8,Yes
0,11.5,56,1015.9,1,No
0,13.4,17,1020.4,0,No
0.8,5.7,41,1013,7,No
25.8,8.1,56,1003.1,5,No
7.6,3.1,84,1020.7,1,No
0,1.9,49,1016.3,7,Yes
5.2,9.8,35,1012,2,Yes
0,10.4,56,1012.4,0,No
0,6.9,51,1022.5,2,No
0,0.1,77,1014.9,7,No
25,0,94,1013.4,8,Yes
0,11,34,1019.9,0,No
0,12.9,27,1015.6,3,No
0,8,33,1018,5,No
0,2,55,1023.2,7,No
1.8,10.9,57,1016.4,1,No
0,1.6,60,1007,7,No
0,4.9,54,1023.3,3,No
1,8.7,37,1026.2,1,No
0.2,7.4,53,1024.5,3,No
0,10.8,27,1009.1,5,No
0,6.8,73,1024.2,3,No
0,7.5,52,1012.8,6,Yes
0,11.4,8,1020.7,1,No
0,8.8,58,1016.9,1,No
0,3.6,49,1009.8,8,No
0,6.5,60,1010.6,7,No
0,8.7,54,1016.7,6,No
0,7,60,1006.4,3,No
0,9.1,47,1013.2,7,No
0,10.7,31,1025,1,No
21.2,0.3,81,1010.2,8,Yes
6.2,6.9,59,1008.3,5,Yes
0,11.3,22,1007.6,1,No
0,9.1,53,1016.6,2,No
0,9.6,53,1027.8,6,No
0,4.2,53,1021.4,6,No
0,9.2,34,1023.9,2,No
0,8.5,58,1024.7,7,No
0.4,7.3,40,1015.9,3,No
0,11.3,51,1025,7,No
0,13.6,11,1013.2,0,No
0,1.7,53,1012.5,7,No
0,13.3,6,1010.8,1,No
0,11.2,13,1026.2,0,No
7.4,3.4,99,1004.4,5,Yes
0,8.2,21,1017.1,7,No
0,9.2,31,1021.5,1,No
0,11,53,1017.7,2,No
0,13.1,25,1006.8,1,No
0,9.9,69,1020.4,3,Yes
0,12.7,23,1015.3,3,No
0,11.3,18,1008.3,6,No
0.2,8.6,52,1030.8,1,No
0.4,1.4,91,1016.1,8,Yes
0.4,1.9,62,1024,7,No
0,10.7,64,1018.1,1,No
0,12.6,39,1023.6,2,No
0,11.6,62,1012,6,No
3,0.5,87,1024.2,8,Yes
4,8.3,61,1008.9,7,No
3.8,11.3,36,1019.6,1,No
0,0,65,1020.6,8,Yes
0,1.2,83,1006.7,7,No
4.8,6.7,85,1015.9,6,No
0,0.5,69,1015.6,8,No
0,6.4,37,1025.7,6,No
15.4,7.1,69,1019.8,5,No
2.6,8.1,67,1021.9,6,Yes
0,10.5,52,1027.3,1,No
8.2,6.8,65,1019.7,2,Yes
0,9.9,43,1015.7,1,No
0,2.8,73,1011,7,Yes
0,10.8,25,1015.4,1,No
4.6,8.4,67,1007.6,4,Yes
0,11.3,47,1014.9,1,No
0,0,81,1008.5,7,Yes
0.2,7.1,71,1033.4,3,Yes
0,12.2,35,1025.8,2,No
0,12.1,46,1020.5,1,No
2.2,0.2,80,1014.3,8,Yes
0.2,11.1,20,1010.2,3,No
0,9.3,51,1020.7,3,No
0,12.6,44,1028.2,1,No
0,10.6,27,1019.2,1,No
0.2,7.1,40,1021.2,3,No
4.8,7.5,62,1007.9,4,No
0,8,58,1021.3,4,Yes
0,10.6,38,1014.1,3,No
0.8,10,76,1026.8,5,No
0,9.1,49,1018,3,No
0,10.9,48,1025.7,3,No
0,7.1,32,998.8,7,No
0.4,6.1,70,1026.5,7,No
0,11,29,1019.6,0,No
0,3.9,91,1003.8,8,Yes
0,4,60,1017.6,2,No
0,1.2,91,1018.7,8,Yes
0,11.8,27,1018.8,5,No
0,10.3,34,1030,0,No
1.8,0,95,1011,8,Yes
0,8.9,53,1023.9,6,No
0,5.5,26,1006.1,4,No
0,4.8,46,1023.5,7,No
0,9.1,38,1030.8,6,No
0.4,9.4,69,1013,1,No
0,10.5,49,1014.6,1,Yes
0,9.3,34,1011,1,No
0,1.1,49,1007.5,8,Yes
0,8.1,58,1009.3,7,No
0.8,3.7,71,1014.2,3,Yes
0,3.8,59,1025.2,4,No
3,0.7,69,1012,7,Yes
29.2,4.3,69,1012.5,7,Yes
0,9.3,45,1026.7,1,No
0,9.6,30,1020.6,1,No
0,8,49,1036.2,5,No
0.4,0.5,50,1025.5,7,No
0,10.8,36,1015.1,2,No
0,3.9,76,1020.9,7,Yes
0,11,51,1021.2,1,No
0.6,0.6,78,1024.2,8,No
12,5,47,1002.2,5,No
0,11.4,58,1019.9,3,No
1.8,8.7,61,1014,6,No
0,10.1,53,1027.3,1,No
0,5,38,1008.9,5,Yes
0,6.8,51,1019.5,1,No
0,12,46,1017.9,1,No
0,9.6,67,1004.6,7,No
0,4.4,53,1020.3,7,No
0,10.6,12,1015.8,2,No
0,4.1,54,1023.5,7,No
0.4,5.4,57,1023.3,4,No
1.8,4.7,73,1019.3,6,Yes
0,8.7,52,1017.2,1,No
1.4,0,93,1010.1,8,Yes
0,11,37,1011.2,2,No
0,7.1,41,1018,7,No
1,0.4,45,1000.7,7,Yes
0,8,72,1017.1,7,No
2.6,12.2,41,1016.8,2,No
0,10.3,38,1021.7,1,No
6.2,1.5,64,1026.3,7,No
0,11.1,46,1016.5,1,No
0,7.3,61,1023.4,5,No
1.6,3.9,60,1012.1,7,No
1,0.8,83,1012.4,8,No
0,11.1,16,1010.2,5,No
0,10,55,1024.3,2,No
1.6,9.2,62,1010.8,1,No
0.8,4.7,52,1015.8,7,No
0,10.2,17,1010,5,No
0,0.4,53,1021.2,7,No
0.2,8.4,46,1031.1,1,No
0,9.7,55,1017.3,7,No
0,11.5,10,1017.1,0,No
1.6,2.7,68,1011.8,7,Yes
34,0.1,98,1008.8,8,Yes
0,9.8,45,1010.9,5,No
0,11.7,46,1019,2,No
0,7.3,71,1019.4,5,Yes
0.8,8.6,48,1012.3,7,Yes
6.8,3.6,64,1014.3,5,Yes
0,10.2,40,1011.4,6,No
0,9,58,1027.1,1,No
1.4,8.4,42,1009.6,7,No
0,9.9,32,1026.2,3,No
0.2,9,46,1032,2,No
0,7.6,55,1023,1,No
25.8,0.2,90,1016.3,7,Yes
0,9.3,33,1024.7,5,No
10.6,1.7,69,1010.8,7,Yes
0,12,33,1002.5,1,No
0.2,8,47,1033.5,3,No
0,10.5,33,1017.6,8,No
0,0.1,74,1021.7,7,Yes
0,0,87,1010.2,8,Yes
0,9.5,29,1009.9,7,No
0,6,47,1016.4,5,No
0,12.2,28,1007.4,4,No
0,6.9,38,1020.1,3,No
0,9.6,26,1023.9,6,No
5.6,0.2,79,1015.3,7,Yes
0,7.8,49,1025.6,6,No
0,5.5,77,1011,7,Yes
0,12.5,47,1022,2,No
0.4,3.3,80,1025.4,1,No
0,10.3,56,1009.4,2,Yes
12.2,1.5,92,1021,6,Yes
0,9.5,37,1023.1,4,No
1.4,6.1,63,1018.1,6,No
2,4.7,66,1009.3,7,Yes
3.8,6.2,53,1018.1,3,No
0,10.3,21,1017.8,4,No
0,10.7,56,1017.5,2,No
0,12,13,1020.6,0,No
0,10.6,37,1014.5,1,No
2.8,10,51,1016.4,1,No
0,10.8,10,1025.2,0,No
0,0.9,61,1025.5,7,No
0.8,7.7,53,1025.8,2,No
0,10.1,53,1022,2,No
0,4.1,49,1019.5,7,No
0,10.7,60,1008.1,1,No
0,7.3,45,1011.6,6,Yes
2.4,7.8,66,1016.5,2,No
0,12.4,22,1016.2,2,No
0,7.1,59,1029.5,5,No
0,5.1,56,1024.7,8,No
0,7.9,51,1000.7,2,No
8.6,8.2,49,1019.1,2,No
4,1.7,65,1020.3,7,No
0.6,1.3,63,1026.7,8,Yes
0,12.7,41,1006.8,1,No
0,5.5,52,1025,4,No
0,11.2,17,1025.9,0,No
9.6,5.6,62,1011.9,6,Yes
7.2,2.8,70,1021.5,6,Yes
2.4,5.3,52,1012,7,No
0,3.4,55,1004.5,7,No
2.4,14.2,54,1026.8,7,No
0,11.8,65,1013.7,4,No
0,9.4,63,1021.7,2,No
34.4,1.2,92,1012.3,8,Yes
0,9.6,29,1016.5,0,No
0,11.5,36,1016.8,1,No
0,9.4,40,1020.4,2,No
1.4,10.6,40,1017.6,4,No
0,8.7,79,1014.5,3,No
2.2,3.8,67,1008.6,7,Yes
0,4.1,86,1021.9,8,Yes
0,8.5,53,1027.3,1,No
0,4.1,33,1017,7,Yes
0,8.6,14,1016,3,No
0,12.6,50,1019.4,7,No
0,9.6,43,1009.9,2,No
0,12.6,38,1015.4,0,No
3.4,2,80,1004.8,8,No
0,8.3,48,1012.6,6,No
0,6.9,12,1016.4,6,No
0,9.1,41,1023.1,5,No
53,6.7,51,1010.3,3,No
0,6.9,48,1024.3,6,No
0,13.5,12,1013.8,0,No
18,10.5,50,1008.6,4,Yes
0,10.7,15,1017.9,5,No
0,10.5,39,1011.1,3,No
0,9.4,47,1022.3,7,No
0,10.5,45,1015.5,3,No
12,8.3,51,1018.1,4,No
0,9.9,34,1018.4,0,No
8.8,6.8,51,1015.6,1,No
16.8,5.5,83,1015,7,Yes
0,4.8,65,1026.4,3,No
0.2,10.4,44,1018,2,No
0,9.5,61,1008.2,6,Yes
0,9.7,34,1015.4,1,No
0,10.5,49,1016.5,6,No
0,8.3,43,1034.1,5,No
0,6.6,56,1012.6,5,No
0.4,1.2,53,1009.8,7,No
0,0.2,85,1019.2,8,Yes
0,9,68,1016.3,1,Yes
0,2.6,80,1021.8,4,Yes
0,8.6,42,1031,1,No
0,12.8,12,1015.9,1,No
0,7.5,11,1013.5,3,No
5.4,2.9,68,1004.5,7,Yes
0,9.8,59,1014.3,5,No
10,0,88,1011.6,7,Yes
27.8,4.6,59,1013.8,4,Yes
0,4.9,48,1020.8,8,Yes
0,4.6,36,1022.1,7,Yes
0,9.1,47,1026.3,1,No
0,5.2,41,1023.9,7,No
0,13,17,1007.2,4,No
0,11.4,43,1015,1,No
1.2,5.5,50,1007.4,5,Yes
0,11.8,16,1020.7,0,No
0,5.4,47,1017.4,7,No
0,10.5,34,1019.4,0,No
0,9.7,19,1015.2,6,No
0,10.5,53,1016.8,2,No
43.8,1.7,74,1013.6,7,Yes
0,7.4,67,1017.1,6,Yes
2.4,7.3,58,1009.6,7,No
0,6,36,1017.3,7,Yes
0,7.3,36,1029.9,3,No
0.6,2.5,70,1022.1,7,Yes
20.4,5.7,54,1021.5,2,No
9,9.8,57,1017.8,2,No
8,7.2,75,1003.5,6,No
8.8,5.4,54,1015.2,3,No
0,11,16,1016.4,1,No
0,10.5,44,1020.4,1,No
0.2,7.7,54,1029.9,5,No
12.6,8.4,42,1011.9,5,No
5.4,0.9,95,1012.6,8,Yes
0,11.1,56,1014.3,0,No
0,7.2,37,1017.8,7,No
0,8.8,39,1020.1,2,No
0,11.4,24,1023.5,0,No
0,1.8,27,1021.4,8,No
3.6,12,27,1010.9,1,No
5.4,8.6,44,1020.1,5,No
0,10.7,37,1029.3,1,No
0.4,7.8,65,1022.9,4,No
0,12,55,1012.4,1,No
0,10.3,9,1014.2,6,No
8.6,9.6,33,1018.7,7,No
0,11.1,40,1014.9,2,No
0,11,59,1013.4,1,No
0.6,8.5,61,1009.7,6,No
12.8,3.7,66,1005.6,7,Yes
0,11.7,61,1015.6,6,No
53,6.2,76,998,7,No
0.4,6.8,56,1011.3,7,No
0,1,37,1022.7,7,No
18.8,0,88,1008.7,8,Yes
0,13,23,1010.5,1,No
34.8,7.8,76,1014.2,7,Yes
0,8.8,30,1028.1,2,No
6.2,7.9,54,1012.2,6,Yes
0,8.5,29,1020.9,4,No
0,11.3,56,1024.4,3,No
0,13.2,36,1006.9,0,No
0,10.2,17,1013.9,1,No
2.4,2.8,63,1014.5,7,Yes
0.6,8.2,36,1011.4,1,Yes
0,8.9,59,1024.6,1,No
0,12.9,53,1008.4,1,No
0,9.8,37,1028.2,0,No
19.8,7.4,61,1015.4,5,No
0,12.7,24,1017.9,1,No
0,0,69,1017,8,No
1.6,1.2,74,1016.7,7,No
0,9.6,50,1032.6,1,No
0,8.4,21,1015.5,4,No
0,10.4,21,1019.4,1,No
3.2,6.4,55,1015,5,No
0,9.7,71,1012.5,4,No
0,8.5,18,1022.8,3,No
0,11,10,1017.4,0,No
0,4.7,60,1021.8,5,No
0,11.4,44,1020.3,4,No
0.2,0,73,1016.4,8,No
0,10,12,1009.6,2,No
0,12.2,33,1018.6,1,No
0,10.9,25,1016,1,No
0.4,2.4,92,1031.1,0,No
0,7,50,1005,4,No
0,5.1,49,1020.6,7,No
0,10.7,58,1005.6,6,No
0,8.1,74,1009.3,7,Yes
8.2,6.7,65,1017,7,No
0,4.4,52,1023,7,No
0.2,10.6,37,1029.8,1,No
0,10.3,61,1023.6,1,Yes
0.2,9.3,31,1021.1,5,No
0,5.9,33,1017.1,7,No
0,9.8,26,1001.7,2,Yes
0,10.3,37,1016.6,4,No
3.8,3.5,82,1026.2,7,No
0,6,54,1015.3,7,No
0,8.9,32,1021.7,2,No
0,11.9,63,1016,2,No
0,11.7,60,1018.1,2,No
0,8.8,28,1014.8,6,No
1,13.1,26,1010.9,4,No
0,8,46,1022.6,2,No
0,0.2,65,1019.6,7,No
0.6,9.2,70,1018.2,5,Yes
0,4.5,47,1026.2,3,No
0,11.1,17,1018.9,1,No
0,2.1,62,1016,7,Yes
0,3.8,68,1027,7,No
1,5.7,64,1019.7,7,No
0,5.6,24,1008.5,2,Yes
1.8,10.2,42,1028.8,1,No
0,10.8,51,1022.2,0,No
0,9,54,1026.9,0,No
0,8.1,15,1007.6,7,No
0,7.7,29,1020,5,No
0,2.1,42,1002.8,6,No
1,5,73,1009.5,6,Yes
6,3.5,43,1023.9,7,No
0,12,26,1020.4,6,No
0,10.2,29,1016.4,7,No
0,10,59,1018.4,2,No
5,10.2,55,1022.7,6,No
0,7.2,58,1028.4,6,No
0,12.5,30,1013.3,1,No
0,9.8,53,1027.3,8,No
0,9.8,58,1006.1,4,No
0,4.5,81,1017.7,8,No
28.4,0.4,90,1025.6,7,Yes
2.2,6.8,68,1017,6,No
0.8,8.5,58,1015.9,7,No
0,1.6,37,1019.6,6,No
2.6,7.1,46,1015.7,7,No
0.4,11.8,48,1016.8,3,No
0.8,8.7,46,1019.8,5,No
0,1.9,86,1022.6,7,Yes
0,9.7,64,1012.9,1,No
0,9.6,50,1028.9,2,No
0,10.3,52,1024.4,3,No
0.2,4.1,75,1025.4,8,No
0,12.5,18,1016.9,1,No
0,8.3,62,1015.7,6,Yes
0,12.9,11,1011.2,6,No
0,11.1,14,1013,5,Yes
0,0.6,21,1011.4,7,No
0,10.6,39,1015.1,1,No
0,9.8,56,1016.6,7,Yes
4,3.3,67,1007.4,7,No
0,8.6,60,1020.4,1,No
0,6.1,46,1028.1,1,No
8.8,7.6,33,1017,1,No
0,13.5,16,1019.2,1,No
0,10.2,39,1021.1,3,No
14,6.2,71,1020.8,6,No
0.2,0.6,79,1027.8,7,Yes
1.8,0.6,62,1007.7,8,No
0,10.3,30,1028.5,1,No
0,1,83,1016.4,8,Yes
3.6,0,94,1012.1,8,Yes
1.4,2.2,93,1010.1,8,Yes
1,9.7,68,1020.1,2,No
0,11.7,16,1009.3,5,No
0,3.6,49,1021.9,7,No
0,12.2,52,1016.7,2,No
3.2,6.5,66,1015.5,5,No
0,8.6,35,1017.5,7,No
0,11.1,24,1022.8,1,No
0,8.4,39,1018.8,7,No
1.2,7.2,62,1019.8,2,No
4.4,1.4,89,1019.4,8,Yes
0,10.3,49,1020.6,3,No
0,8.9,59,1021.9,6,No
0,11.4,62,1016.9,1,No
0,7.7,39,1022.2,1,No
0,9.9,51,1020.3,3,No
0,4,49,1019.8,5,Yes
0,10.2,33,1016.3,0,No
0,12.5,20,1013.4,3,No
0,10.5,59,1031,0,No
2.2,9.5,66,1016.9,6,No
5.6,0,86,1014.8,7,Yes
0,13.3,15,1010.7,0,No
16.4,0.3,77,1015.6,7,No
0,9.3,27,1022.6,4,No
0,10,44,1014.5,2,Yes
0,7.7,57,1020.5,4,No
0,13.7,19,1013.7,0,No
8.6,3.7,59,1012,4,No
8.6,0,91,1021.4,8,Yes
9.2,11.2,74,1006.1,7,No
0,7.4,53,1023.3,3,No
0,11.5,15,999.7,2,No
0,12.7,58,1018.8,3,No
0,3.1,80,1013,7,Yes
1.6,7.8,54,1024.5,8,Yes
0,10.5,52,1016.8,1,No
0,5.9,27,1016.1,2,No
5.2,8.9,63,1012.3,3,No
0,11.3,38,1018.6,5,No
0,5.4,76,1016.1,8,Yes
12,5,87,1015.4,7,Yes
0,9.8,52,1019.4,4,No
0,3.5,46,1018.8,7,No
0,10.2,30,1017.6,1,No
3.4,9.2,66,1013,7,Yes
0.2,5.8,53,1025.4,0,No
0.6,8.2,52,1006.1,6,No
0,10.9,26,1021.3,0,No
0,11,26,1018.7,0,No
23,4.7,93,1010.7,7,Yes
0,13,24,1014.2,0,No
0.8,7,80,1016.6,5,No
1.2,10.1,26,1016.4,5,No
0,5,23,1013.7,7,No
0,13.4,43,1019.7,1,No
0,13.3,31,1006.6,4,No
0,10.6,55,1013.2,1,No
0,11.2,11,1018.3,3,No
0.4,0,62,1011.8,8,No
0,9.5,44,1024.7,7,No
0,11.2,19,1016.6,2,No
9.6,4.3,71,1015.4,6,No
0.4,3.4,82,1014,4,No
0,4.4,61,1024.9,7,No
0,12.4,22,1012.6,2,No
0,10.6,64,1017.7,1,No
0.2,9,56,1029.8,3,No
0,11.1,18,1005.8,1,No
0,9.7,32,1038.1,0,No
0,6.2,49,1002.3,7,No
0.2,4.7,63,1028.8,8,No
0.8,9.1,52,1026.6,1,No
0,8.9,26,1017,1,No
0,9,16,1019.4,1,No
3.6,6.5,18,1011.4,6,No
6.2,6.9,48,1006.6,5,No
1.6,5.7,69,1013.3,6,No
0,8.9,34,1026.5,0,No
0,11.8,1,1020.6,0,No
0,9.8,51,1010.1,7,No
0,0.9,36,1019.3,7,No
0,10.5,50,1010.9,1,No
0,7.8,36,1017.7,7,No
0,9.1,46,1023.4,5,No
0,9.5,29,1008.7,7,No
