@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-2,5-11,14'

@attribute u numeric
@attribute g numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
-0.421346,-0.226936,GALAXY,-0.19787
0.051776,-0.288486,STAR,-0.367734
0.503862,0.627437,GALAXY,-0.186694
0.260979,-0.515737,GALAXY,-0.118127
-0.377202,0.571573,STAR,-0.368394
-0.985369,-0.809162,STAR,-0.368599
0.947788,1.12237,STAR,-0.367124
0.947655,1.199162,STAR,-0.367124
0.40498,-0.149379,GALAXY,-0.137169
0.863974,0.873373,STAR,-0.368041
0.083852,-0.562344,GALAXY,-0.225677
0.412237,0.644655,STAR,-0.369013
0.272358,0.342132,GALAXY,-0.176124
-1.72776,-1.518454,STAR,-0.368161
1.111244,0.906853,GALAXY,-0.095075
-0.408821,-0.547623,STAR,-0.367726
-2.260598,-2.127656,STAR,-0.368262
1.1297,1.05052,GALAXY,-0.033782
1.117392,2.194407,QSO,3.092117
-0.12464,-0.90685,GALAXY,-0.138189
0.436912,-0.228286,GALAXY,-0.028704
0.521401,0.544257,STAR,-0.36564
0.971848,0.645644,GALAXY,-0.150841
0.830547,0.686458,GALAXY,-0.051047
0.047581,0.314338,STAR,-0.365946
0.015528,-0.111339,GALAXY,-0.208245
-1.557504,-1.013083,STAR,-0.367386
0.534372,0.618094,GALAXY,-0.049285
1.175398,2.37757,QSO,4.93976
-0.688012,-0.382178,STAR,-0.370564
-0.025095,-0.851411,GALAXY,-0.22143
-1.83127,-1.348332,STAR,-0.369185
0.81519,2.230969,QSO,2.969529
0.619451,0.584242,GALAXY,-0.211126
-2.031168,-1.66869,STAR,-0.367256
1.13023,0.288872,GALAXY,-0.205161
-1.153985,-0.988861,STAR,-0.370024
0.215474,0.013261,GALAXY,-0.186665
0.106611,0.442955,GALAXY,-0.200707
-0.086765,0.05011,GALAXY,-0.238735
1.130327,0.745064,GALAXY,-0.251534
1.112751,0.193406,GALAXY,-0.066052
0.889734,0.014462,GALAXY,0.003316
-0.20274,-0.895849,GALAXY,-0.26366
0.153611,-0.315494,STAR,-0.366149
-0.554076,-0.655748,STAR,-0.36744
0.523691,0.589758,GALAXY,0.046352
0.674118,0.778959,GALAXY,-0.122818
0.252372,1.215339,QSO,0.456356
1.063907,1.331361,STAR,-0.365886
1.097756,0.346671,GALAXY,-0.013951
0.236858,0.458909,GALAXY,-0.193317
-0.710397,-0.821874,STAR,-0.367943
1.104807,2.157217,QSO,2.501898
0.406282,-0.105482,GALAXY,-0.119693
-0.363412,-0.202224,GALAXY,-0.247885
0.743973,1.821214,QSO,2.604956
-0.526496,-0.486222,GALAXY,-0.254991
-1.992449,-1.710864,STAR,-0.368123
-0.29862,0.658632,QSO,1.619836
0.517869,0.133099,GALAXY,-0.088004
-0.291966,-0.521254,STAR,-0.368199
0.54874,0.57813,STAR,-0.367394
1.131954,0.795507,STAR,-0.368099
0.985819,1.984916,QSO,3.138379
0.73357,0.296248,GALAXY,-0.073035
-0.435895,-0.6524,STAR,-0.367928
-2.695435,-2.49919,STAR,-0.368384
0.469374,0.659238,STAR,-0.366243
-0.363376,-0.268228,STAR,-0.36886
1.028829,1.044962,STAR,-0.368015
0.77095,0.367396,GALAXY,-0.158966
1.085798,0.453478,GALAXY,-0.048961
-2.057675,-0.334997,STAR,-0.367859
0.867084,0.608273,GALAXY,-0.103178
-0.095456,-0.557837,GALAXY,-0.206159
-1.785729,-1.422212,STAR,-0.367874
-1.619572,-1.296464,GALAXY,-0.281951
-0.84596,-1.301576,GALAXY,-0.367953
0.872508,1.025862,GALAXY,-0.155794
-1.154431,-0.903406,STAR,-0.368307
-0.002348,-0.519744,GALAXY,-0.196176
0.732015,0.473417,STAR,-0.367551
1.055915,0.693983,STAR,-0.367523
0.869422,0.552569,GALAXY,-0.011031
0.129478,0.054797,STAR,-0.368211
-0.092382,-0.790403,GALAXY,-0.24197
-0.87131,-1.061337,STAR,-0.367039
0.288174,-0.371762,GALAXY,-0.20524
0.405655,0.254542,GALAXY,-0.134386
-0.530196,-1.310398,GALAXY,-0.211159
0.908032,0.5372,GALAXY,-0.187327
0.647707,-0.123711,GALAXY,-0.055298
-1.586627,-1.407044,STAR,-0.368604
-0.906364,-0.532552,STAR,-0.367075
-0.265736,0.159351,STAR,-0.366725
0.538434,0.557171,STAR,-0.36733
0.651901,0.790023,STAR,-0.368812
-0.294425,-0.057462,GALAXY,-0.289147
0.996825,0.999652,GALAXY,-0.08186
-3.685483,-3.041336,STAR,-0.367946
-1.093677,-0.628433,STAR,-0.367565
-0.14606,1.118948,QSO,2.518598
-0.826806,-0.841516,STAR,-0.367629
-0.488235,-1.127331,GALAXY,-0.259547
0.990484,1.07621,STAR,-0.368901
0.520425,0.423154,STAR,-0.367402
0.300963,0.196265,GALAXY,-0.067799
0.939735,0.536881,STAR,-0.369146
0.814201,0.737209,GALAXY,-0.115122
0.937192,-0.003905,GALAXY,-0.16656
-0.211829,-0.011727,GALAXY,-0.15326
-0.499952,0.528367,QSO,1.523018
-0.746186,-1.338872,GALAXY,-0.229153
0.001292,-0.796716,GALAXY,-0.094237
0.908382,1.724302,STAR,-0.368289
0.919556,0.252129,GALAXY,-0.065936
1.029227,0.851765,GALAXY,0.044663
1.051009,0.943288,STAR,-0.367571
1.055879,1.026149,GALAXY,-0.162737
-1.142545,-0.879917,STAR,-0.367187
-0.980185,-1.442459,GALAXY,-0.250174
0.713704,0.757542,STAR,-0.366105
0.094123,-0.77937,GALAXY,-0.119828
0.200828,1.355924,QSO,0.513014
0.673298,0.845877,STAR,-0.366203
-1.120474,-0.931827,STAR,-0.369083
0.924535,1.767252,QSO,0.41725
-0.927688,-1.192229,STAR,-0.367668
-2.566067,-2.172455,STAR,-0.36816
0.850955,0.801523,STAR,-0.367788
-0.236613,-0.088987,GALAXY,-0.224352
-0.400491,-1.022787,GALAXY,-0.241922
0.13923,0.067361,GALAXY,-0.086574
0.654782,0.119494,STAR,-0.367664
-0.499012,0.673012,QSO,4.723012
0.446471,0.159298,STAR,-0.366228
1.046947,0.889613,GALAXY,-0.089288
-2.220554,-2.516313,GALAXY,-0.264289
-1.149079,-0.60387,STAR,-0.367569
0.266415,-0.254241,GALAXY,-0.096025
0.494375,0.230085,GALAXY,-0.169718
0.35129,0.646101,STAR,-0.368539
-0.312724,-0.322902,STAR,-0.368309
1.06199,1.185695,GALAXY,0.083064
-1.285522,-0.83347,STAR,-0.365966
0.418095,0.40888,GALAXY,-0.104935
0.781522,0.842167,GALAXY,-0.048215
-0.314725,-0.154651,STAR,-0.368366
1.125143,1.355573,STAR,-0.368471
-0.680321,-0.396612,STAR,-0.368295
0.246212,1.225532,QSO,0.930688
-0.496215,0.654933,QSO,0.905098
-0.444791,-0.151972,QSO,-0.077359
0.15742,-0.382858,GALAXY,-0.263235
-0.543456,-0.786502,STAR,-0.368349
1.121816,0.433379,GALAXY,-0.159577
-0.400708,-0.273224,GALAXY,-0.163353
0.633711,0.71321,GALAXY,-0.125262
-0.397683,-0.026352,GALAXY,-0.356125
0.828799,0.825268,STAR,-0.36761
-0.37543,-0.31324,GALAXY,-0.112716
0.589532,1.63922,QSO,3.574691
0.781823,0.550751,STAR,-0.367999
0.29971,-0.461648,GALAXY,-0.138473
1.018896,1.913194,QSO,1.680176
-2.519935,-2.448917,STAR,-0.368091
0.540724,0.595264,GALAXY,-0.117123
-1.547041,-1.572713,STAR,-0.367867
0.895665,0.705589,STAR,-0.36718
0.134999,0.475181,QSO,-0.123846
0.122511,-0.421684,GALAXY,-0.154053
1.054685,0.190132,GALAXY,-0.075631
1.095598,0.666433,GALAXY,0.154556
0.305435,-0.375588,GALAXY,-0.143421
0.24966,0.257879,STAR,-0.368483
0.651721,-0.02023,GALAXY,-0.257875
0.951922,0.230383,GALAXY,-0.147992
-0.350442,-0.225788,STAR,-0.369012
-0.340352,-0.536686,STAR,-0.367747
0.733329,1.804739,QSO,4.234185
-0.788617,-0.812563,STAR,-0.367636
1.138897,1.892989,QSO,3.815699
0.493182,0.269422,GALAXY,0.039292
1.037351,-0.308468,STAR,-0.368065
0.95895,0.880122,STAR,-0.368521
0.707183,0.761336,GALAXY,-0.114357
-0.651463,-0.237161,GALAXY,-0.27575
-0.492623,-0.383804,STAR,-0.367556
0.742912,0.403513,STAR,-0.367753
-0.468104,-0.192499,GALAXY,-0.08965
-0.201908,0.151709,STAR,-0.368641
1.007734,1.214722,STAR,-0.368157
1.148396,1.982185,QSO,0.119024
-0.706588,-0.526494,GALAXY,-0.274886
0.906369,0.370362,GALAXY,-0.164567
-1.562603,-1.51771,GALAXY,-0.168246
0.554032,0.488903,STAR,-0.368753
0.698998,0.143334,GALAXY,-0.294261
0.782197,0.017735,GALAXY,-0.150353
0.238425,0.242978,GALAXY,-0.241052
-2.189827,-1.698577,STAR,-0.367605
1.020282,1.873868,QSO,0.564538
0.547969,0.307291,GALAXY,-0.096908
-0.802022,-0.573408,STAR,-0.369991
0.467856,0.72336,GALAXY,-0.207912
-0.311,-0.647203,GALAXY,-0.207512
-0.276705,-0.257419,STAR,-0.366411
-0.00799,0.029799,GALAXY,-0.223811
1.015412,0.780117,GALAXY,-0.112067
-0.402541,-1.102406,GALAXY,-0.19231
1.177073,0.14665,GALAXY,-0.085968
0.628444,0.868941,GALAXY,-0.206067
0.168088,-0.145319,STAR,-0.368382
-1.286378,-1.2401,GALAXY,-0.208922
1.176905,1.080929,GALAXY,-0.129437
0.497425,0.78456,STAR,-0.368385
0.380016,0.346224,GALAXY,-0.064725
0.612894,1.807078,QSO,2.974823
-1.098137,-1.119954,GALAXY,-0.305248
0.730267,1.156892,QSO,5.720311
0.197067,0.359956,GALAXY,-0.208296
0.680374,1.46034,QSO,-0.042946
-0.202692,-0.082641,STAR,-0.367544
0.430367,0.397656,GALAXY,-0.268297
0.90673,-0.064254,GALAXY,-0.180858
0.757208,0.234655,STAR,-0.367981
1.008192,0.848757,GALAXY,0.026838
0.486082,0.381713,STAR,-0.367416
-0.665374,-0.214415,STAR,-0.368946
0.473654,0.131834,GALAXY,-0.277267
-1.710896,-1.835528,STAR,-0.368203
0.272708,-0.490229,GALAXY,-0.097473
0.500282,0.42392,GALAXY,-0.206488
0.60642,0.392034,GALAXY,-0.203001
-1.418662,-1.669986,STAR,-0.367886
-0.89531,-0.831535,STAR,-0.368298
-0.167698,-1.193621,STAR,-0.368018
0.90403,0.070613,GALAXY,-0.051255
0.103139,1.238265,QSO,5.125799
0.376243,-0.674051,STAR,-0.368298
0.366298,-0.028032,GALAXY,-0.063816
1.027804,1.790082,GALAXY,0.498395
-0.341112,-0.535379,GALAXY,-0.187342
-0.698909,-0.886337,GALAXY,-0.109223
0.27542,-0.522795,GALAXY,-0.173551
-0.216132,0.153038,STAR,-0.368498
-1.433043,-0.872307,STAR,-0.368827
1.058507,1.330957,GALAXY,0.117206
-1.577117,-1.266916,STAR,-0.368444
0.818179,0.551123,GALAXY,-0.013575
0.918507,0.583222,STAR,-0.368133
-1.544811,-1.35472,STAR,-0.367805
-0.107366,-0.126368,GALAXY,-0.157541
-1.177382,-1.123664,STAR,-0.367633
0.559891,0.550475,GALAXY,-0.144462
-0.090333,-0.5479,GALAXY,-0.052399
-0.283359,0.113319,STAR,-0.368235
-1.255121,-1.132422,STAR,-0.367108
-1.807234,-1.348544,GALAXY,-0.314595
-0.033991,-0.401649,GALAXY,-0.214834
0.600791,0.268805,STAR,-0.367633
0.584988,0.675478,STAR,-0.368391
-0.249438,-0.275615,STAR,-0.368096
1.175265,0.178887,GALAXY,-0.157594
0.457947,0.790958,GALAXY,-0.241621
-0.303852,0.026908,STAR,-0.366449
0.282062,0.610771,STAR,-0.369521
0.348337,-0.11575,STAR,-0.368222
-0.167288,-0.178384,GALAXY,-0.18722
0.98571,1.059704,STAR,-0.369632
0.99574,0.120759,GALAXY,-0.078619
0.586699,0.596826,STAR,-0.367529
-1.000943,-0.752586,STAR,-0.366793
1.117573,0.723573,GALAXY,-0.076563
-0.2711,0.079849,STAR,-0.369052
0.936215,0.040449,GALAXY,-0.084279
0.807041,0.474267,GALAXY,-0.220679
1.091837,0.447069,GALAXY,-0.234203
0.651588,0.677625,GALAXY,-0.255828
-0.832254,-0.989031,STAR,-0.368121
1.127325,2.103585,QSO,3.992492
-0.219327,-0.161729,GALAXY,-0.225822
0.035237,0.182734,GALAXY,-0.294811
0.654083,0.461928,GALAXY,-0.24361
0.506418,0.511436,STAR,-0.368661
0.522474,0.682663,GALAXY,-0.152757
-0.421671,-0.134637,GALAXY,-0.278763
0.168281,0.295749,GALAXY,-0.109222
-0.836377,-0.875177,STAR,-0.368044
0.192426,1.282756,QSO,3.398549
0.430584,0.546276,GALAXY,-0.076724
0.496159,0.531322,GALAXY,-0.114233
-2.403816,-2.444761,STAR,-0.368093
0.749385,0.896586,GALAXY,-0.24894
-0.154233,0.01849,GALAXY,-0.241951
1.044813,0.714634,GALAXY,-0.009854
0.626491,-0.136709,GALAXY,-0.249748
-0.225969,0.77831,QSO,0.883955
0.90837,1.01028,STAR,-0.365751
1.046368,1.275401,STAR,-0.367551
-0.28841,-0.921688,GALAXY,-0.271482
-1.20935,-1.167401,STAR,-0.36682
-1.298058,-1.227697,GALAXY,-0.30813
0.929537,0.974472,STAR,-0.367799
0.535227,0.629265,STAR,-0.369088
-2.466486,-1.833338,STAR,-0.368113
-1.187532,-1.154646,STAR,-0.368402
-0.168723,-0.184177,GALAXY,-0.123253
0.910552,1.388681,QSO,6.483458
-0.548205,-0.518352,GALAXY,-0.173543
0.397627,0.036527,STAR,-0.368192
1.062051,0.670291,GALAXY,-0.088262
0.658724,-0.166246,GALAXY,-0.199483
-0.126171,1.009451,QSO,2.660734
0.302663,0.108461,GALAXY,-0.123258
1.180702,0.906109,GALAXY,-0.221655
-1.104224,-0.646055,STAR,-0.36613
-0.516936,0.4591,QSO,1.980422
0.401496,0.426534,GALAXY,-0.061496
0.950632,0.735721,STAR,-0.368049
-3.00616,-2.863912,STAR,-0.368406
0.55396,0.331206,GALAXY,-0.012762
0.961529,0.027843,GALAXY,-0.16822
1.104904,1.369263,STAR,-0.364726
1.114596,2.083422,QSO,4.698408
-1.502741,-1.585903,STAR,-0.368419
0.63335,-0.172039,GALAXY,-0.132532
-0.116997,-0.776171,GALAXY,-0.206741
-0.961597,-1.057766,GALAXY,-0.28392
0.330279,-0.172804,GALAXY,-0.11379
0.687185,0.623058,GALAXY,-0.168301
0.100825,-0.665027,GALAXY,-0.184469
0.671369,0.670121,GALAXY,-0.127635
0.278639,0.265096,GALAXY,-0.039609
0.656964,0.714942,GALAXY,-0.31491
0.834031,0.056987,GALAXY,-0.060919
-1.660979,-1.278672,STAR,-0.367665
0.888974,1.03378,STAR,-0.368833
1.086569,1.120085,GALAXY,-0.097979
0.58911,0.717642,GALAXY,-0.3432
-0.363292,0.500286,STAR,-0.36913
-1.283159,-1.194334,GALAXY,-0.250888
0.530623,0.243913,GALAXY,-0.100398
-0.790389,-0.716215,GALAXY,-0.154613
-0.610237,-0.711357,STAR,-0.368255
-2.338843,-1.757651,STAR,-0.366041
-1.096992,-1.256649,STAR,-0.368551
1.072442,0.514784,GALAXY,-0.309695
-0.096107,0.911827,STAR,-0.367941
-2.377513,-2.282558,GALAXY,-0.267246
-0.37848,0.01933,STAR,-0.370464
0.578382,0.582573,GALAXY,-0.167363
-0.008797,0.295749,GALAXY,-0.253631
0.714271,1.123125,GALAXY,-0.173164
-1.901282,-1.340573,STAR,-0.368417
1.165381,0.357948,GALAXY,-0.126076
-2.750571,-1.007875,STAR,-0.368375
0.468543,0.844474,STAR,-0.366322
-0.758723,-0.944412,STAR,-0.368254
0.303808,-0.181881,STAR,-0.367544
0.765104,1.767677,QSO,0.528966
1.041257,1.33269,GALAXY,-0.133256
-0.332409,0.601854,STAR,-0.367878
0.796156,0.835992,STAR,-0.369608
-0.435389,-0.660064,GALAXY,-0.194093
0.749867,0.406127,STAR,-0.368274
0.553984,1.551555,STAR,-0.367708
-0.122193,-0.981803,GALAXY,-0.194124
0.234978,0.484875,GALAXY,-0.150208
-0.036414,1.094002,QSO,2.351021
0.973921,1.073765,STAR,-0.367302
0.447845,0.49815,GALAXY,-0.265037
0.642571,0.089766,STAR,-0.36782
1.0783,0.012113,GALAXY,-0.01793
-0.008737,-0.078188,GALAXY,-0.104554
1.146407,2.171874,QSO,5.143446
-0.444333,-0.385558,GALAXY,-0.148229
-0.43821,-1.061231,STAR,-0.367639
1.121057,1.348803,STAR,-0.369882
-1.086625,-1.208725,STAR,-0.368224
1.001562,-0.326409,STAR,-0.367624
0.448725,-0.3763,GALAXY,-0.08405
0.547631,-0.283034,GALAXY,-0.156772
0.472641,0.282091,GALAXY,-0.053471
0.63699,0.437896,STAR,-0.368106
0.738211,0.476244,GALAXY,-0.220627
-0.829867,-0.534635,GALAXY,-0.154535
-0.73952,-0.298966,GALAXY,-0.283492
-1.759173,-0.106896,STAR,-0.367758
0.825159,0.676807,GALAXY,-0.004255
0.373241,-0.456451,GALAXY,-0.223359
-0.071649,-0.195762,STAR,-0.367932
0.237123,0.313562,GALAXY,-0.127787
0.213883,-0.053838,GALAXY,-0.114824
-1.239932,-0.778435,STAR,-0.367634
1.063196,0.308652,GALAXY,-0.182924
0.365333,-0.394688,GALAXY,-0.186236
-0.652548,-0.303887,STAR,-0.36759
-0.730696,-0.37681,STAR,-0.36929
0.592534,0.553344,GALAXY,-0.133148
0.0687,-0.796142,GALAXY,-0.216151
-0.654127,-0.587768,STAR,-0.368598
0.487348,0.333257,GALAXY,-0.15131
0.7527,0.868771,GALAXY,-0.216462
0.973572,0.798196,GALAXY,-0.037989
0.717706,0.858025,GALAXY,-0.014131
-0.05235,-0.000982,GALAXY,-0.181864
1.175567,0.387538,GALAXY,-0.367953
0.183421,0.486395,STAR,-0.367291
-2.298991,-1.645732,STAR,-0.368684
0.385476,1.543944,QSO,2.815676
1.165622,1.282916,GALAXY,0.209942
1.064401,1.055495,GALAXY,-0.159249
-1.132962,-1.162246,STAR,-0.367946
0.876848,0.129453,GALAXY,-0.090101
1.093127,0.990022,GALAXY,-0.169939
0.904717,0.05619,GALAXY,-0.089584
0.207325,0.103955,GALAXY,-0.002734
0.34648,0.524031,GALAXY,-0.290042
-0.524663,-0.128419,STAR,-0.369006
-1.038588,-1.409351,GALAXY,-0.243292
0.64104,0.442424,GALAXY,-0.104149
-0.062982,-0.065051,STAR,-0.367654
-0.208261,-0.130895,STAR,-0.368955
-0.213058,0.189473,STAR,-0.368248
1.043583,0.883481,GALAXY,-0.097554
-1.445314,-0.632217,GALAXY,-0.300202
-0.015066,0.321343,STAR,-0.369256
-0.260384,-0.105079,STAR,-0.36797
0.556383,0.812843,STAR,-0.368634
0.802243,0.343291,GALAXY,-0.010289
0.585458,1.60728,QSO,0.67057
0.045122,0.339114,STAR,-0.36884
-1.182554,-0.705533,STAR,-0.368408
1.179713,1.174822,GALAXY,0.024954
-0.763472,-1.013253,STAR,-0.367482
1.024622,0.932649,STAR,-0.367145
-0.376648,-0.453507,GALAXY,-0.207913
0.144208,0.065341,GALAXY,-0.190811
1.126252,0.763175,GALAXY,0.104967
0.88138,0.919225,GALAXY,-0.173738
0.440974,0.43339,GALAXY,-0.158168
0.903138,0.831113,GALAXY,-0.118878
0.564507,0.812407,STAR,-0.369374
1.08182,0.718567,GALAXY,-0.203998
0.509793,1.859254,QSO,4.84965
0.774422,-0.190256,GALAXY,-0.179193
-3.372009,-3.480076,GALAXY,-0.320306
1.132762,0.718556,GALAXY,-0.264338
-0.815499,-1.48829,GALAXY,-0.297921
-1.460262,-1.02757,STAR,-0.368218
0.849882,1.135677,STAR,-0.366301
0.484635,0.580564,GALAXY,-0.174809
0.922907,1.88117,QSO,4.831343
-0.048179,0.135873,GALAXY,-0.25619
-0.262228,0.135554,STAR,-0.364552
0.13571,0.254116,GALAXY,-0.274153
0.477137,0.004513,GALAXY,-0.177205
-0.395332,0.031181,STAR,-0.367969
1.046898,0.991988,STAR,-0.356152
-0.911512,-0.493322,STAR,-0.368092
-0.42982,-0.295108,STAR,-0.367161
-1.439685,-0.667387,GALAXY,-0.265504
0.513747,0.491018,STAR,-0.368539
0.067169,1.067643,QSO,5.249279
0.574067,0.83529,STAR,-0.369559
-0.29005,-0.516088,GALAXY,-0.24606
-0.280695,-0.231921,GALAXY,1.533295
-0.737061,-0.5386,GALAXY,-0.270468
0.344913,-0.238755,GALAXY,-0.23582
0.880078,0.797399,GALAXY,0.074912
0.543219,0.915547,STAR,-0.369039
0.21287,-0.536771,GALAXY,-0.182648
0.518785,1.45697,QSO,0.653182
0.033923,0.116784,GALAXY,-0.247425
0.915783,1.036714,STAR,-0.368112
1.17465,0.832888,GALAXY,-0.216353
-2.007192,-1.854117,STAR,-0.368643
-1.85116,-1.695368,STAR,-0.368244
-1.342057,-0.98327,STAR,-0.369231
0.958805,2.134982,QSO,4.577398
1.063063,0.628787,GALAXY,-0.077278
0.374471,0.202366,GALAXY,-0.099307
0.400749,0.526369,GALAXY,-0.133559
-1.700252,-1.6709,STAR,-0.365577
1.102662,0.853285,GALAXY,-0.169867
0.748011,0.410602,GALAXY,-0.090551
-0.436124,-0.285319,STAR,-0.367767
-0.369162,-0.280355,STAR,-0.367505
-1.539844,-1.849908,GALAXY,-0.223706
-0.089224,-0.767711,GALAXY,-0.226614
0.453981,-0.294375,GALAXY,-0.098302
-0.857713,-0.522678,STAR,-0.367841
-4.057733,-1.720749,STAR,-0.368655
0.816516,1.931698,QSO,4.019131
0.762295,0.221954,STAR,-0.368842
1.045669,0.883587,STAR,-0.366458
0.382752,1.384249,QSO,0.949902
0.381004,0.439055,GALAXY,-0.132476
-0.430205,-0.339366,STAR,-0.368077
0.441637,1.329193,QSO,1.037178
-0.573749,-0.247343,STAR,-0.369656
-0.453808,-1.071009,GALAXY,-0.221898
-0.900711,-0.417295,GALAXY,-0.283848
-0.744077,-1.355655,STAR,-0.367865
0.815154,0.881536,STAR,-0.366505
0.069351,-0.023971,STAR,-0.367267
0.078597,-0.051415,GALAXY,-0.101008
1.0083,1.968378,STAR,-0.367857
0.84858,-0.029296,GALAXY,-0.117629
0.742598,-0.176769,GALAXY,-0.119803
-1.097811,-1.18041,GALAXY,-0.283676
-1.031127,-1.59059,GALAXY,-0.175999
0.174501,0.452128,STAR,-0.368439
-1.237401,-0.751597,STAR,-0.369876
0.56898,-0.230582,GALAXY,-0.179165
0.646007,0.404618,STAR,-0.367065
0.20043,0.456262,STAR,-0.365387
0.581781,1.688717,QSO,0.545603
0.519087,0.884937,GALAXY,-0.011287
0.622236,0.550921,GALAXY,-0.147601
0.213617,-0.132384,GALAXY,-0.166514
0.872339,1.058099,STAR,-0.367258
-0.11707,0.059123,STAR,-0.368764
-0.210262,-0.486997,STAR,-0.367704
-0.395139,-0.518915,GALAXY,-0.260608
0.378244,0.619667,STAR,-0.366919
0.83737,1.090473,STAR,-0.368685
-0.447395,-0.605103,STAR,-0.367733
-0.021587,1.298689,QSO,0.546206
-0.193796,0.223049,STAR,-0.366901
-0.425034,-1.571916,STAR,-0.368231
-1.093195,-1.085528,STAR,-0.369132
-0.127858,-0.895382,GALAXY,-0.206363
-0.193735,-0.697763,GALAXY,-0.041224
-2.453082,-2.216841,GALAXY,-0.352593
-1.162194,-1.344654,GALAXY,-0.20534
-1.870833,-1.858942,STAR,-0.366379
1.13733,1.030007,GALAXY,-0.119935
-1.197646,-1.052292,GALAXY,-0.235401
-3.040623,-2.337401,STAR,-0.367459
0.652625,0.25452,GALAXY,-0.042262
-0.140298,-0.453698,STAR,-0.367059
1.13076,0.32671,GALAXY,-0.178643
0.216221,0.081762,STAR,-0.36822
0.828136,0.895927,GALAXY,-0.026775
0.425834,1.607312,QSO,0.369316
0.500499,0.520566,GALAXY,-0.253233
-1.172199,-1.013923,STAR,-0.37026
-0.039982,-0.145127,GALAXY,-0.154645
-0.90047,-0.759697,GALAXY,-0.27993
-0.472589,-0.464082,STAR,-0.368097
0.469025,0.004258,STAR,-0.366665
0.550307,0.54025,GALAXY,-0.134055
0.142123,0.476893,STAR,-0.368689
-1.199827,-0.739332,STAR,-0.368488
0.380474,-0.393752,STAR,-0.368164
-0.212492,-0.4402,STAR,-0.368159
0.03244,-0.162516,GALAXY,-0.1162
0.247731,-0.132511,GALAXY,-0.181143
-1.395168,-1.017313,GALAXY,-0.335954
0.873714,1.196473,STAR,-0.368289
0.545148,0.392863,GALAXY,-0.118871
-0.746885,-0.045186,GALAXY,1.598852
-0.750393,-0.304695,STAR,-0.369277
0.591027,0.847014,STAR,-0.367414
-2.031144,-2.297905,STAR,-0.368113
0.331497,0.323139,STAR,-0.367717
0.621308,0.044785,GALAXY,-0.271573
0.735426,0.903324,STAR,-0.367609
-1.370758,-1.261071,STAR,-0.367829
-0.552943,-0.589447,STAR,-0.369952
0.609229,0.897022,STAR,-0.365992
-2.237177,-2.036196,GALAXY,-0.302493
-2.462509,-2.606954,STAR,-0.368377
1.173722,0.479635,GALAXY,-0.093108
0.887034,0.353771,GALAXY,-0.19485
0.326,0.547892,GALAXY,-0.144517
1.182703,0.269432,GALAXY,-0.064061
0.884526,0.12822,GALAXY,-0.111472
1.122467,1.098052,GALAXY,-0.090332
0.474449,0.321332,STAR,-0.367814
-1.103923,-0.967646,STAR,-0.368244
0.793203,1.104641,STAR,-0.367525
-1.516206,-1.240866,STAR,-0.367625
0.360512,0.785315,STAR,-0.368248
0.986169,0.768032,STAR,-0.368307
-0.752394,-0.877802,STAR,-0.367554
1.171781,0.47143,GALAXY,-0.140461
0.938313,1.228082,STAR,-0.36604
-0.851782,-0.959728,GALAXY,-0.153739
-0.009569,-0.585823,GALAXY,-0.20648
-0.208622,-0.786353,GALAXY,-0.162352
-0.77731,-1.340679,GALAXY,-0.262125
-0.693557,-0.17003,STAR,-0.367657
0.260436,0.22138,GALAXY,-0.139071
0.770372,0.469474,GALAXY,0.028691
0.924113,0.057518,GALAXY,-0.15606
0.279928,0.350295,STAR,-0.368458
0.7402,1.323762,QSO,0.783928
-2.708104,-2.767415,STAR,-0.368141
0.646236,0.339932,GALAXY,-0.199255
0.893217,0.560338,STAR,-0.368094
-1.098728,-1.043386,STAR,-0.369708
0.595439,0.584858,GALAXY,-0.219105
0.759908,0.620613,GALAXY,-0.008758
0.164954,0.475405,GALAXY,-0.278467
-1.773361,-1.549575,GALAXY,-0.320122
-1.526536,0.007054,QSO,13.477267
0.968581,0.366387,GALAXY,-0.156734
-0.998761,-0.5944,STAR,-0.367777
1.116512,1.992154,QSO,3.226221
-0.066779,-0.306502,GALAXY,-0.180802
-0.430266,-0.27536,STAR,-0.365658
0.261943,0.565589,STAR,-0.366007
-0.258322,-0.970813,GALAXY,-0.174803
0.496641,-0.329353,GALAXY,-0.097436
-1.309932,-0.820078,STAR,-0.367439
-1.120257,-0.917681,GALAXY,-0.279708
0.444422,1.542828,QSO,0.14448
-1.295286,-1.89762,GALAXY,-0.302159
-0.183815,1.070066,QSO,4.284701
0.4883,0.395467,GALAXY,-0.115156
-0.112899,0.203673,STAR,-0.367146
-0.149954,-1.061624,GALAXY,-0.173071
-1.139351,-0.722294,GALAXY,-0.333644
1.000284,1.174769,STAR,-0.365555
1.150867,0.920713,STAR,-0.366758
-0.858038,-0.788564,STAR,-0.369252
-0.743787,-1.412178,STAR,-0.367816
0.498245,0.350072,GALAXY,-0.161732
-0.982548,-0.577894,STAR,-0.367066
0.589556,1.811106,QSO,0.504225
-0.183658,0.008425,GALAXY,-0.289225
0.285208,-0.245642,STAR,-0.367281
0.756196,-0.008337,GALAXY,-0.158612
-1.263957,-0.802657,STAR,-0.367093
-0.460016,0.026748,GALAXY,-0.318125
