@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R9,11'

@attribute ra numeric
@attribute dec numeric
@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute run {id1045,id1302,id756,id752,id1350,id1404,id1345,id1140,id1412,id1334,id1239,id1035,id1231,id745,id1336,id1331,id1402,id308,id1356,id1119,id1411,id727,id1332}
@attribute camcol numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
0.643053,2.046141,-3.915757,-3.345857,-2.535471,-2.12289,-1.81894,id1412,0.21354,STAR,-0.36816,1.079733
-0.269627,-0.624655,1.04022,0.644124,0.478197,0.473741,0.478545,id756,-1.583711,STAR,-0.367763,0.841627
0.078459,-0.646652,0.686184,-0.678249,-1.072909,-1.068616,-1.038192,id1231,1.411708,STAR,-0.367693,-0.377347
0.55676,2.036406,-2.652618,-2.759422,-2.46863,-2.244605,-2.027075,id1412,-0.984627,STAR,-0.367971,1.079733
-0.031724,-0.606094,-0.364521,-0.849349,-0.945583,-0.883951,-0.820921,id756,-0.984627,STAR,-0.367705,1.01227
0.139058,-0.623969,0.808319,0.796645,0.615174,0.515168,0.467535,id756,-1.583711,GALAXY,-0.084189,-0.62273
0.433573,-0.574066,0.56417,1.810904,2.119089,2.040522,2.026414,id745,0.21354,QSO,4.581724,1.585049
-0.401065,-0.556432,-3.161902,-2.790607,-2.47717,-2.329148,-2.230176,id756,0.812624,GALAXY,-0.312056,-0.661091
-1.157691,-0.53275,0.955997,-0.209452,-0.620229,-0.699672,-0.753641,id308,1.411708,STAR,-0.366941,2.512342
-1.142902,1.291658,0.15384,1.179063,1.470218,1.414309,1.461985,id1402,0.21354,QSO,0.911179,2.641978
0.971032,-0.567882,0.204191,0.618232,0.765493,0.84818,0.919257,id752,0.812624,STAR,-0.369199,1.132646
0.581288,-0.582259,1.056313,2.028207,2.205722,2.142956,2.171005,id752,0.21354,QSO,3.634987,-0.651832
0.172304,-0.551811,-0.610659,-0.240594,-0.035439,0.086378,0.149068,id752,1.411708,STAR,-0.366156,1.310565
1.257324,1.740768,-0.405578,-0.000652,0.238845,0.367825,0.487707,id1412,1.411708,STAR,-0.369721,2.345667
-0.257161,-0.57404,-2.264757,-2.161827,-1.918895,-1.733048,-1.57567,id756,0.21354,STAR,-0.368038,0.83832
-1.070421,1.291535,0.085492,-0.613712,-0.881171,-0.961073,-1.052705,id1331,0.812624,GALAXY,-0.222654,-0.709374
0.503838,-0.587452,-0.531872,-0.571219,-0.510227,-0.452074,-0.380777,id1334,-0.385544,STAR,-0.366778,1.342312
0.610547,2.055579,0.59486,0.814193,0.830253,0.852963,0.870921,id1412,0.21354,STAR,-0.371561,-0.629344
0.265872,-0.550638,-1.165991,-1.255576,-1.083746,-0.97376,-0.846962,id752,1.411708,STAR,-0.367753,1.075765
-0.309072,-0.555023,1.135474,0.280954,-0.245688,-0.385071,-0.532558,id756,0.812624,GALAXY,-0.045305,-0.679611
0.129148,-0.60899,-0.896757,0.708299,1.458157,1.831204,2.168623,id756,-0.984627,STAR,-0.368092,1.068489
-0.543021,-0.557236,-1.182903,-1.149055,-1.125269,-1.234502,-1.244763,id756,0.812624,GALAXY,-0.200314,-0.864805
0.400686,-0.654959,-1.447231,-0.163695,0.202538,0.457133,0.590859,id1140,0.812624,QSO,2.127334,-0.824459
0.118002,-0.605755,0.640643,0.360573,0.332388,0.362224,0.402429,id756,-0.984627,STAR,-0.367601,1.065844
-1.16399,-0.535278,0.769166,0.407743,0.417476,0.473644,0.59391,id308,1.411708,STAR,-0.367252,2.512342
0.134172,-0.608359,0.072063,-0.289624,-0.493628,-0.616923,-0.712879,id756,-0.984627,GALAXY,-0.162532,-0.62273
-1.101315,1.249078,1.053962,1.271894,1.329663,1.3456,1.372192,id1331,0.812624,STAR,-0.367077,2.241165
0.254889,-0.726183,0.450787,0.359361,0.334252,0.239753,0.211658,id1140,-1.583711,GALAXY,-0.198161,-0.626698
-0.307051,-0.54399,1.096562,1.035311,1.48242,1.69332,1.736563,id756,1.411708,STAR,-0.365728,-0.681595
0.316583,2.131306,1.183691,0.409507,-0.05799,-0.178901,-0.314082,id1350,1.411708,GALAXY,-0.069196,-0.678288
0.141,-0.608615,-0.657454,-0.700452,-0.595485,-0.495401,-0.389764,id756,-0.984627,STAR,-0.367389,1.065844
1.703013,1.750723,-1.637328,-1.390145,-0.919473,-0.717054,-0.542481,id1336,-0.984627,STAR,-0.367931,-0.818506
-0.172043,-0.591834,0.381848,-0.099413,-0.383645,-0.492095,-0.577977,id756,-0.385544,GALAXY,-0.13145,-0.688209
-1.048238,1.273098,0.602575,0.281474,0.17948,0.171528,0.199854,id1331,-0.385544,STAR,-0.367864,1.243762
1.038664,-0.567687,0.696442,-0.025587,-0.344307,-0.448988,-0.565646,id752,0.812624,GALAXY,-0.262242,-0.628682
-0.426919,-0.570449,0.541351,0.089298,-0.167568,-0.333594,-0.45431,id756,0.21354,GALAXY,-0.202332,-0.699453
-0.56066,-0.553934,-0.677308,-0.30258,-0.080888,0.036624,0.134079,id756,0.812624,STAR,-0.366091,-0.864805
-0.03621,-0.590135,-2.005492,-2.081102,-1.856941,-1.672709,-1.524374,id756,-0.385544,STAR,-0.367928,1.01227
0.462199,-0.584152,-0.698523,0.346639,0.624006,0.838157,0.980443,id752,0.21354,QSO,3.038506,1.758999
-0.346868,-0.555266,0.718056,1.81879,2.087594,2.071478,2.143184,id756,0.812624,QSO,3.406452,-0.650509
-0.639069,-0.558568,-1.475788,-1.219587,-1.017084,-0.948633,-0.888719,id756,0.812624,GALAXY,-0.300727,-0.414386
-1.183115,1.212624,0.283738,-0.340035,-0.615841,-0.707392,-0.815721,id1402,0.21354,GALAXY,-0.236616,-0.699453
0.170143,-0.657515,0.274058,0.101245,-0.060052,-0.153316,-0.204268,id1140,0.812624,GALAXY,-0.108898,-0.415048
-0.963124,-0.548235,-0.71235,-0.628603,-0.491829,-0.397389,-0.291895,id1239,1.411708,STAR,-0.366749,2.51631
-0.683685,-0.565499,0.116929,0.26399,0.400764,0.481021,0.572409,id1239,0.812624,STAR,-0.367542,2.518956
-0.275006,-0.559225,-0.023275,-0.031496,0.024462,0.096726,0.169315,id756,0.812624,STAR,-0.367551,0.841627
0.673272,1.949821,1.072526,0.559456,0.212462,0.05267,-0.075,id1345,0.812624,GALAXY,-0.092713,-0.569817
0.577982,2.062209,-0.287156,-0.342384,-0.244888,-0.149026,-0.041377,id1412,0.21354,STAR,-0.368979,1.079733
-0.142647,-0.605017,0.720888,0.76597,0.810462,0.846764,0.749553,id756,-0.984627,GALAXY,-0.296364,-0.632651
0.264265,-0.653981,1.046272,1.323432,1.412529,1.430477,1.461709,id1140,0.812624,STAR,-0.366665,1.503034
-0.310163,-0.571643,0.489541,0.170852,0.098713,0.112639,0.15171,id756,0.21354,STAR,-0.367796,0.841627
0.258384,-0.545372,1.160342,1.084681,1.394385,1.503063,1.427902,id752,1.411708,QSO,7.086396,1.794053
0.159946,-0.551628,0.627262,0.976811,1.063344,1.120729,1.201995,id752,1.411708,STAR,-0.368749,1.310565
1.135181,-0.569402,0.463733,0.626842,0.641613,0.661703,0.695549,id752,0.812624,STAR,-0.368964,-0.827766
-1.28822,0.915245,0.438262,0.510756,0.478159,0.39631,0.328545,id1350,-0.385544,GALAXY,-0.215277,-0.703421
-0.310051,-0.537349,0.978285,0.56426,0.388683,0.273786,0.203398,id756,1.411708,GALAXY,-0.180648,-0.681595
1.321214,-0.554453,1.115451,1.851846,2.025085,2.018876,1.920069,id745,0.812624,QSO,1.536263,-0.825782
1.192718,1.674997,1.106628,0.965236,0.784258,0.640691,0.585584,id1345,1.411708,GALAXY,-0.102904,0.328374
0.706163,-0.619805,0.47815,-0.036088,-0.360068,-0.48573,-0.619157,id752,-0.984627,GALAXY,-0.137541,-0.66043
0.524482,-0.585023,0.833163,1.830089,2.123035,2.036179,2.063013,id752,0.21354,QSO,3.761501,-0.649186
0.358311,-0.722501,-1.093424,-0.802179,-0.255565,0.00711,0.195757,id1140,-1.583711,STAR,-0.367908,-0.624052
0.236804,-0.581175,-2.189803,-2.150635,-1.899207,-1.70072,-1.534815,id752,0.21354,STAR,-0.368152,0.793344
1.166364,1.69682,0.4014,1.423639,1.641317,1.604619,1.666808,id1345,1.411708,GALAXY,-0.183197,-0.39256
-1.033806,1.301256,-1.728387,-1.662408,-1.402038,-1.21538,-1.059326,id1331,-0.385544,STAR,-0.368367,-0.706067
0.183662,-0.549226,-0.803963,-0.958994,-0.933211,-0.874394,-0.806459,id752,1.411708,STAR,-0.36662,1.310565
-0.522666,-0.558635,1.139078,0.953927,0.946733,0.993246,1.028629,id756,0.812624,STAR,-0.367096,1.243762
-0.032071,-0.590364,-2.59407,-2.024005,-1.551312,-1.303044,-1.110078,id756,-0.385544,STAR,-0.367038,1.01227
1.723379,1.640873,-0.972374,-0.585302,-0.385791,-0.267171,-0.158264,id1336,-1.583711,STAR,-0.368618,-0.624052
0.956942,-0.569399,1.081916,1.295383,1.41347,1.456563,1.527258,id752,0.812624,STAR,-0.367292,1.114788
0.245274,-0.599915,-0.845803,-0.550971,-0.333121,-0.194515,-0.086595,id752,-0.385544,STAR,-0.367747,0.801942
0.268738,-0.725353,0.886057,0.011061,-0.318941,-0.451538,-0.532934,id1140,-1.583711,GALAXY,-0.206129,-0.622068
0.666267,-0.539797,-0.022118,-0.831589,-1.125401,-1.171569,-1.243334,id1404,1.411708,GALAXY,-0.135057,-0.659768
1.31635,-0.588753,-0.122675,-0.444642,-0.601577,-0.707523,-0.784481,id745,-0.385544,GALAXY,-0.229551,-0.825782
0.03651,-0.647763,0.725746,0.757978,0.618884,0.496424,0.375627,id1231,1.411708,GALAXY,-0.154818,-0.585029
-3.101695,-0.06536,0.470399,-0.24543,-0.441089,-0.515895,-0.58917,id1035,-0.984627,GALAXY,-0.323905,-0.703421
0.260331,-0.580121,-0.730853,-0.636489,-0.015554,0.284855,0.441937,id752,0.21354,STAR,-0.367207,1.075765
-0.082421,-0.652716,-0.411244,-0.975309,-1.174776,-1.243936,-1.320829,id1140,0.812624,GALAXY,-0.249564,-0.37404
1.726093,1.650316,0.821928,0.632081,0.343498,0.18577,0.052897,id1336,-1.583711,GALAXY,-0.04304,-0.762287
0.166549,-0.624028,1.024188,0.228044,-0.209561,-0.332311,-0.461809,id756,-1.583711,GALAXY,-0.153607,-0.606856
1.155504,-0.617229,-2.14173,-1.883813,-1.305539,-1.01015,-0.797238,id752,-0.984627,STAR,-0.368385,-0.351553
-0.4501,-0.561193,1.07701,2.121834,2.446383,2.368698,2.170972,id756,0.812624,QSO,5.222154,1.721299
0.914521,-0.614617,0.485732,0.805573,1.002727,1.083038,1.1907,id752,-0.984627,STAR,-0.3669,-0.351553
0.358631,-0.59628,0.356256,-0.192914,-0.517326,-0.616272,-0.715813,id752,-0.385544,GALAXY,-0.155706,-0.880679
0.258955,-0.597557,0.458658,0.363113,0.297635,0.314484,0.338,id752,-0.385544,STAR,-0.366979,1.075765
-3.073463,-0.070661,-1.874485,-1.627621,-1.549401,-1.538377,-1.602555,id1035,-0.984627,GALAXY,-0.284528,-0.703421
1.246151,-0.619011,-0.073565,-0.425553,-0.352206,-0.302682,-0.347045,id752,-0.984627,GALAXY,-0.335567,-0.348907
-0.06808,-0.64536,-0.004832,0.361933,0.577474,0.687015,0.747187,id1231,1.411708,STAR,-0.369168,1.290061
1.161334,1.59416,-0.190396,0.164464,0.399304,0.48779,0.573813,id1345,-1.583711,STAR,-0.369051,2.289448
1.336854,-0.606993,-0.976557,-0.955349,-0.428086,-0.204116,-0.05237,id745,-0.984627,STAR,-0.36946,-0.825782
-0.543773,-0.54131,1.125891,0.673958,0.558869,0.578145,0.610028,id756,1.411708,STAR,-0.367983,1.010286
0.28637,-0.547358,0.787742,-0.310243,-0.55819,-0.534411,-0.496652,id752,1.411708,STAR,-0.367665,1.072458
-0.972844,1.569284,1.166465,0.908086,0.604488,0.46931,0.403616,id1350,0.812624,GALAXY,-0.286382,-0.68887
0.93419,-0.568279,1.159221,0.341452,-0.088298,-0.215748,-0.338928,id752,0.812624,GALAXY,-0.085518,-0.844963
-0.271858,-0.577349,-1.377316,-1.656137,-1.753888,-1.762914,-1.822067,id756,0.21354,GALAXY,-0.266001,-0.682256
0.581803,2.086645,-0.488078,-0.672467,-0.749702,-0.825608,-0.854511,id1350,1.411708,GALAXY,-0.168029,-0.630005
0.764635,-0.613566,1.132448,0.724306,0.421431,0.280706,0.17505,id752,-0.984627,GALAXY,-0.232124,-0.828427
0.390598,-0.658676,-0.917008,-0.885359,-0.867528,-0.874798,-0.888393,id1140,0.812624,GALAXY,-0.22128,-0.824459
1.663146,1.813951,0.335511,0.297811,0.128495,0.02101,-0.112285,id1336,-1.583711,GALAXY,-0.191313,-0.823798
-0.090203,-0.542141,-1.257399,-1.021661,-0.772704,-0.627306,-0.502003,id756,1.411708,STAR,-0.367275,-0.877372
-0.435122,-0.543457,0.117689,1.338387,1.514424,1.722518,1.902948,id756,1.411708,QSO,2.572902,-0.62273
-0.298738,-0.611012,0.357582,0.645707,0.810857,0.858466,0.899687,id756,-0.984627,STAR,-0.367154,0.83832
0.238745,-0.601144,0.123535,-0.050649,-0.115895,-0.136339,-0.133143,id752,-0.385544,STAR,-0.366949,0.793344
0.225304,-0.645569,-0.48533,-0.070535,0.142411,0.256088,0.349269,id1231,1.411708,STAR,-0.367125,1.502373
-0.25988,-0.573145,-0.090237,-0.216084,-0.194223,-0.116707,-0.033586,id756,0.21354,STAR,-0.367092,0.841627
-0.050581,-0.608534,0.820843,0.638193,0.411262,0.2822,0.18535,id756,-0.984627,GALAXY,-0.095531,-0.877372
-0.271986,-0.621374,-1.498329,-1.384969,-1.131624,-0.962832,-0.830393,id756,-1.583711,STAR,-0.367817,0.841627
1.227539,-0.619529,-0.531787,-1.257234,-1.500252,-1.575092,-1.684255,id752,-0.984627,GALAXY,-0.270481,-0.35023
0.252876,-0.552011,-0.414342,-0.330565,0.430441,0.74804,0.925301,id752,1.411708,STAR,-0.366157,-0.628682
0.201549,-0.610173,0.715982,0.860332,0.989366,1.069332,1.11705,id756,-0.984627,STAR,-0.368838,0.801942
0.130039,-0.626485,0.752483,1.888971,2.020264,1.820012,1.777032,id756,-1.583711,QSO,4.57596,-0.62273
-1.082811,1.225808,-0.172062,-0.89484,-1.155897,-1.241843,-1.355874,id1331,-0.385544,GALAXY,-0.237275,-0.709374
-0.172157,-0.590619,-2.909158,-2.829592,-2.785567,-2.715263,-2.690961,id756,-0.385544,GALAXY,-0.334802,-0.688209
0.297088,-0.601054,1.014086,0.516187,0.055741,-0.123265,-0.232934,id752,-0.385544,GALAXY,0.02313,-0.661091
-0.300829,-0.571598,1.17359,1.417538,1.467544,1.477206,1.458616,id756,0.21354,STAR,-0.367068,0.855516
-0.381009,-0.556656,0.499221,0.590577,0.953164,1.150226,1.238778,id756,0.812624,STAR,-0.366404,-0.650509
-1.048306,1.289085,0.122957,-0.260926,-0.326248,-0.293618,-0.362318,id1345,-0.385544,STAR,-0.368033,1.243762
-3.040587,-0.077993,0.231337,0.212643,-0.014349,-0.148006,-0.210789,id1035,-0.984627,GALAXY,-0.042403,-0.688209
1.389759,1.450499,-0.857171,-0.900569,-0.784247,-0.660056,-0.556408,id1345,1.411708,STAR,-0.367887,0.861469
0.467643,-0.581404,-1.883393,-2.353132,-2.235793,-1.758553,-1.989113,id752,0.21354,STAR,-0.368259,-0.631328
-3.455059,-0.002845,-0.688952,-0.97667,-1.028317,-1.003987,-1.083285,id1035,-0.385544,GALAXY,-0.268699,2.149891
0.775963,-0.614891,1.18351,2.183502,2.431271,2.204007,2.307981,id752,-0.984627,QSO,3.990504,-0.828427
0.673314,1.955591,0.960553,-0.071301,-0.540394,-0.661366,-0.782533,id1345,0.812624,GALAXY,-0.084579,-0.569817
1.408509,-0.590487,0.062637,-0.703003,-1.079264,-1.181434,-1.298751,id745,-0.385544,GALAXY,-0.13538,-0.827105
0.249666,-0.598152,-1.012009,-0.016127,0.695385,1.108139,1.37164,id752,-0.385544,STAR,-0.368296,-0.628682
-0.543898,-0.54289,-0.252344,-0.345031,-0.425807,-0.526129,-0.578094,id756,1.411708,GALAXY,-0.159154,-0.864805
-3.36878,-0.010555,-0.098193,0.104667,0.302644,0.302281,0.32245,id1035,-0.385544,GALAXY,-0.245324,-0.70739
0.137348,-0.656433,-2.027419,-1.743324,-0.818115,-0.372736,-0.154126,id1140,0.812624,STAR,-0.367531,-0.379332
0.201787,-0.63056,0.869748,0.186104,-0.346105,-0.489159,-0.619441,id752,-1.583711,GALAXY,-0.024857,-0.622068
0.728244,-0.613923,0.334185,0.371287,0.792422,0.990714,1.122969,id752,-0.984627,STAR,-0.367159,-0.66043
0.233586,-0.628683,0.102091,0.155833,0.10344,0.129414,0.160086,id752,-1.583711,STAR,-0.367315,0.793344
1.027271,1.807837,0.354641,0.3754,0.132374,-0.029772,-0.089304,id1345,1.411708,GALAXY,0.00491,-0.585691
-0.289729,-0.620342,-1.10361,0.510075,1.244113,1.592521,1.925369,id756,-1.583711,STAR,-0.367803,0.839642
-0.534525,-0.555988,0.352664,0.376601,0.344553,0.241124,0.204284,id756,0.812624,GALAXY,-0.20766,-0.864805
-0.104079,-0.539494,0.031717,-0.096289,-0.237694,-0.319123,-0.442623,id756,1.411708,GALAXY,-0.29083,-0.878694
1.040459,1.776861,0.231036,1.319191,1.593561,1.52892,1.503056,id1345,0.812624,QSO,0.854919,-0.585029
0.30189,-0.652041,0.792419,0.170777,-0.179987,-0.300423,-0.418488,id1231,1.411708,GALAXY,-0.079493,-0.622068
-0.524568,-0.576502,0.296117,0.287586,0.388815,0.364651,0.300063,id756,0.21354,GALAXY,-0.249663,-0.864805
-0.086738,-0.647503,-0.162129,0.081975,0.26872,0.24516,0.271648,id1231,1.411708,GALAXY,-0.203839,-0.37404
1.119985,-0.618554,0.849677,-0.114782,-0.639813,-0.814345,-0.984439,id752,-0.984627,GALAXY,-0.062406,-0.827766
-1.074738,1.288656,0.358282,0.045593,-0.061737,-0.082031,-0.065002,id1331,0.812624,STAR,-0.367927,1.243762
-3.412575,-0.005995,1.007264,-0.253731,-0.552766,-0.548645,-0.512377,id1035,-0.385544,STAR,-0.368171,0.1994
0.557447,2.073248,-0.800708,-0.309106,-0.020271,0.109281,0.214701,id1412,0.21354,STAR,-0.369468,2.497791
-0.87649,-0.563967,-0.165094,0.917907,1.124131,0.993915,0.982081,id1239,0.812624,QSO,3.961675,-0.679611
1.401063,-0.618036,1.152024,0.438194,-0.057123,-0.303904,-0.495733,id752,-0.984627,GALAXY,-0.140903,-0.827105
0.208775,-0.55214,-1.268598,-0.843014,-0.553397,-0.40313,-0.259033,id752,1.411708,STAR,-0.36739,0.793344
-0.821648,1.610426,0.837575,0.246145,0.037249,-0.04682,-0.099728,id1345,0.21354,GALAXY,-0.145127,-0.682918
0.234802,-0.722542,0.152526,-0.015617,-0.081575,-0.129516,-0.208899,id1140,-1.583711,GALAXY,-0.175821,-0.626698
-0.199804,1.958449,-1.140243,-0.865079,-0.717359,-0.699725,-0.711892,id1302,0.21354,GALAXY,-0.284533,1.030128
1.315891,-0.561543,1.044584,0.118824,-0.366659,-0.535131,-0.697823,id752,0.812624,GALAXY,-0.125953,-0.825782
-0.038598,1.992937,0.330183,-0.332946,-0.712934,-0.81475,-0.927492,id1302,0.21354,GALAXY,-0.073111,-0.583045
0.052328,1.985239,1.135377,2.208213,2.14937,2.305791,2.313448,id1302,-0.385544,QSO,2.365035,-0.413063
0.998473,-0.567341,-0.106124,-0.673147,-0.715938,-0.709844,-0.607645,id752,0.812624,STAR,-0.368149,1.132646
0.230454,-0.584571,-1.841276,-2.008498,-1.902286,-1.803163,-1.709594,id752,0.21354,STAR,-0.367852,0.793344
0.49731,-0.585288,-2.296665,-2.023665,-1.262575,-0.895706,-0.689195,id752,0.21354,STAR,-0.366129,2.504405
0.743842,2.041684,0.133215,-0.109585,-0.228514,-0.338157,-0.40742,id1350,1.411708,GALAXY,-0.166301,-0.632651
0.16982,-0.611406,0.854644,1.07503,1.148385,1.176145,1.22781,id756,-0.984627,STAR,-0.367487,1.310565
-3.342651,-0.014529,0.536975,0.770987,0.826544,0.881158,0.900038,id1035,-0.385544,STAR,-0.36731,1.91443
-0.621927,1.788263,0.402075,1.583759,1.682868,1.804248,1.877325,id1345,0.812624,QSO,2.799733,-0.678288
-3.13936,-0.055794,-0.645135,-0.998565,-0.951232,-0.837767,-0.723763,id1035,-0.984627,STAR,-0.368703,0.211305
-1.173303,1.031183,0.626792,-0.108235,-0.451785,-0.57997,-0.68892,id1345,-0.984627,GALAXY,-0.178115,-0.700114
0.200365,-0.611572,0.14545,-0.068187,-0.095567,-0.057519,-0.025577,id756,-0.984627,STAR,-0.36803,0.793344
0.364715,-0.655913,0.776302,0.735211,0.604601,0.41473,0.375962,id1140,0.812624,GALAXY,-0.085722,-0.624052
1.228931,-0.619327,0.797831,0.491061,0.279906,0.106151,0.013062,id752,-0.984627,GALAXY,-0.151604,-0.35023
0.497113,2.048529,0.869181,0.919119,0.89894,0.830473,0.81394,id1412,-0.984627,GALAXY,-0.197678,-0.630005
0.385042,2.126331,1.11022,2.126755,2.156526,2.276172,2.181447,id1350,1.411708,QSO,2.108806,-0.630005
-0.415396,-0.554185,0.223538,1.390573,1.557161,1.579579,1.674265,id756,0.812624,QSO,3.29901,-0.661091
0.181574,-0.611615,0.089735,-0.162112,-0.201944,-0.175428,-0.131329,id756,-0.984627,STAR,-0.365665,1.310565
-2.370339,-0.757211,0.391311,0.482792,0.501209,0.402219,0.372701,id1045,1.411708,GALAXY,-0.181753,-0.681595
-0.310056,-0.572494,-0.654199,-0.251435,0.033831,0.158164,0.255973,id756,0.21354,STAR,-0.368537,0.841627
-0.309646,-0.574269,0.626419,-0.065125,-0.45363,-0.593589,-0.713807,id756,0.21354,GALAXY,-0.114971,-0.679611
-0.459001,-0.574574,0.167232,0.135224,-0.034036,-0.165027,-0.27235,id756,0.21354,GALAXY,-0.124746,-0.699453
-0.367289,-0.540587,0.833898,2.227462,2.34638,2.314856,2.341253,id756,1.411708,QSO,3.346528,-0.650509
-0.145701,-0.589174,0.922847,0.830093,0.647827,0.537605,0.408556,id756,-0.385544,GALAXY,-0.122025,-0.632651
-0.063763,-0.587538,-1.994016,-1.817406,-1.621053,-1.497495,-1.388393,id756,-0.385544,STAR,-0.367652,1.290061
-0.049173,-0.648237,0.858368,0.816935,0.798871,0.822164,0.863648,id1231,1.411708,STAR,-0.367405,1.290061
1.674293,1.780907,0.237991,1.439773,1.89661,2.074406,2.292766,id1336,-1.583711,STAR,-0.369607,-0.818506
-0.541556,-0.544668,-0.217458,-0.916182,-1.206318,-1.269441,-1.340065,id756,1.411708,GALAXY,-0.157563,-0.626037
1.630109,1.883344,0.516314,0.611239,0.440394,0.242971,0.181203,id1336,-1.583711,GALAXY,-0.09273,-0.823798
-0.055424,-0.593573,-2.535076,-2.459471,-2.144566,-1.938585,-1.754913,id756,-0.385544,STAR,-0.368269,1.01227
1.782258,0.449435,-1.240788,-0.771951,-0.401657,-0.232294,-0.090023,id1345,-1.583711,STAR,-0.370479,0.637913
-0.537955,-0.576289,-0.52875,-1.477247,-1.672274,-1.646685,-1.601719,id756,0.21354,STAR,-0.368347,1.010286
1.674973,1.815368,0.57567,0.814745,0.885683,0.904527,0.920737,id1336,-0.984627,STAR,-0.369212,-0.823798
-0.085815,-0.649643,-0.807977,-0.951745,-1.035416,-1.122185,-1.169224,id1231,1.411708,GALAXY,-0.249267,-0.37404
1.197231,-0.56585,1.158871,1.262062,0.472303,1.080559,0.862962,id752,0.812624,STAR,-0.367821,-0.629344
-0.378922,-0.541825,0.990942,0.987493,0.857596,0.742264,0.689613,id756,1.411708,GALAXY,-0.139373,-0.650509
0.495499,-0.606168,0.189665,-0.09919,-0.128681,-0.054706,0.049494,id1334,-0.984627,STAR,-0.367812,2.504405
0.300918,-0.58546,-1.134445,-1.153094,-1.027799,-0.915153,-0.801234,id752,0.21354,STAR,-0.367975,1.075765
0.233741,-0.622747,0.394638,0.116242,0.105248,0.152133,0.204836,id756,-1.583711,STAR,-0.367726,0.793344
0.234078,-0.648453,0.027402,1.168413,1.321782,1.529984,1.617251,id1231,1.411708,QSO,2.351262,-0.626698
-3.114249,-0.064616,0.26116,0.307493,0.567541,0.723844,0.846402,id1035,-0.984627,STAR,-0.368474,-0.741122
1.071516,-0.617307,0.046375,1.386035,1.939281,2.191391,2.396294,id752,-0.984627,QSO,2.487139,1.780164
-1.148275,1.275572,0.82775,0.705111,0.512931,0.365205,0.29447,id1402,0.21354,GALAXY,-0.093932,-0.698792
1.112445,-0.567266,0.465975,0.683535,0.659879,0.533807,0.512544,id752,0.812624,GALAXY,-0.132602,-0.84364
-0.198797,-0.610881,0.230373,1.067973,1.703582,1.980403,2.174851,id756,-0.984627,STAR,-0.368223,-0.682918
1.454944,1.355697,-0.322657,0.129719,0.324394,0.423223,0.510839,id1345,1.411708,STAR,-0.370585,2.320534
1.474998,-0.555324,-1.248985,-1.858592,-2.024848,-2.044941,-2.069116,id745,0.812624,GALAXY,-0.219432,-0.622068
0.363479,2.065472,0.834308,-0.077784,-0.425666,-0.525496,-0.630944,id1412,-0.984627,GALAXY,-0.159897,-0.630005
-0.581483,-0.559681,0.593197,1.630685,1.774782,1.670233,1.69626,id756,0.812624,QSO,0.929715,-0.88134
-0.039842,2.115506,0.171873,-0.946378,-1.417932,-1.494426,-1.493744,id1350,1.411708,STAR,-0.368818,1.030128
1.311124,-0.59032,0.21997,1.476761,2.054772,2.335385,2.508867,id745,-0.385544,STAR,-0.367941,-0.826443
-0.262306,-0.607894,-0.291243,0.02103,0.388458,0.549624,0.67495,id756,-0.984627,STAR,-0.364897,0.83832
-0.245903,-0.624209,-0.829783,-1.237443,-1.420003,-1.526631,-1.614242,id756,-1.583711,GALAXY,-0.174545,-0.682256
1.541762,-0.573849,0.295069,-0.358657,-0.701993,-0.882412,-1.033361,id745,0.21354,GALAXY,-0.179024,-0.839671
0.123648,-0.604559,0.348855,0.038769,0.003616,0.077727,0.148742,id756,-0.984627,STAR,-0.367768,1.065844
0.039308,2.001652,0.945786,2.057605,2.223743,2.349074,2.291721,id1302,0.21354,QSO,1.980809,-0.413063
-1.331428,0.788258,0.02557,0.217246,0.518147,0.671146,0.793049,id1350,-0.385544,STAR,-0.36805,0.334327
0.268438,-0.721783,0.096497,-0.655993,-0.940065,-1.025149,-1.103784,id1140,-1.583711,GALAXY,-0.205346,-0.622068
-0.325487,-0.603485,0.778062,0.327741,-0.010488,-0.136673,-0.232307,id756,-0.984627,GALAXY,-0.023885,-0.679611
0.617781,-0.585446,1.142996,0.001027,-0.592538,-0.737952,-0.884573,id752,0.21354,GALAXY,0.008996,1.762306
0.968183,1.824792,-0.70719,-0.562344,-0.489701,-0.490266,-0.50706,id1345,0.812624,GALAXY,-0.238385,-0.568494
1.336424,1.5247,0.621175,1.896624,2.241265,2.151564,2.115337,id1345,1.411708,QSO,4.261688,-0.589659
0.273111,-0.545282,-0.902531,-0.964202,-0.833623,-0.705616,-0.60018,id752,1.411708,STAR,-0.367739,1.075765
-0.533743,-0.555365,-1.257556,-1.486164,-1.466121,-1.405329,-1.335476,id756,0.812624,STAR,-0.366174,1.010286
0.4592,-0.583786,0.124355,-0.283119,-0.365435,-0.33297,-0.318262,id752,0.21354,STAR,-0.367724,2.504405
0.259661,-0.579414,-2.889618,-2.191385,-1.666963,-1.378927,-1.197046,id752,0.21354,STAR,-0.367402,1.075765
