@relation 'online_shoppers_intention-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.NumericToNominal-R12,13,14,15-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0'

@attribute Administrative numeric
@attribute Administrative_Duration numeric
@attribute Informational numeric
@attribute Informational_Duration numeric
@attribute ProductRelated numeric
@attribute ProductRelated_Duration numeric
@attribute BounceRates numeric
@attribute ExitRates numeric
@attribute PageValues numeric
@attribute SpecialDay numeric
@attribute Month {Feb,Mar,May,Oct,June,Jul,Aug,Nov,Sep,Dec}
@attribute OperatingSystems {1,2,3,4,5,6,7,8}
@attribute Browser {1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Region {1,2,3,4,5,6,7,8,9}
@attribute TrafficType {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute VisitorType {Returning_Visitor,New_Visitor,Other}
@attribute Weekend {FALSE,TRUE}

@data
8,352.242857,6,241.5,45,1998.444081,0.009091,0.016447,2.842307,0,Mar,3,2,1,2,Returning_Visitor,TRUE
1,53.9,0,0,34,422.523077,0,0.006015,36.316432,0,Sep,1,1,2,2,Returning_Visitor,FALSE
0,0,0,0,5,82,0.04,0.12,0,0.6,May,2,2,1,3,Returning_Visitor,FALSE
1,3,0,0,161,3763.447588,0.001667,0.012346,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE
0,0,0,0,2,93.6,0,0.05,0,0,Oct,2,4,1,2,Returning_Visitor,TRUE
0,0,0,0,19,521.925,0.010526,0.029825,0,0,Dec,3,2,6,2,Returning_Visitor,TRUE
0,0,0,0,15,431.2,0,0.007143,0,0,Sep,2,5,9,5,New_Visitor,FALSE
0,0,0,0,9,462.5,0.075,0.0875,0,0,May,1,1,3,3,Returning_Visitor,FALSE
0,0,0,0,23,180.5,0.009091,0.036364,0,0,Nov,2,2,1,7,Returning_Visitor,TRUE
1,17.75,0,0,22,610.975,0.031818,0.072727,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE
2,5,0,0,3,32,0,0.066667,0,1,May,2,2,2,5,Returning_Visitor,TRUE
0,0,0,0,10,82.5,0,0.03,0,0,Nov,2,2,9,11,Returning_Visitor,FALSE
0,0,1,0,22,812.3,0.030849,0.057391,0,0,Nov,1,1,4,10,Returning_Visitor,TRUE
3,31.2,0,0,4,36.2,0.028571,0.057143,0,0,June,2,2,3,2,Returning_Visitor,FALSE
0,0,0,0,48,1510.383333,0.008511,0.030927,16.612117,0,Aug,2,4,3,1,Returning_Visitor,FALSE
5,148.5,0,0,25,307.7,0.007692,0.034615,0,0,Oct,4,1,9,3,Returning_Visitor,TRUE
0,0,0,0,11,1855.6,0.027273,0.054545,0,0,Sep,2,2,1,1,Returning_Visitor,FALSE
3,19,0,0,120,3013.116917,0.001681,0.007408,14.183916,0,Nov,2,5,1,2,Returning_Visitor,FALSE
2,25.5,0,0,13,908.5,0,0.013333,19.785333,0,May,3,2,4,1,Returning_Visitor,TRUE
11,189.483333,1,303.2,91,4864.147143,0,0.002381,0,0,Oct,2,2,1,2,New_Visitor,TRUE
5,286.464286,1,29.5,64,2058.604545,0.008955,0.00955,6.49391,0,Nov,3,2,3,10,Returning_Visitor,FALSE
1,21,0,0,31,1998.25,0.010101,0.037374,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE
1,0,0,0,1,0,0.2,0.2,0,0,May,1,1,1,2,Returning_Visitor,TRUE
0,0,0,0,2,19,0,0.1,0,0,May,2,2,1,4,Returning_Visitor,FALSE
0,0,0,0,15,125.25,0.025,0.05,0,0.6,May,2,2,6,13,Returning_Visitor,FALSE
6,85.966667,1,2,76,1464.209618,0.009803,0.017857,0,0,Aug,3,2,8,4,Returning_Visitor,FALSE
14,247.136364,2,120.666667,56,1080.266667,0.018841,0.025355,24.726618,0.6,May,3,2,1,1,Returning_Visitor,FALSE
4,63,0,0,5,95.5,0,0.025,0,0,Mar,3,2,1,9,New_Visitor,TRUE
4,98.5,0,0,9,281.75,0,0.030909,0,0,Dec,1,1,3,2,Returning_Visitor,FALSE
0,0,0,0,4,42,0,0.05,0,0,Dec,2,10,1,2,Returning_Visitor,FALSE
2,36.5,0,0,47,1073.31002,0.004787,0.02975,0,0,Nov,1,1,1,3,Returning_Visitor,TRUE
2,15,0,0,19,523.25,0.0375,0.046667,28.18956,0,Nov,3,2,1,8,Returning_Visitor,FALSE
4,14,0,0,28,341.35,0.007143,0.028571,0,0,May,4,1,2,4,Returning_Visitor,FALSE
1,4,0,0,47,2386.066667,0.004444,0.030864,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE
0,0,0,0,8,885,0.04375,0.0375,49.728304,0,Nov,3,2,1,8,Returning_Visitor,FALSE
5,78.633333,0,0,7,176.833333,0,0.023077,0,0,Jul,2,4,1,5,New_Visitor,FALSE
1,47,0,0,5,388,0,0.04,31.188,0,Mar,1,1,7,3,Returning_Visitor,TRUE
0,0,0,0,31,502.966667,0.012903,0.045161,0,0,Oct,2,2,2,1,Returning_Visitor,FALSE
1,2,0,0,24,958.25,0.025,0.035,24.340167,0,May,2,2,1,6,Returning_Visitor,FALSE
0,0,0,0,11,332.125,0.036364,0.090909,0,0,Nov,2,2,6,3,Returning_Visitor,FALSE
1,11.5,1,94,98,6212.779517,0.024163,0.033992,0,0,Nov,3,2,4,10,Returning_Visitor,TRUE
0,0,2,15.2,19,1227.153333,0.009524,0.043991,0,0,Sep,1,1,1,2,Returning_Visitor,TRUE
0,0,1,35,33,782.083333,0,0.005882,23.033294,0,May,2,4,9,2,New_Visitor,FALSE
0,0,0,0,34,606.785714,0.017647,0.040441,0,0.4,May,1,1,1,3,Returning_Visitor,FALSE
0,0,0,0,8,72,0.025,0.05,0,0.4,May,2,2,1,4,Returning_Visitor,FALSE
3,9,0,0,17,372.25,0,0.016667,0,0,Nov,4,1,3,1,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.6,May,2,4,7,6,Returning_Visitor,FALSE
4,54.4,0,0,68,2889.946154,0.002899,0.008789,0,0,June,4,1,4,1,Returning_Visitor,FALSE
13,498.9,0,0,221,3111.362121,0,0.006021,5.26819,0,Oct,2,5,4,2,Returning_Visitor,FALSE
2,236,0,0,18,490.066667,0,0.013333,0,0,Mar,1,1,4,1,Returning_Visitor,FALSE
2,21,0,0,34,2600.258333,0.011111,0.037464,9.938399,0,Mar,1,1,1,3,Returning_Visitor,FALSE
1,11,0,0,26,651.066667,0,0.016667,0,0,Nov,4,2,1,3,Returning_Visitor,FALSE
0,0,0,0,6,158.166667,0,0.033333,0,0,Feb,3,2,4,2,Returning_Visitor,FALSE
0,0,1,0,44,2807.164836,0.025,0.027424,0,0,Nov,1,1,4,2,Returning_Visitor,FALSE
2,180.5,0,0,12,472.916667,0,0.018182,0,0,May,1,1,3,3,New_Visitor,FALSE
1,58,0,0,33,647.625,0,0.00625,0,0,Dec,3,2,3,2,New_Visitor,FALSE
0,0,6,521.979167,27,733.287121,0.020202,0.031564,0,0,Nov,2,2,7,2,Returning_Visitor,FALSE
0,0,0,0,2,442.5,0,0.1,0,0,Dec,4,2,4,3,Returning_Visitor,FALSE
8,182.648052,6,291.5,35,1373.464719,0.00155,0.018149,14.322,0,Mar,2,2,6,2,Returning_Visitor,FALSE
0,0,1,0,8,165.8,0.022222,0.022222,0,0.6,May,1,1,1,1,Returning_Visitor,FALSE
0,0,0,0,9,427,0,0.025,13.116828,0,Dec,1,1,1,2,New_Visitor,TRUE
11,903.7,1,26.2,109,3297.491311,0.00614,0.010281,3.870588,0,Oct,3,2,6,1,Returning_Visitor,FALSE
18,1103.330357,8,696.833333,359,12959.91515,0.000796,0.008975,7.231075,0,Nov,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,26,1114.733333,0.015385,0.026099,26.130349,0,Nov,3,2,9,20,Returning_Visitor,TRUE
0,0,0,0,2,0,0.2,0.2,0,0,Nov,3,2,9,1,Returning_Visitor,FALSE
4,157,0,0,41,896.066667,0,0.013043,4.430348,0.2,May,2,6,2,13,Returning_Visitor,FALSE
1,32.7,0,0,27,687.196667,0,0.019394,0,0,Nov,3,2,1,1,Returning_Visitor,FALSE
0,0,0,0,17,559.75,0.011765,0.019608,0,0,Nov,1,1,3,3,Returning_Visitor,FALSE
1,45.4,0,0,7,352.7,0,0.014286,0,0,Oct,1,1,3,4,Returning_Visitor,FALSE
0,0,0,0,6,202,0.033333,0.05,0,0.4,May,2,2,6,4,Returning_Visitor,FALSE
1,42.5,1,12.833333,104,4054.755952,0.003883,0.010097,141.459054,0,Nov,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,10,244.666667,0.005,0.065,0,0,Dec,1,1,1,1,Returning_Visitor,FALSE
0,0,0,0,2,8,0,0.1,0,0,Mar,2,2,5,1,Returning_Visitor,TRUE
1,46.5,2,418.5,88,2085.972565,0,0.006274,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE
0,0,0,0,35,2994.827381,0,0.019697,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE
0,0,0,0,3,181.5,0,0.033333,0,0,Dec,4,1,1,6,Returning_Visitor,TRUE
0,0,0,0,19,485.083333,0,0.011765,0,0,May,2,2,1,2,Returning_Visitor,FALSE
12,248.228571,0,0,66,1158.782857,0.009722,0.022569,0,0,Aug,3,2,1,3,Returning_Visitor,FALSE
0,0,0,0,64,1690.778409,0.014286,0.025219,0,0,Dec,1,1,3,2,Returning_Visitor,FALSE
4,182,0,0,15,484,0,0.015686,0,0,May,2,6,9,3,Returning_Visitor,FALSE
6,461,0,0,4,111,0,0.011111,0,0,Dec,3,3,3,8,New_Visitor,FALSE
0,0,0,0,9,273.25,0.066667,0.077778,0,0,Dec,3,3,5,1,Returning_Visitor,TRUE
0,0,0,0,12,574,0.016667,0.083333,0,0,May,2,2,1,13,Returning_Visitor,FALSE
16,180.666667,1,649.25,113,8041.58887,0.007937,0.026808,0,0,Dec,2,6,7,1,Returning_Visitor,FALSE
8,146.6,1,18.2,198,8006.695205,0.002723,0.018528,0,0,Jul,2,2,4,1,Returning_Visitor,FALSE
3,43.5,0,0,30,2264.333333,0,0.010417,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE
0,0,0,0,3,0,0.2,0.2,0,0,Nov,3,2,1,10,Returning_Visitor,FALSE
6,134.36,0,0,22,568.968333,0.017391,0.021615,12.392043,0,Sep,1,2,6,2,Returning_Visitor,TRUE
0,0,0,0,4,63,0,0.05,0,0,Mar,1,1,2,3,Returning_Visitor,FALSE
0,0,0,0,24,754.3,0,0.0125,0,0,Nov,2,2,3,10,Returning_Visitor,FALSE
8,47,0,0,18,1796.583333,0,0.021739,0,0,Nov,2,2,2,1,Returning_Visitor,FALSE
0,0,0,0,13,226,0,0.023077,0,0,Dec,2,2,9,8,New_Visitor,FALSE
0,0,0,0,3,313,0,0.033333,0,0,May,2,10,5,4,Returning_Visitor,TRUE
6,186.666667,2,100.8,11,347.4,0,0.015,0,0,Aug,3,2,4,5,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Jul,1,1,3,4,Returning_Visitor,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,1,1,1,1,Other,FALSE
3,76,0,0,24,1038.845238,0,0.008333,0,0,Mar,2,2,4,3,New_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,2,1,1,Returning_Visitor,FALSE
0,0,3,29,41,1652.75,0.013636,0.035119,0,0,May,2,2,4,4,Returning_Visitor,TRUE
6,113.5,0,0,18,1066.5,0,0.005072,0,0,Mar,2,2,7,2,New_Visitor,FALSE
4,54.5,0,0,74,1599.994589,0,0.002632,67.266161,0,Dec,2,4,6,2,Returning_Visitor,FALSE
0,0,0,0,20,518.666667,0,0.011111,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE
5,51,0,0,10,116,0,0.016667,0,0,Nov,2,2,7,2,New_Visitor,FALSE
0,0,0,0,27,1065.45,0,0.012346,0,0,Nov,2,2,3,2,New_Visitor,FALSE
0,0,0,0,13,138.541667,0.023077,0.028205,0,0,Dec,1,1,8,1,Returning_Visitor,TRUE
1,47.5,0,0,123,3944.384921,0.005161,0.017112,3.30306,0,Nov,2,2,1,2,Returning_Visitor,FALSE
0,0,3,27,45,1218.030952,0.023333,0.04768,0,0,Dec,2,2,7,1,Returning_Visitor,TRUE
4,155.5,0,0,13,474.833333,0,0.00625,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.8,Feb,1,1,1,2,Returning_Visitor,TRUE
0,0,0,0,7,165,0.042857,0.1,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE
9,354.291667,0,0,79,4409.3,0.007229,0.011547,12.079051,0,Nov,3,2,2,3,Returning_Visitor,FALSE
11,1640.590909,0,0,16,1849.833333,0,0.013636,10.781364,0,Mar,1,1,2,3,Returning_Visitor,FALSE
0,0,0,0,16,1092.333333,0.025,0.066667,0,0,Dec,2,2,5,1,Returning_Visitor,FALSE
8,41,0,0,34,1337.245455,0.01375,0.024214,0,0,May,1,1,3,2,Returning_Visitor,FALSE
3,86,0,0,22,1187.833333,0.009091,0.027273,0,0,Mar,3,2,3,1,Returning_Visitor,TRUE
0,0,0,0,2,8,0,0.1,0,0,Mar,2,4,2,1,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,6,1,1,Returning_Visitor,FALSE
0,0,0,0,4,105.5,0,0.05,0,0,Dec,2,2,2,2,Returning_Visitor,FALSE
0,0,0,0,90,3111.683333,0,0.01325,0,0,Nov,2,4,1,2,Returning_Visitor,TRUE
2,55.375,1,566,29,1978.14881,0.001905,0.016222,0,0,Nov,3,2,1,10,Returning_Visitor,FALSE
0,0,0,0,27,925.293333,0.014815,0.030688,0,0,June,1,1,1,4,Returning_Visitor,FALSE
0,0,0,0,15,755.25,0.026667,0.033333,0,0,Nov,2,2,6,1,Returning_Visitor,TRUE
1,0,0,0,58,1200.5,0.002299,0.017816,17.987569,0,Dec,2,10,3,6,Returning_Visitor,FALSE
0,0,0,0,9,195.25,0.022222,0.081481,0,0,Nov,1,1,8,10,Returning_Visitor,FALSE
10,268.166667,0,0,148,4010.064286,0.017089,0.033122,5.782988,0.4,May,2,2,1,4,Returning_Visitor,FALSE
2,161,0,0,28,1286.75,0,0.007692,0,0,May,1,2,6,4,Returning_Visitor,TRUE
1,40.5,2,1415,56,1568.65,0.006897,0.021839,28.168931,0,Nov,2,2,1,8,Returning_Visitor,TRUE
4,131.4,0,0,4,199.4,0,0.025,0,0,Aug,2,6,3,5,New_Visitor,FALSE
0,0,0,0,10,443.75,0.06,0.07,38.192404,0,Nov,1,8,8,1,Returning_Visitor,FALSE
0,0,0,0,7,322.75,0.047619,0.071429,0,0,Nov,3,2,2,13,Returning_Visitor,FALSE
4,25,0,0,193,7548.633333,0.013472,0.02962,0,0,Jul,2,2,1,3,Returning_Visitor,FALSE
0,0,0,0,4,75.4,0.1,0.125,0,0,Nov,3,3,1,3,Returning_Visitor,FALSE
1,39,0,0,15,787,0,0.021875,0,0,Mar,4,1,1,10,Returning_Visitor,FALSE
0,0,0,0,25,527.5,0,0.003467,0,0.8,May,2,2,1,4,Returning_Visitor,FALSE
1,23.2,0,0,5,58,0,0.033333,0,0,Oct,3,2,1,3,Returning_Visitor,FALSE
1,36,0,0,19,1661.75,0,0.023529,0,0,May,2,2,3,1,Returning_Visitor,FALSE
17,592.001401,4,1360,157,5645.176455,0.002692,0.01385,2.917518,0.8,May,2,2,1,13,Returning_Visitor,FALSE
0,0,0,0,10,130.75,0.04,0.076667,0,0,Nov,3,2,1,3,Returning_Visitor,FALSE
2,49.25,2,17,77,4130.937879,0.01122,0.029261,43.994031,0,Nov,4,1,1,2,Returning_Visitor,FALSE
0,0,0,0,3,0,0.2,0.2,0,0,Jul,1,2,8,1,Returning_Visitor,FALSE
1,22.2,2,44.4,37,400.8,0.005128,0.002564,0,0,Oct,2,10,1,2,Returning_Visitor,FALSE
7,123.5,0,0,27,477.5,0.005,0.012,0,0,May,2,2,9,4,Returning_Visitor,FALSE
0,0,0,0,7,82,0,0.057143,0,0,May,4,1,1,3,Returning_Visitor,FALSE
1,11,0,0,5,71,0,0.033333,0,0,Mar,2,2,6,3,Returning_Visitor,FALSE
5,262.121212,1,0,117,7468.860173,0.0129,0.020948,3.014026,0,Nov,3,2,1,2,Returning_Visitor,FALSE
7,154.4,0,0,33,1267.06,0.021622,0.040541,0,0,June,2,2,1,3,Returning_Visitor,FALSE
1,37,0,0,81,2533.833333,0.002532,0.010231,0,0,May,2,2,3,4,Returning_Visitor,FALSE
4,204.5,0,0,12,159,0,0.026667,0,0,May,1,1,4,2,New_Visitor,TRUE
2,6,0,0,9,89.5,0,0.058333,0,0,Sep,1,1,4,4,Returning_Visitor,TRUE
0,0,0,0,16,994.575758,0.0375,0.034583,0,0.6,May,1,1,1,3,Returning_Visitor,FALSE
0,0,0,0,17,349.375,0.0125,0.01875,0,0,Nov,3,2,9,20,Returning_Visitor,FALSE
0,0,0,0,49,1385.85,0,0.013265,0,0,Dec,2,2,4,3,Returning_Visitor,FALSE
0,0,0,0,21,1636.5,0.042857,0.065873,0,0.4,May,2,4,1,3,Returning_Visitor,FALSE
1,5,0,0,41,764.133333,0,0.014444,0,0,June,2,2,1,4,Returning_Visitor,FALSE
4,120.9,0,0,7,534,0,0.02963,0,0,Aug,2,2,7,2,Returning_Visitor,FALSE
2,56.4,0,0,45,3166.333333,0,0.004891,4.859625,0,Aug,2,2,2,1,Returning_Visitor,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE
0,0,0,0,5,200.933333,0,0.08,0,0,Dec,3,2,1,6,Returning_Visitor,FALSE
0,0,0,0,13,427.3,0,0.038462,0,0,Sep,2,5,1,1,Returning_Visitor,FALSE
0,0,1,104,9,244.666667,0.05,0.096,0,1,May,3,2,3,4,Returning_Visitor,TRUE
9,181.816667,0,0,9,126.916667,0,0.015385,0,0,Sep,1,1,7,4,Returning_Visitor,FALSE
0,0,0,0,3,402,0,0.066667,0,0,Nov,4,2,3,2,Returning_Visitor,FALSE
0,0,0,0,13,244.166667,0,0.030769,0,0,Mar,2,5,3,3,Returning_Visitor,FALSE
1,11,3,27.5,154,3395.729484,0.00766,0.012254,19.134153,0.8,May,3,2,4,13,Returning_Visitor,FALSE
0,0,0,0,11,337,0.045455,0.061818,0,0,Mar,1,1,9,3,Returning_Visitor,FALSE
3,75.5,1,0,130,4737.087716,0.006061,0.011476,43.774241,0,Nov,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,13,412,0,0.028205,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE
2,72.6,1,15.2,6,425,0,0.025,0,0,Jul,2,10,1,4,Returning_Visitor,TRUE
0,0,0,0,48,3972,0,0.020991,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE
5,117.833333,0,0,35,502.547619,0.010256,0.036923,3.148615,0,Mar,2,2,2,2,Returning_Visitor,FALSE
0,0,0,0,13,221.5,0,0.020513,0,0,Nov,2,2,1,2,New_Visitor,FALSE
3,15,0,0,102,4021.172222,0,0.01,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE
0,0,2,52,12,699.25,0.02381,0.028571,0,0,May,1,1,3,3,Returning_Visitor,FALSE
0,0,0,0,59,2886.841667,0,0.025575,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE
15,365.111111,4,848.416667,113,5882.174206,0,0.006585,1.033764,0,May,2,2,3,2,Returning_Visitor,FALSE
5,53.3,0,0,4,102.2,0,0.025,31.443631,0,Oct,2,2,6,2,Returning_Visitor,FALSE
0,0,0,0,3,514,0,0.066667,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE
0,0,1,83,16,223,0,0.023529,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE
3,49.5,0,0,22,458.25,0.02,0.056667,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE
0,0,0,0,6,183.5,0,0.033333,0,0,Dec,2,2,1,2,New_Visitor,FALSE
3,26.7,2,49.4,16,703.3,0,0.01,0,0,Aug,2,4,3,4,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,3,2,1,13,Returning_Visitor,FALSE
3,59.5,0,0,6,159,0,0.00625,0,0,Dec,3,2,8,6,New_Visitor,FALSE
3,15,0,0,12,1138.25,0.030769,0.048718,0,0,Dec,1,1,1,3,Returning_Visitor,FALSE
3,79,0,0,36,2517,0,0.005405,27.238662,0,Mar,2,10,2,2,Returning_Visitor,TRUE
9,331.166667,4,154,154,8038.325302,0.007333,0.027963,0,0,May,2,2,1,5,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.4,May,1,1,7,6,Returning_Visitor,FALSE
10,620.952381,5,1307,131,9487.940434,0.001727,0.011632,0.761076,0,May,2,2,2,2,Returning_Visitor,FALSE
0,0,0,0,3,133.5,0.1,0.155556,0,0.4,May,2,4,1,6,Returning_Visitor,FALSE
2,162,0,0,7,204.5,0,0.022222,0,0,May,1,1,8,2,New_Visitor,FALSE
8,116.972222,9,2252.033333,19,1135.880556,0.009677,0.011842,0,0,Jul,3,2,4,2,Returning_Visitor,TRUE
1,7,0,0,14,183.333333,0,0.006667,0,0,Mar,2,2,3,10,Returning_Visitor,FALSE
3,6,0,0,24,762.333333,0.030769,0.058974,0,0.2,May,2,2,1,3,Returning_Visitor,FALSE
0,0,1,55,9,936.833333,0,0.022222,53.255333,0,Mar,1,1,1,2,Returning_Visitor,TRUE
2,279,0,0,14,553.333333,0,0.0125,0,0,Nov,2,4,3,2,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,1,1,Returning_Visitor,FALSE
3,53.5,0,0,26,1097.05,0,0.019606,0,0,May,2,2,4,2,Returning_Visitor,FALSE
6,71.5,0,0,47,1532.2,0.009929,0.019797,27.26888,0,Mar,2,2,1,1,Returning_Visitor,FALSE
6,92,3,101,76,5186.116667,0.004878,0.024837,6.548011,0,Mar,2,2,3,2,Returning_Visitor,FALSE
0,0,0,0,16,566.486667,0,0.039365,18.302056,0,Sep,3,2,2,1,Returning_Visitor,FALSE
2,64.5,0,0,24,1151.136905,0,0.0186,15.276558,0,Dec,2,2,3,2,Returning_Visitor,FALSE
0,0,0,0,8,101.75,0.025,0.075,0,0,Nov,2,2,6,2,Returning_Visitor,FALSE
1,6,0,0,97,1643.365907,0.005667,0.015871,24.217603,0,Jul,2,2,1,1,Returning_Visitor,FALSE
1,7.6,1,0,3,14.6,0,0.08,0,0,Sep,2,2,1,2,Returning_Visitor,TRUE
0,0,0,0,143,4977.850893,0.008732,0.038977,0,0,Nov,2,2,3,1,Returning_Visitor,FALSE
1,29,0,0,20,451.933333,0.014286,0.020635,0,0.4,May,3,2,1,2,Returning_Visitor,FALSE
3,180.4,0,0,12,2646.4,0.042857,0.052381,0,0,Oct,2,2,2,20,Returning_Visitor,FALSE
2,9,4,31,401,12433.21865,0.006577,0.022323,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
15,572.583333,2,37.5,318,13717.40205,0.004177,0.015643,45.155135,0,Nov,2,2,1,2,Returning_Visitor,FALSE
5,85.333333,3,8,213,8591.591742,0.003994,0.015877,8.024866,0,Nov,2,2,1,10,Returning_Visitor,FALSE
3,118.55,0,0,34,1948.088333,0.027027,0.041643,0,0,June,3,2,1,13,Returning_Visitor,TRUE
0,0,5,497.833333,26,851.666667,0.006452,0.01828,0,0,Nov,2,2,1,2,New_Visitor,TRUE
0,0,0,0,27,406,0.064286,0.079167,0,0.6,May,3,2,1,3,Returning_Visitor,FALSE
0,0,0,0,34,877.666667,0.020202,0.042323,5.694121,0,May,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,30,480.5,0.033333,0.073333,0,0,May,2,2,7,6,Returning_Visitor,FALSE
0,0,0,0,19,801.583333,0.010526,0.035088,0,1,May,1,1,1,2,Returning_Visitor,TRUE
12,1449.666667,4,559.083333,127,4876.007712,0.005755,0.029203,5.751219,0,Nov,2,2,1,2,Returning_Visitor,FALSE
4,82.166667,0,0,45,673.48138,0.016327,0.025194,15.152057,0.2,May,2,2,7,2,Returning_Visitor,FALSE
4,86,0,0,46,2450.688095,0.027083,0.047905,0,0,Mar,1,1,3,3,Returning_Visitor,FALSE
3,22.333333,1,0,105,2900.638469,0.009434,0.021263,0,0,May,2,2,8,4,Returning_Visitor,TRUE
0,0,0,0,13,152.25,0.030769,0.025641,0,0,May,1,2,5,2,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,1,13,9,20,Returning_Visitor,FALSE
0,0,0,0,18,541.916667,0,0.015686,0,0,Nov,3,2,1,2,New_Visitor,TRUE
0,0,0,0,5,180.5,0.04,0.066667,0,0,May,2,2,1,2,Returning_Visitor,FALSE
1,10,1,0,69,2124.726768,0.002899,0.00909,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE
0,0,0,0,17,600.5,0,0.005882,0,0,Mar,2,2,7,10,Returning_Visitor,FALSE
5,1415.5,0,0,34,588.366667,0,0.030247,8.041078,0,Aug,2,5,1,1,Returning_Visitor,FALSE
1,150.2,1,31.7,7,93.9,0,0.005556,0,0,Oct,1,2,3,2,New_Visitor,TRUE
4,46.5,0,0,34,762.5,0,0.013514,0,0.6,May,2,2,1,4,Returning_Visitor,FALSE
0,0,0,0,6,835.833333,0.033333,0.066667,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE
0,0,0,0,5,288.5,0,0.0125,0,0,Mar,2,2,1,2,Returning_Visitor,TRUE
1,30.25,0,0,13,392.1875,0,0.005128,60.263097,0,Dec,1,8,1,20,New_Visitor,FALSE
0,0,0,0,3,90,0,0.066667,0,0,Mar,1,2,5,10,Returning_Visitor,FALSE
0,0,0,0,1,27.2,0,0,58.37209,0,Nov,2,2,4,20,Returning_Visitor,FALSE
4,49.857143,0,0,94,4804.834524,0.008844,0.023562,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
10,706.556667,0,0,53,1572.816667,0.007018,0.024948,0,0,Nov,3,2,1,1,Returning_Visitor,FALSE
0,0,0,0,3,258.5,0,0.033333,0,0,May,1,1,4,2,Returning_Visitor,TRUE
1,18.1,2,72.5,9,136.283333,0.018182,0.027273,0,0,June,2,2,2,2,New_Visitor,FALSE
0,0,0,0,7,169,0,0.057143,0,0,Mar,2,2,3,3,Returning_Visitor,TRUE
0,0,0,0,2,15,0,0.1,0,0,Dec,2,2,9,1,Returning_Visitor,FALSE
5,69.9,0,0,62,1846.666667,0.006061,0.018939,0,0,Aug,2,2,1,3,Returning_Visitor,FALSE
0,0,0,0,6,136.5,0,0.033333,0,0,Mar,3,3,1,2,Returning_Visitor,FALSE
12,569.825,0,0,127,6065.016218,0.006716,0.009265,0.152167,0,Aug,1,1,2,4,Returning_Visitor,FALSE
1,56.4,1,7,72,2163.569524,0.015493,0.032254,4.286744,0,June,2,2,1,13,Returning_Visitor,FALSE
0,0,0,0,3,27,0.1,0.166667,0,0.8,May,1,1,1,1,Returning_Visitor,FALSE
1,202,0,0,2,8,0,0.066667,0,0,Mar,2,2,8,6,New_Visitor,FALSE
0,0,0,0,2,247,0,0.1,0,0.8,May,3,2,2,11,New_Visitor,FALSE
2,12,0,0,45,547.5,0.033469,0.054461,13.184082,0.8,May,2,10,3,2,Returning_Visitor,FALSE
0,0,0,0,12,466.125,0,0.022222,0,0,Nov,3,2,1,3,Returning_Visitor,FALSE
