@relation 'table-weka.filters.unsupervised.attribute.Remove-R1,13,16,18-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10.0'

@attribute ra numeric
@attribute dec numeric
@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute run numeric
@attribute rerun numeric
@attribute camcol numeric
@attribute field numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
240.779862,52.088555,18.57797,17.49641,17.12732,16.8734,16.68197,1345,301,6,566,GALAXY,0.043218,52375
126.250198,47.518642,19.47154,17.532,16.45073,16.00079,15.61405,1331,301,3,151,GALAXY,0.125426,51873
226.575786,59.607237,19.11483,18.19063,17.90294,17.81454,17.76614,1345,301,6,493,STAR,-0.000503,52056
257.139314,57.4767,18.40163,16.9678,16.3563,16.04942,15.80462,1336,301,1,60,GALAXY,0.029597,51788
207.549164,63.924743,18.95371,16.97185,16.06259,15.64918,15.30034,1345,301,5,427,GALAXY,0.077287,52079
217.993181,-0.717756,19.30368,19.15738,18.89601,18.83126,18.96146,752,301,2,497,QSO,1.330128,51637
197.271053,0.348055,19.19791,17.82688,17.10475,16.67747,16.45676,745,301,4,257,GALAXY,0.096561,51986
208.662952,0.376902,19.47523,17.66088,16.63346,16.18137,15.84998,1404,301,4,65,GALAXY,0.127598,51942
149.063699,0.675025,18.33908,17.44444,17.14929,17.03474,17.00888,756,301,5,222,STAR,0.000366,54468
185.221794,-3.429482,18.20499,16.3253,15.41849,14.98252,14.67253,1140,301,1,216,GALAXY,0.080138,52313
201.298151,0.095867,18.13649,16.86856,16.30281,16.05372,15.93823,752,301,4,386,STAR,0.000254,54970
150.619317,0.707562,19.56289,18.26608,17.84215,17.70825,17.64697,756,301,5,232,STAR,0.000331,54821
219.660584,-0.786167,18.84921,17.92129,17.39355,17.08499,16.92047,752,301,2,508,GALAXY,0.194049,51663
164.000141,-0.954822,18.39349,16.53366,15.56921,15.092,14.71846,756,301,1,322,GALAXY,0.07377,51909
181.130711,-3.520984,19.22477,19.08295,18.9508,19.02213,18.96778,1140,301,1,188,QSO,0.961011,52368
188.341825,-1.240206,18.344,16.8509,16.28868,16.07707,15.95616,752,301,1,299,STAR,-0.000053,54562
216.188205,62.35745,19.50664,18.28979,17.66276,17.19776,17.0024,1345,301,5,455,GALAXY,0.109449,52365
171.387456,1.226724,19.08721,17.3978,16.49332,16.05025,15.77281,756,301,6,371,GALAXY,0.117146,51612
183.765362,-1.536277,18.71137,17.79263,17.11826,16.72833,16.4851,1231,301,6,97,GALAXY,0.108129,52367
222.442071,60.398533,16.22655,15.27382,14.84221,14.66117,14.49414,1345,301,5,479,GALAXY,0.007725,52081
241.381051,0.458161,18.12134,18.20246,17.39365,16.69621,17.62685,752,301,5,653,STAR,0.001578,51693
161.802867,0.227272,17.87798,16.35517,15.76019,15.54573,15.44218,756,301,4,307,STAR,0.000128,54213
54.936148,-5.228942,19.29338,18.06218,17.4456,17.06176,16.79659,1045,301,6,140,GALAXY,0.097768,51909
153.499265,-0.090523,19.12968,17.53014,16.70312,16.30732,16.00915,756,301,3,252,GALAXY,0.091698,51909
186.833927,-0.407092,18.53091,16.76871,15.94884,15.68927,15.54676,752,301,3,289,STAR,0.000174,54140
197.187148,0.193743,19.25841,17.83725,17.10895,16.65463,16.40142,752,301,4,358,GALAXY,0.083616,51986
211.328817,-0.653276,19.21763,18.28073,18.06736,17.95251,17.96859,752,301,2,453,STAR,-0.00056,51688
130.766303,51.325652,17.12925,15.53226,14.74467,14.31073,13.90751,1345,301,3,159,GALAXY,0.030481,51873
188.621237,-1.194891,18.09639,16.77439,16.26546,16.0649,15.97958,752,301,1,301,STAR,-0.000129,54562
179.707498,-3.416279,19.32087,18.30437,17.93235,17.57718,17.47073,1140,301,1,179,GALAXY,0.069427,52368
138.237379,56.700382,17.90003,16.93996,16.66032,16.53322,16.51871,1345,301,5,205,STAR,-0.000679,57346
180.799824,-0.449122,19.40582,17.50091,16.77505,16.54089,16.4185,756,301,2,434,STAR,-0.000042,54556
13.130348,14.528393,18.37369,17.31451,16.9213,16.71529,16.53333,1035,301,3,50,GALAXY,0.030474,51871
238.061902,56.988053,19.47058,19.05278,18.51938,18.29966,17.99402,1412,301,6,341,GALAXY,0.335011,52072
185.883166,-1.78147,17.4726,16.19008,16.23787,16.30895,16.35382,1140,301,5,220,STAR,-0.000011,51993
168.372617,67.591379,18.78984,17.19315,16.5144,16.22383,16.07805,1350,301,6,327,STAR,-0.000258,54862
150.803391,1.148881,18.25865,17.02861,16.46189,16.04739,15.83471,756,301,6,234,GALAXY,0.067632,51910
161.678433,-0.161633,19.46347,17.90801,17.30854,17.02564,16.86848,756,301,3,306,STAR,0.000646,54213
147.019135,60.359377,19.56683,17.68913,16.75882,16.35055,16.00614,1345,301,5,244,GALAXY,0.093986,51915
199.112261,0.134756,19.20611,17.99724,17.55016,17.27137,17.15086,752,301,4,371,GALAXY,0.098795,51985
162.71419,-1.005201,17.00017,15.58659,15.04507,14.8149,14.70066,756,301,1,313,STAR,0.000495,54208
199.492846,-0.030794,19.20202,17.14048,16.30976,16.01003,15.85758,1334,301,3,19,STAR,0.000187,54970
237.803308,-0.699758,19.54173,17.43904,16.34384,15.83222,15.41977,752,301,2,630,GALAXY,0.11329,51692
204.729395,0.104855,19.42416,17.97603,17.29479,16.88376,16.59611,752,301,4,409,GALAXY,0.083955,51955
165.679644,0.789063,19.45152,19.29247,19.23836,19.05532,19.01985,745,301,5,46,QSO,1.687793,51908
162.339167,0.772718,18.33559,16.86363,16.32019,16.12983,16.03748,756,301,5,311,STAR,0.00008,54213
161.429109,-0.593212,19.00578,17.89613,17.37406,17.02465,16.81729,756,301,2,305,GALAXY,0.085063,51910
126.602117,48.234861,18.79731,17.4455,16.90074,16.68764,16.61063,1345,301,3,131,STAR,-0.000104,54821
128.115513,53.530702,18.31849,16.83463,16.15055,15.86337,15.71614,1350,301,5,170,STAR,-0.000144,53757
25.272513,13.410345,19.00061,18.01411,17.67128,17.48635,17.37842,1035,301,2,129,GALAXY,0.039291,51882
158.448952,1.233867,18.92148,17.72924,17.07456,16.71359,16.49339,756,301,6,285,GALAXY,0.128056,52317
139.481794,0.564362,18.61362,18.7227,19.08806,19.26754,19.49335,1239,301,5,128,STAR,0.000426,51955
118.980208,40.22476,18.57881,17.39013,16.9878,16.85038,16.79592,1345,301,2,67,STAR,-0.000012,51882
123.695851,45.2847,18.5526,17.56321,17.25354,17.13342,17.07845,1331,301,3,132,STAR,0.000394,56341
172.957121,-0.146732,17.70497,16.74063,16.45839,16.33416,16.32655,756,301,3,382,STAR,0.000434,54471
176.939862,-3.346095,17.29093,16.00557,16.07697,16.13754,16.17389,1140,301,1,160,STAR,-0.000169,52056
202.853222,64.66427,18.96972,17.74966,17.19492,16.85936,16.66513,1345,301,5,412,GALAXY,0.089924,52056
172.709145,-1.39283,19.02051,16.61911,15.5597,15.17315,14.93177,1231,301,6,23,STAR,-0.000111,54891
162.580739,-0.024362,19.25711,17.95819,17.41637,17.06631,16.86301,756,301,3,312,GALAXY,0.067545,51909
119.181143,44.097067,18.09351,16.22014,15.28348,14.80204,14.41311,1350,301,3,96,GALAXY,0.046847,55186
149.005777,0.358015,18.16686,16.36014,15.51101,15.11288,14.77663,756,301,4,222,GALAXY,0.047206,51633
160.688233,0.383179,17.48402,15.8313,15.18966,14.92774,14.78688,756,301,4,300,STAR,-0.000081,54208
170.639631,67.772409,18.61068,17.52897,17.06208,16.76663,16.63373,1350,301,6,333,GALAXY,0.055744,51942
166.795562,1.124087,19.45768,18.41458,17.72308,17.29502,17.06398,756,301,6,340,GALAXY,0.142406,51900
8.714522,14.655852,19.25032,17.5774,16.87017,16.59156,16.43165,1035,301,3,22,STAR,-0.000344,54789
228.240855,0.550084,18.61315,17.45258,16.97596,16.78189,16.71016,752,301,5,566,STAR,-0.00024,51689
197.490575,0.176651,17.55858,15.32449,14.42141,14.52631,13.97417,752,301,4,360,STAR,-0.000068,51986
189.336905,-1.22083,19.52253,19.1964,19.10571,18.96662,18.68589,752,301,1,306,QSO,2.162183,55213
196.920957,66.585032,18.86414,17.46571,16.78886,16.41907,16.17458,1412,301,2,200,GALAXY,0.106091,51988
136.343521,55.317695,19.31277,17.60016,16.87621,16.52527,16.29723,1345,301,4,193,GALAXY,0.086165,51908
198.568493,-0.56315,19.32496,17.44422,16.77153,16.34093,16.11381,1334,301,2,13,GALAXY,0.091006,51985
243.481329,0.606971,19.35211,17.93079,17.16958,16.77672,16.48028,752,301,5,667,GALAXY,0.154041,51690
237.449415,51.350769,18.42383,16.53172,15.6617,15.25328,14.94479,1345,301,1,560,GALAXY,0.06829,52049
189.24929,0.991479,19.27143,17.07668,16.24381,15.97068,15.82243,752,301,6,305,STAR,0.000111,54562
226.700522,0.454565,19.38032,19.1054,18.53906,17.78223,17.28659,752,301,5,555,STAR,-0.00006,51665
248.125366,-0.087,18.7,16.82385,15.92553,15.50614,15.18773,745,301,3,597,GALAXY,0.058025,51671
181.332534,-1.500945,18.57999,17.22693,16.7576,16.42693,16.28704,1231,301,6,81,GALAXY,0.070765,52368
117.634252,43.59941,18.58887,17.17557,16.48242,16.10231,15.82097,1402,301,4,80,GALAXY,0.032043,51885
119.786419,46.050226,18.89776,17.2074,16.39396,15.93855,15.65676,1402,301,4,99,GALAXY,0.060658,51883
214.753767,62.700865,18.33981,17.03806,16.45997,16.07815,15.85573,1345,301,5,450,GALAXY,0.068377,52365
184.064117,-0.295371,17.80315,16.61922,16.17091,16.02812,15.9451,752,301,3,270,STAR,0.000161,52023
129.604338,0.86624,19.5235,17.98519,17.39058,17.12606,16.97397,1239,301,6,62,STAR,-0.00005,56745
178.467825,-0.529222,18.65674,17.57397,17.14364,16.89693,16.73161,756,301,2,418,GALAXY,0.05168,51943
173.227733,-1.54834,19.33002,18.13719,17.68511,17.51366,17.44962,1231,301,6,27,STAR,0.000212,54891
172.735897,-1.640565,17.87404,16.65859,16.1382,15.9065,15.78552,1140,301,5,132,STAR,0.001346,54891
155.751161,-0.059962,19.25243,18.13035,17.5816,17.27784,17.11384,756,301,3,267,GALAXY,0.062722,51883
129.820081,50.685779,18.52528,17.41732,16.9877,16.74671,16.54868,1345,301,3,153,GALAXY,0.044856,51873
189.275453,0.0548,18.55441,17.61557,17.4075,17.31738,17.33438,752,301,4,305,STAR,-0.000366,54567
159.750412,63.180464,18.5696,17.57515,17.20254,17.07713,17.04289,1302,301,4,302,STAR,-0.000857,52376
172.25249,-1.603333,19.53276,18.18473,17.39217,17.00557,16.7134,1140,301,5,129,GALAXY,0.104766,52375
205.722867,67.207291,18.85321,17.03256,16.42184,16.20819,16.11298,1350,301,6,422,STAR,-0.000072,54573
189.121384,0.156923,17.44747,16.1568,15.64906,15.43061,15.3442,752,301,4,304,STAR,0.000626,54567
177.800574,-3.321133,19.23877,17.52582,16.56819,16.13781,15.78589,1140,301,1,166,GALAXY,0.127365,52056
187.245013,0.128414,18.48621,17.17117,16.66446,16.44695,16.34622,752,301,4,292,STAR,0.000482,54140
197.030411,0.239345,19.599,17.34419,16.3808,16.02639,15.82839,745,301,4,256,STAR,-0.000001,56727
133.930261,0.485695,18.65269,18.41859,18.20868,17.94562,17.9617,1239,301,5,91,QSO,1.523872,51912
165.281803,-0.98947,19.00821,18.81989,18.76197,18.49328,18.55766,756,301,1,330,QSO,1.735306,51908
160.413235,63.210901,18.60366,17.53612,17.06913,16.76408,16.64345,1302,301,4,304,GALAXY,0.056626,52376
187.144983,0.939345,19.5725,18.4306,18.45971,18.52749,18.60521,752,301,6,291,STAR,0.000585,51990
206.20259,0.071759,19.15458,17.2854,16.32704,15.90356,15.54574,752,301,4,418,GALAXY,0.091215,51671
234.871645,52.85743,18.66046,17.20831,16.60879,16.34653,16.22614,1345,301,1,546,STAR,-0.000961,54976
172.308671,68.021059,19.02869,18.11508,17.76512,17.63729,17.58845,1350,301,6,338,STAR,-0.000514,54505
142.935706,0.574341,18.19494,16.90297,16.43834,16.26753,16.21942,1239,301,5,151,STAR,0.000093,56749
122.935635,0.899086,19.37706,18.44093,18.24528,18.19469,18.17668,308,301,5,111,STAR,0.000453,53846
187.845635,0.947394,19.34884,18.247,17.85358,17.60682,17.38707,752,301,6,296,GALAXY,0.048041,51941
205.807279,-0.786819,17.7933,16.90408,16.6164,16.30378,16.30438,752,301,2,416,GALAXY,0.088757,51671
147.309277,0.344254,18.76178,17.56904,17.17087,16.79988,16.74775,756,301,4,210,GALAXY,0.072948,51608
120.399309,46.511354,19.43191,18.48306,18.1652,18.04922,17.9632,1402,301,4,103,STAR,-0.000098,55243
130.852163,0.951573,18.59335,16.53429,15.48791,14.98926,14.61014,1239,301,6,70,GALAXY,0.096327,51901
123.011776,44.450805,19.44858,18.94814,18.87577,18.77342,18.57116,1345,301,2,101,QSO,2.230475,55274
167.625622,1.119389,19.53801,17.71759,16.75177,16.31596,15.96438,756,301,6,346,GALAXY,0.096514,51900
147.597163,0.708127,18.83207,18.59205,18.73667,18.18243,18.74379,756,301,5,212,GALAXY,0.097702,51608
160.904733,-0.107096,19.06678,17.72688,17.19687,17.00829,16.93172,756,301,3,301,STAR,0.000081,54208
221.626696,-0.676816,19.4544,19.22053,19.45738,19.68995,19.98681,752,301,2,521,STAR,0.000037,55352
156.775109,-0.186798,19.30103,17.74245,16.89154,16.43431,16.10919,756,301,3,273,GALAXY,0.096103,51941
113.71393,37.145972,18.9094,17.07146,16.17699,15.73976,15.40408,1350,301,3,42,GALAXY,0.057958,51877
195.287564,-3.314841,19.07228,17.87804,17.26454,16.87661,16.65734,1140,301,1,283,GALAXY,0.071033,51694
128.898386,49.80995,16.7426,15.36676,14.84266,14.64813,14.57923,1345,301,3,146,STAR,-0.000119,51873
233.712618,56.451082,16.47911,14.6118,13.77615,13.37169,13.08353,1345,301,6,526,GALAXY,0.039444,53437
255.289959,59.619479,19.08891,17.59628,16.79365,16.34938,16.03424,1336,301,1,44,GALAXY,0.156098,51703
199.555958,-0.148228,17.85469,16.86814,16.54872,16.32687,16.21065,1334,301,3,19,GALAXY,0.048775,51985
161.406418,1.060454,19.46158,19.3917,19.17851,19.16486,19.09699,756,301,6,304,QSO,1.330653,51910
161.88104,0.252016,19.35408,18.33679,18.17522,18.1244,18.14156,756,301,4,308,STAR,0.000248,54210
199.529186,0.417696,19.44387,17.38148,16.542,16.17869,15.96857,1334,301,4,19,STAR,0.000128,54970
31.835327,12.730006,19.48548,17.54881,16.5104,16.01325,15.63476,1035,301,2,172,GALAXY,0.116482,51900
235.729308,0.447409,18.77079,17.79073,17.47875,17.35925,17.29774,752,301,5,616,STAR,-0.000618,51691
198.765518,0.341847,19.09134,18.06646,17.63033,17.43766,17.35608,1334,301,4,14,STAR,-0.000223,56727
158.765697,0.647287,18.54875,17.2275,16.68754,16.33424,16.12362,756,301,5,287,GALAXY,0.055885,51957
206.875214,66.18253,18.96706,17.31938,16.62487,16.34805,16.19908,1412,301,4,227,STAR,-0.000342,54924
150.035082,0.786578,17.73428,16.18792,15.62838,15.44455,15.35221,756,301,5,228,STAR,0.000033,54468
27.525842,13.207215,18.82664,17.6987,17.23429,17.06229,17.00586,1035,301,2,144,STAR,-0.000465,51820
199.063628,66.435846,19.26178,18.18067,17.58983,17.24617,16.9883,1412,301,2,206,GALAXY,0.100154,51988
197.728207,0.179692,18.69602,16.6353,15.65029,15.20494,14.83192,752,301,4,362,GALAXY,0.095948,51985
193.670881,-1.665532,18.88354,17.37606,16.64775,16.26272,16.0194,1140,301,5,272,GALAXY,0.084817,51997
183.702839,-1.077136,17.85999,16.54563,16.05583,15.8433,15.74548,752,301,1,268,STAR,0.00024,54922
185.949873,-1.551093,19.17007,18.96225,18.99426,18.73417,18.56214,1231,301,6,111,QSO,0.507345,51993
162.412783,1.185738,18.13313,17.11525,16.72778,16.55418,16.4759,756,301,6,311,STAR,0.000571,54213
167.837971,0.409508,18.45101,17.06994,16.4252,16.06989,15.81857,756,301,4,347,GALAXY,0.064254,51900
173.622062,-1.003318,19.00219,18.13879,17.85602,17.75402,17.73112,756,301,1,386,STAR,0.00019,55269
201.328774,67.078336,19.1412,18.18093,17.79362,17.64888,17.59512,1412,301,4,211,STAR,-0.000252,54616
223.828077,0.606165,18.90031,17.67214,17.13669,16.89738,16.78651,752,301,5,536,STAR,-0.000029,54970
119.48937,40.840878,19.0469,18.11745,17.80734,17.68003,17.61214,1345,301,2,71,STAR,-0.000077,56220
196.788303,66.443767,18.90262,16.97374,16.02564,15.5619,15.19376,1412,301,2,200,GALAXY,0.103097,51988
161.395036,-0.42575,18.5481,17.3771,16.71891,16.30875,16.06784,756,301,2,304,GALAXY,0.085836,51910
161.339455,63.328422,18.1244,16.21288,15.50991,15.2957,15.17659,1302,301,4,307,STAR,-0.000068,52376
189.447647,-1.687474,18.74516,17.27867,16.36408,15.95256,15.63429,1140,301,5,244,GALAXY,0.135499,52000
184.786381,-0.598796,19.21304,17.50818,16.84819,16.46602,16.22615,756,301,2,461,GALAXY,0.06923,52000
181.853861,-1.845021,19.1897,17.79326,16.74571,16.29111,16.00134,1140,301,5,193,GALAXY,0.209567,52367
203.968694,66.614861,17.41816,16.09992,15.67162,15.51882,15.4999,1412,301,4,218,STAR,-0.000026,54573
54.966281,-5.208084,18.2193,16.77921,16.29695,16.145,16.08203,1045,301,6,140,STAR,-0.000239,53401
25.367163,13.3404,18.40134,17.35246,17.0206,16.90187,16.85266,1035,301,2,130,STAR,-0.000499,53260
249.112986,1.235717,17.70554,16.52928,16.01862,15.81514,15.72117,745,301,6,604,STAR,0.000243,51671
126.798774,48.100612,15.79393,14.56863,14.23009,14.11009,14.09829,1331,301,3,156,STAR,0.000092,51873
148.619335,0.254582,18.73125,17.32479,16.61528,16.22564,15.93428,756,301,4,219,GALAXY,0.089351,51608
163.015468,0.332457,19.25054,18.17254,17.72412,17.53526,17.44345,756,301,4,315,STAR,0.000077,54213
171.869622,-3.404696,19.11448,17.82071,17.13632,16.7581,16.51249,1140,301,1,127,GALAXY,0.107565,52375
210.420793,64.458549,19.17919,16.85108,15.95248,15.64214,15.52291,1350,301,2,441,STAR,0.000009,54924
161.024472,-0.96238,18.86752,17.33773,16.80683,16.55789,16.38996,756,301,1,302,GALAXY,0.026556,51910
168.101376,64.311024,18.33576,16.91109,16.29373,16.04751,15.9232,1302,301,4,328,STAR,-0.000817,54942
161.181412,-0.194476,18.54038,17.4677,17.00204,16.79745,16.66654,756,301,3,303,GALAXY,0.014977,51913
175.227843,-0.002595,18.83131,17.52047,16.98848,16.7923,16.69093,756,301,3,397,STAR,0.000379,54471
188.96148,0.956269,19.19971,18.28691,18.04091,17.97522,17.89077,752,301,6,303,STAR,0.000292,54562
160.02006,0.764686,19.54963,17.58287,16.45092,15.95997,15.5414,756,301,5,295,GALAXY,0.132874,51913
170.902423,-0.928048,19.10524,18.13657,17.70192,17.51335,17.41208,756,301,1,368,STAR,0.000946,54891
150.055702,1.200886,18.6547,18.55897,18.57645,18.36495,18.33595,756,301,6,229,QSO,1.804534,51994
204.564809,0.065492,18.86904,17.33856,16.6038,16.20782,15.95463,752,301,4,407,GALAXY,0.081975,51955
237.707348,-0.117291,19.033,17.66646,17.19285,16.90451,16.70202,745,301,3,527,GALAXY,0.054927,51691
125.489435,46.867762,19.31041,19.35717,19.29778,19.0118,18.93588,1331,301,3,146,QSO,1.821379,51868
245.322512,0.369261,17.52858,16.14792,15.59507,15.40023,15.31736,745,301,4,578,STAR,-0.000077,51693
115.717601,39.963177,18.75007,17.57013,17.10914,16.81109,16.61305,1350,301,3,63,GALAXY,0.051151,51884
124.511332,47.583814,19.01003,17.63398,16.87311,16.45417,16.17663,1331,301,5,147,GALAXY,0.121608,51868
126.22331,47.827611,17.80811,16.86037,16.55191,16.42203,16.36427,1345,301,3,128,STAR,-0.000453,56990
134.024609,0.606342,19.28756,17.32056,16.36266,15.92554,15.56441,1239,301,5,91,GALAXY,0.10929,51913
198.024034,0.049841,17.22509,16.2841,15.98947,15.86261,15.82307,752,301,4,364,STAR,0.000272,56727
59.513823,-4.709563,19.18542,17.54737,16.92089,16.70961,16.56578,1045,301,6,171,STAR,0.000255,56598
184.006847,-0.625942,19.44731,17.38923,16.33002,15.89804,15.53086,756,301,2,455,GALAXY,0.121193,52000
136.436456,55.170874,19.00437,18.12644,17.87153,17.76204,17.81066,1345,301,4,193,STAR,-0.000574,57071
154.078581,0.291741,19.18989,17.24347,16.27907,15.83686,15.46861,756,301,4,255,GALAXY,0.094626,51883
168.124907,-0.570171,19.49758,18.57076,18.26166,18.15741,18.13474,756,301,2,349,STAR,0.00056,55588
219.954228,61.326014,19.16481,17.51858,16.64642,16.25221,15.97597,1345,301,5,469,GALAXY,0.136563,52368
178.466132,-3.518573,19.07749,17.68019,16.86224,16.44959,16.15186,1140,301,1,171,GALAXY,0.13735,52370
128.501067,49.805461,19.27172,17.61081,16.83047,16.45928,16.16401,1345,301,3,145,GALAXY,0.051991,51873
145.320932,0.771111,18.86915,17.73447,17.25329,17.0395,16.85552,756,301,5,197,GALAXY,0.006589,51630
205.764329,66.453182,18.8939,17.39215,16.86004,16.67929,16.61913,1412,301,4,223,STAR,-0.000115,54573
125.886116,47.439741,19.4309,18.05679,17.24914,16.81893,16.47581,1345,301,3,125,GALAXY,0.128362,51868
223.126045,-0.789453,18.80113,17.88431,17.5455,17.42717,17.36698,752,301,2,531,STAR,-0.000108,55363
186.146905,0.129426,19.20085,18.08511,17.69779,17.42061,17.29814,752,301,4,284,GALAXY,0.042043,52000
151.654714,0.632609,17.70245,16.22431,15.51102,15.15194,14.83453,756,301,5,239,GALAXY,0.021223,51910
197.165431,0.102322,18.98722,17.24205,16.35865,15.92408,15.57912,752,301,4,358,GALAXY,0.08165,51986
162.796815,0.402722,18.95012,17.43153,16.83633,16.64583,16.53335,756,301,4,314,STAR,0.000254,54213
194.489875,-1.770089,19.59002,17.81212,17.01549,16.59174,16.29198,1140,301,5,278,GALAXY,0.08797,51694
209.085881,0.105875,19.48797,17.88923,17.01585,16.62569,16.28345,752,301,4,438,GALAXY,0.122076,51942
172.601068,-0.889697,19.04033,18.16368,17.82376,17.68566,17.60801,756,301,1,379,STAR,0.000357,54891
201.02224,0.066966,19.06901,17.89274,17.52606,17.23906,17.20306,752,301,4,384,GALAXY,0.07753,51984
166.40683,-0.848155,19.53954,17.96132,17.15958,16.73947,16.4393,756,301,1,338,GALAXY,0.046161,51908
186.144447,-0.215865,18.98405,18.06906,17.79132,17.69649,17.65621,752,301,3,284,STAR,0.000083,54153
170.302307,-0.905679,18.56586,17.02243,16.19046,15.7528,15.44079,756,301,1,364,GALAXY,0.074452,51612
185.793114,0.934895,18.24976,17.12177,16.72328,16.52182,16.32593,752,301,6,282,GALAXY,0.025743,52000
238.093942,0.623476,18.11851,18.24129,18.62442,18.93454,19.17716,752,301,5,631,STAR,-0.000066,51691
192.438017,0.113327,19.38708,18.4923,18.18142,18.04972,18.01251,752,301,4,326,STAR,0.000144,55274
147.865626,0.502012,18.80165,16.93778,16.01687,15.51175,15.14538,1239,301,5,184,GALAXY,0.080631,51608
248.583325,0.803715,18.10101,16.79895,16.25451,16.00242,16.03759,745,301,5,600,STAR,0.000019,51671
244.995112,0.77633,19.09687,17.18067,16.23233,15.81135,15.496,745,301,5,576,GALAXY,0.074072,51693
184.914609,-0.317162,19.36705,19.24555,18.99853,18.93452,18.87489,752,301,3,276,QSO,1.386362,52000
148.146365,0.249044,18.8115,17.67166,17.08666,16.44283,16.44788,756,301,4,216,GALAXY,0.081853,51608
248.18312,-0.643061,18.69298,17.44452,17.25011,17.19249,17.15648,752,301,2,699,STAR,0.000269,51671
208.431777,63.750896,19.13043,18.06794,17.63394,17.31354,17.17681,1345,301,5,430,GALAXY,0.088177,52079
255.504262,65.530268,19.34695,17.66396,17.06401,16.86074,16.71845,1356,301,1,20,STAR,-0.000425,51691
189.75227,-0.327935,17.04068,16.10729,15.8298,15.73557,15.70083,752,301,3,308,STAR,-0.00018,54567
193.451928,-3.403024,19.49669,18.03998,17.2567,16.82616,16.53289,1140,301,1,271,GALAXY,0.086412,51997
142.134485,58.409548,19.04761,18.15117,17.83382,17.69068,17.64062,1345,301,5,223,STAR,-0.00001,57374
170.637992,1.125596,19.55395,17.54673,16.57443,16.13103,15.77024,756,301,6,366,GALAXY,0.074747,52636
22.769841,13.649682,17.25089,15.2818,14.37104,13.91861,13.57271,1035,301,2,113,GALAXY,0.019632,51898
227.609923,-0.682836,19.45742,18.15982,17.49652,17.11402,16.86292,752,301,2,561,GALAXY,0.090216,51665
161.518731,-0.177987,19.32405,17.68169,17.10512,16.89007,16.78698,756,301,3,305,STAR,-0.000031,54213
225.993866,62.658484,19.1507,17.335,16.34242,15.93978,15.60028,1412,301,6,286,GALAXY,0.133555,52055
174.815068,-0.194167,18.70708,17.66932,17.26162,17.11243,17.06841,756,301,3,394,STAR,-0.000083,54471
173.799965,64.879688,18.68616,17.10076,16.47902,16.26428,16.15913,1302,301,4,345,STAR,0.00007,54942
243.236987,-0.10019,17.29519,16.73442,17.08198,17.15347,18.25844,745,301,3,564,GALAXY,0.030525,51693
187.996173,0.873449,19.12071,17.98461,17.58187,17.4557,17.369,752,301,6,297,STAR,0.000397,54567
237.632589,57.34536,18.56284,17.4996,17.13383,17.01455,16.96527,1412,301,6,339,STAR,-0.000275,52072
187.603539,0.165235,18.7093,18.55884,18.33429,18.2895,18.41076,752,301,4,294,QSO,1.166725,51990
124.822317,47.567617,18.68283,17.23124,16.65796,16.41846,16.27868,1331,301,5,148,STAR,-0.000135,54821
189.972431,-3.526229,16.99109,16.04189,15.78333,15.65147,15.64378,1140,301,1,247,STAR,0.000055,54585
119.06062,40.24596,17.8267,16.88693,16.60473,16.48431,16.45725,1345,301,2,67,STAR,0.000236,51882
224.355162,60.41544,19.46181,18.60188,18.30383,18.23145,18.19877,1345,301,6,484,STAR,0.000386,56444
174.016721,-1.616137,18.23269,17.78101,17.95517,18.14896,18.40291,1140,301,5,141,STAR,-0.000031,52294
161.484475,1.109773,19.0863,17.87409,17.38113,17.06459,16.85718,756,301,6,305,GALAXY,0.113009,51910
232.417463,56.900709,19.58666,18.23553,17.456,17.07239,16.80935,1345,301,6,520,GALAXY,0.157088,54525
226.095503,0.458824,18.90936,17.97646,17.71487,17.5854,17.57275,752,301,5,551,STAR,-0.000227,52017
183.866844,1.017249,17.60093,15.87313,15.01339,14.57252,14.19608,752,301,6,269,GALAXY,0.047953,52023
180.498171,-0.596034,17.69482,15.73903,14.93526,14.63133,14.49712,756,301,2,432,STAR,0.000277,54552
183.151569,-1.175277,19.09086,17.49261,16.83718,16.59464,16.45383,752,301,1,264,STAR,-0.000084,51615
145.537832,-0.362421,19.01571,17.89331,17.50753,17.3166,17.22486,752,301,3,13,STAR,0.000183,52314
232.714781,-0.659616,19.0918,17.81401,17.2146,16.89591,16.65272,752,301,2,596,GALAXY,0.028508,51989
189.518464,-0.216265,18.50621,17.23438,16.76758,16.6046,16.51998,752,301,3,307,STAR,0.000063,54567
178.418364,-1.703605,18.81551,17.6622,17.08861,16.70016,16.51951,1140,301,5,170,GALAXY,0.086659,52370
248.820436,0.509345,18.26517,17.08865,16.665,16.42711,16.28,752,301,5,703,GALAXY,0.031966,51671
113.207475,36.46939,18.17225,17.0253,16.6635,16.56419,16.53112,1350,301,3,37,STAR,0.000083,53446
198.986361,0.076684,19.28842,17.90499,17.37634,17.17282,17.08334,752,301,4,370,STAR,0.000061,56727
