@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-11,14'

@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
GALAXY,-0.118681
STAR,-0.36475
STAR,-0.368114
STAR,-0.367621
GALAXY,-0.284406
GALAXY,-0.314748
GALAXY,-0.179057
QSO,0.905739
GALAXY,-0.233682
GALAXY,-0.1162
STAR,-0.367196
GALAXY,-0.303372
GALAXY,-0.066217
STAR,-0.36747
STAR,-0.365881
GALAXY,-0.151671
GALAXY,-0.292377
GALAXY,-0.151885
QSO,1.358049
GALAXY,-0.324867
STAR,-0.368506
STAR,-0.368009
GALAXY,0.131725
STAR,-0.367026
GALAXY,0.007036
GALAXY,-0.041663
GALAXY,-0.289416
GALAXY,-0.206549
STAR,-0.367563
GALAXY,-0.196457
GALAXY,-0.166433
STAR,-0.367381
GALAXY,-0.255537
GALAXY,-0.266814
GALAXY,-0.067646
STAR,-0.366443
STAR,-0.365867
STAR,-0.368521
QSO,0.657732
STAR,-0.366772
GALAXY,-0.036541
GALAXY,0.022938
GALAXY,-0.119
STAR,-0.368155
GALAXY,-0.177251
QSO,6.100706
GALAXY,-0.060683
STAR,-0.367536
GALAXY,-0.215951
STAR,-0.368336
STAR,-0.367762
STAR,-0.367147
GALAXY,-0.175394
GALAXY,0.096006
STAR,-0.367705
STAR,-0.367248
GALAXY,-0.180305
STAR,-0.368058
GALAXY,-0.21697
GALAXY,-0.155443
STAR,-0.365094
GALAXY,-0.198035
GALAXY,-0.240144
GALAXY,-0.122324
STAR,-0.367819
GALAXY,-0.227236
STAR,-0.368177
STAR,-0.367658
GALAXY,-0.202813
STAR,-0.368629
GALAXY,-0.121736
QSO,2.322021
STAR,-0.368004
GALAXY,-0.289268
STAR,-0.367327
STAR,-0.368238
QSO,3.706599
GALAXY,-0.247606
QSO,3.794397
GALAXY,-0.291414
GALAXY,-0.174895
QSO,3.4493
GALAXY,-0.15738
GALAXY,-0.058031
GALAXY,-0.202599
GALAXY,-0.13368
STAR,-0.366785
GALAXY,-0.048396
STAR,-0.367318
GALAXY,-0.128485
GALAXY,-0.123792
GALAXY,0.02053
STAR,-0.367289
STAR,-0.369991
GALAXY,-0.189274
STAR,-0.365797
STAR,-0.367816
STAR,-0.367892
GALAXY,-0.066835
GALAXY,-0.311692
GALAXY,-0.090564
GALAXY,-0.282295
STAR,-0.368285
GALAXY,-0.151612
GALAXY,-0.187264
STAR,-0.367789
GALAXY,-0.224773
STAR,-0.368235
STAR,-0.368218
GALAXY,-0.161409
STAR,-0.367617
GALAXY,-0.245735
STAR,-0.368423
STAR,-0.36796
STAR,-0.367833
GALAXY,-0.250906
STAR,-0.368411
GALAXY,-0.218931
STAR,-0.368424
STAR,-0.367868
GALAXY,-0.166495
GALAXY,-0.055539
GALAXY,0.007852
STAR,-0.367407
GALAXY,-0.233312
GALAXY,-0.170664
STAR,-0.368353
GALAXY,-0.119817
QSO,4.534431
STAR,-0.367395
QSO,3.808119
STAR,-0.367976
GALAXY,-0.207051
STAR,-0.369578
GALAXY,-0.097025
STAR,-0.366
STAR,-0.36805
GALAXY,-0.151651
STAR,-0.367719
STAR,-0.368121
GALAXY,0.035596
GALAXY,-0.279293
GALAXY,-0.029777
STAR,-0.368191
STAR,-0.368626
GALAXY,-0.186694
STAR,-0.368456
GALAXY,-0.263764
STAR,-0.366714
GALAXY,-0.232628
GALAXY,-0.024702
QSO,3.169838
GALAXY,-0.165775
STAR,-0.368129
GALAXY,-0.260196
STAR,-0.369622
GALAXY,-0.132922
GALAXY,0.052454
GALAXY,-0.263891
STAR,-0.367064
GALAXY,-0.157969
STAR,-0.368453
STAR,-0.367841
GALAXY,-0.1666
STAR,-0.367197
GALAXY,-0.350663
STAR,-0.368565
STAR,-0.368361
GALAXY,-0.282418
GALAXY,-0.290223
GALAXY,-0.166162
GALAXY,-0.274775
STAR,-0.368004
GALAXY,-0.111107
GALAXY,-0.224854
GALAXY,-0.121021
STAR,-0.368421
STAR,-0.366752
STAR,-0.368911
STAR,-0.366363
GALAXY,-0.120609
QSO,4.028182
QSO,1.527311
STAR,-0.367938
GALAXY,-0.083577
GALAXY,-0.192518
GALAXY,-0.200327
GALAXY,-0.306173
GALAXY,-0.198638
GALAXY,-0.164227
GALAXY,-0.224312
GALAXY,-0.236142
QSO,2.005105
GALAXY,-0.010989
QSO,0.432334
GALAXY,-0.268787
STAR,-0.368083
STAR,-0.36737
STAR,-0.366959
STAR,-0.367493
STAR,-0.367654
STAR,-0.368919
STAR,-0.368485
GALAXY,-0.154221
GALAXY,-0.092248
GALAXY,-0.303462
GALAXY,-0.149668
QSO,3.291311
GALAXY,-0.048237
GALAXY,-0.066899
GALAXY,-0.16827
STAR,-0.367139
GALAXY,-0.069555
QSO,5.955777
GALAXY,-0.180842
GALAXY,-0.266345
GALAXY,-0.197659
STAR,-0.368834
GALAXY,-0.233442
GALAXY,-0.138151
STAR,-0.369806
STAR,-0.36797
STAR,-0.368355
STAR,-0.36877
GALAXY,-0.313289
GALAXY,-0.255067
GALAXY,-0.171351
STAR,-0.367204
GALAXY,-0.287857
GALAXY,-0.155023
STAR,-0.367945
STAR,-0.368014
GALAXY,-0.138691
QSO,0.381362
STAR,-0.366422
STAR,-0.367657
GALAXY,-0.254343
GALAXY,-0.152928
QSO,4.298624
STAR,-0.368299
STAR,-0.367748
STAR,-0.368216
GALAXY,-0.12054
STAR,-0.366461
STAR,-0.368282
GALAXY,-0.102117
GALAXY,-0.147066
STAR,-0.367747
QSO,1.721807
GALAXY,-0.058707
GALAXY,-0.221441
QSO,4.837894
STAR,-0.368334
STAR,-0.36727
STAR,-0.366832
GALAXY,-0.148219
GALAXY,-0.062092
GALAXY,-0.237443
STAR,-0.367305
STAR,-0.3684
STAR,-0.366707
STAR,-0.368008
QSO,2.027597
STAR,-0.367639
STAR,-0.36579
QSO,3.072148
STAR,-0.36827
STAR,-0.36862
STAR,-0.367627
STAR,-0.367687
GALAXY,0.002416
STAR,-0.368042
GALAXY,-0.096114
GALAXY,-0.177617
STAR,-0.367046
GALAXY,0.083694
STAR,-0.367703
GALAXY,-0.287269
GALAXY,-0.131356
STAR,-0.370286
STAR,-0.367914
STAR,-0.367006
STAR,-0.368458
STAR,-0.367565
QSO,4.595694
GALAXY,-0.204442
GALAXY,-0.148536
GALAXY,-0.076386
GALAXY,0.114642
GALAXY,-0.178703
STAR,-0.367696
STAR,-0.368149
GALAXY,-0.085448
QSO,0.198273
GALAXY,-0.076452
GALAXY,-0.156217
STAR,-0.367665
GALAXY,-0.22729
GALAXY,-0.040936
STAR,-0.370066
STAR,-0.367209
STAR,-0.367062
GALAXY,-0.181951
GALAXY,-0.111946
GALAXY,-0.231582
STAR,-0.367621
GALAXY,-0.130078
STAR,-0.368203
STAR,-0.367765
STAR,-0.369454
GALAXY,-0.310202
QSO,3.119752
STAR,-0.367672
STAR,-0.368178
GALAXY,-0.122085
GALAXY,-0.091993
GALAXY,-0.121207
GALAXY,-0.211864
GALAXY,-0.123236
GALAXY,-0.079237
GALAXY,-0.102923
STAR,-0.368327
QSO,2.703717
GALAXY,-0.14758
STAR,-0.367106
GALAXY,-0.159111
GALAXY,-0.181203
GALAXY,-0.120516
GALAXY,-0.20544
STAR,-0.367712
STAR,-0.36788
GALAXY,-0.066386
GALAXY,-0.251204
QSO,-0.036303
GALAXY,-0.155206
STAR,-0.367808
GALAXY,-0.363985
STAR,-0.365849
GALAXY,-0.268743
STAR,-0.368207
STAR,-0.36844
STAR,-0.368274
GALAXY,-0.196718
STAR,-0.36816
GALAXY,-0.196246
GALAXY,-0.300351
QSO,3.197457
QSO,2.669866
STAR,-0.368079
GALAXY,-0.200031
STAR,-0.368629
STAR,-0.367795
GALAXY,-0.23122
STAR,-0.367533
GALAXY,-0.231743
STAR,-0.369709
STAR,-0.367786
GALAXY,-0.107828
GALAXY,0.316976
STAR,-0.367893
STAR,-0.368305
STAR,-0.367892
STAR,-0.367039
STAR,-0.367508
GALAXY,-0.208331
STAR,-0.366257
STAR,-0.367755
STAR,-0.3656
GALAXY,-0.133556
STAR,-0.369312
GALAXY,-0.082946
STAR,-0.368673
GALAXY,-0.113296
QSO,4.731466
GALAXY,-0.120278
STAR,-0.367768
STAR,-0.367488
GALAXY,-0.09104
STAR,-0.368088
GALAXY,-0.271545
GALAXY,-0.166892
STAR,-0.368068
STAR,-0.370472
GALAXY,-0.118938
GALAXY,0.106932
GALAXY,-0.192157
STAR,-0.368331
STAR,-0.367941
GALAXY,-0.309725
GALAXY,-0.080582
GALAXY,-0.314043
STAR,-0.368242
GALAXY,-0.081171
GALAXY,-0.210894
GALAXY,0.039154
GALAXY,-0.259336
STAR,-0.368137
GALAXY,-0.215405
STAR,-0.366331
GALAXY,-0.185613
STAR,-0.366902
STAR,-0.368101
STAR,-0.36775
GALAXY,-0.152926
STAR,-0.369628
GALAXY,-0.030981
GALAXY,-0.161292
GALAXY,-0.124818
STAR,-0.367242
GALAXY,-0.183029
GALAXY,-0.20299
GALAXY,-0.317478
STAR,-0.36824
GALAXY,-0.204697
GALAXY,-0.124656
STAR,-0.367708
GALAXY,-0.059143
STAR,-0.367829
GALAXY,-0.222958
STAR,-0.365659
QSO,3.98379
GALAXY,-0.29028
STAR,-0.371433
GALAXY,-0.265218
GALAXY,-0.105345
STAR,-0.367393
GALAXY,-0.169907
GALAXY,-0.027827
GALAXY,-0.147347
GALAXY,-0.110869
STAR,-0.368019
STAR,-0.368283
STAR,-0.367606
STAR,-0.367857
GALAXY,-0.241346
GALAXY,-0.150677
STAR,-0.367503
STAR,-0.368881
GALAXY,-0.088617
GALAXY,-0.053774
GALAXY,-0.157626
GALAXY,-0.258315
GALAXY,-0.136593
QSO,2.109552
QSO,4.380379
GALAXY,-0.178201
STAR,-0.366276
GALAXY,-0.132277
STAR,-0.369303
GALAXY,-0.224702
GALAXY,-0.207463
GALAXY,-0.163263
STAR,-0.368891
GALAXY,-0.223257
GALAXY,-0.158101
GALAXY,0.173993
GALAXY,-0.264763
GALAXY,-0.367953
QSO,3.53852
STAR,-0.367321
GALAXY,-0.056821
STAR,-0.368299
GALAXY,-0.080073
STAR,-0.368156
STAR,-0.367927
GALAXY,-0.26195
STAR,-0.369456
GALAXY,-0.193888
GALAXY,-0.126474
GALAXY,0.144718
STAR,-0.367893
GALAXY,-0.020106
STAR,-0.365164
STAR,-0.367961
GALAXY,-0.174841
GALAXY,-0.25684
GALAXY,-0.14958
STAR,-0.367827
STAR,-0.366384
GALAXY,-0.132323
GALAXY,-0.160503
GALAXY,-0.19787
STAR,-0.367734
GALAXY,-0.186694
GALAXY,-0.118127
STAR,-0.368394
STAR,-0.368599
STAR,-0.367124
STAR,-0.367124
GALAXY,-0.137169
STAR,-0.368041
GALAXY,-0.225677
STAR,-0.369013
GALAXY,-0.176124
STAR,-0.368161
GALAXY,-0.095075
STAR,-0.367726
STAR,-0.368262
GALAXY,-0.033782
QSO,3.092117
GALAXY,-0.138189
GALAXY,-0.028704
STAR,-0.36564
GALAXY,-0.150841
GALAXY,-0.051047
STAR,-0.365946
GALAXY,-0.208245
STAR,-0.367386
GALAXY,-0.049285
QSO,4.93976
STAR,-0.370564
GALAXY,-0.22143
STAR,-0.369185
QSO,2.969529
GALAXY,-0.211126
STAR,-0.367256
GALAXY,-0.205161
STAR,-0.370024
GALAXY,-0.186665
GALAXY,-0.200707
GALAXY,-0.238735
GALAXY,-0.251534
GALAXY,-0.066052
GALAXY,0.003316
GALAXY,-0.26366
STAR,-0.366149
STAR,-0.36744
GALAXY,0.046352
GALAXY,-0.122818
QSO,0.456356
STAR,-0.365886
GALAXY,-0.013951
GALAXY,-0.193317
STAR,-0.367943
QSO,2.501898
GALAXY,-0.119693
GALAXY,-0.247885
QSO,2.604956
GALAXY,-0.254991
STAR,-0.368123
QSO,1.619836
GALAXY,-0.088004
STAR,-0.368199
STAR,-0.367394
STAR,-0.368099
QSO,3.138379
GALAXY,-0.073035
STAR,-0.367928
STAR,-0.368384
STAR,-0.366243
STAR,-0.36886
STAR,-0.368015
GALAXY,-0.158966
GALAXY,-0.048961
STAR,-0.367859
GALAXY,-0.103178
GALAXY,-0.206159
STAR,-0.367874
GALAXY,-0.281951
GALAXY,-0.367953
GALAXY,-0.155794
STAR,-0.368307
GALAXY,-0.196176
STAR,-0.367551
STAR,-0.367523
GALAXY,-0.011031
STAR,-0.368211
GALAXY,-0.24197
STAR,-0.367039
GALAXY,-0.20524
GALAXY,-0.134386
GALAXY,-0.211159
GALAXY,-0.187327
GALAXY,-0.055298
STAR,-0.368604
STAR,-0.367075
STAR,-0.366725
STAR,-0.36733
STAR,-0.368812
GALAXY,-0.289147
GALAXY,-0.08186
STAR,-0.367946
STAR,-0.367565
QSO,2.518598
STAR,-0.367629
GALAXY,-0.259547
STAR,-0.368901
STAR,-0.367402
GALAXY,-0.067799
STAR,-0.369146
GALAXY,-0.115122
GALAXY,-0.16656
GALAXY,-0.15326
QSO,1.523018
GALAXY,-0.229153
GALAXY,-0.094237
STAR,-0.368289
GALAXY,-0.065936
GALAXY,0.044663
STAR,-0.367571
GALAXY,-0.162737
STAR,-0.367187
GALAXY,-0.250174
STAR,-0.366105
GALAXY,-0.119828
QSO,0.513014
STAR,-0.366203
STAR,-0.369083
QSO,0.41725
STAR,-0.367668
STAR,-0.36816
STAR,-0.367788
GALAXY,-0.224352
GALAXY,-0.241922
GALAXY,-0.086574
STAR,-0.367664
QSO,4.723012
STAR,-0.366228
GALAXY,-0.089288
GALAXY,-0.264289
STAR,-0.367569
GALAXY,-0.096025
GALAXY,-0.169718
STAR,-0.368539
STAR,-0.368309
GALAXY,0.083064
STAR,-0.365966
GALAXY,-0.104935
GALAXY,-0.048215
STAR,-0.368366
STAR,-0.368471
STAR,-0.368295
QSO,0.930688
QSO,0.905098
QSO,-0.077359
GALAXY,-0.263235
STAR,-0.368349
GALAXY,-0.159577
GALAXY,-0.163353
GALAXY,-0.125262
GALAXY,-0.356125
STAR,-0.36761
GALAXY,-0.112716
QSO,3.574691
STAR,-0.367999
GALAXY,-0.138473
QSO,1.680176
STAR,-0.368091
GALAXY,-0.117123
STAR,-0.367867
STAR,-0.36718
QSO,-0.123846
GALAXY,-0.154053
GALAXY,-0.075631
GALAXY,0.154556
GALAXY,-0.143421
STAR,-0.368483
GALAXY,-0.257875
GALAXY,-0.147992
STAR,-0.369012
STAR,-0.367747
QSO,4.234185
STAR,-0.367636
QSO,3.815699
GALAXY,0.039292
STAR,-0.368065
STAR,-0.368521
GALAXY,-0.114357
GALAXY,-0.27575
STAR,-0.367556
STAR,-0.367753
GALAXY,-0.08965
STAR,-0.368641
STAR,-0.368157
QSO,0.119024
GALAXY,-0.274886
GALAXY,-0.164567
GALAXY,-0.168246
STAR,-0.368753
GALAXY,-0.294261
GALAXY,-0.150353
GALAXY,-0.241052
STAR,-0.367605
QSO,0.564538
GALAXY,-0.096908
STAR,-0.369991
GALAXY,-0.207912
GALAXY,-0.207512
STAR,-0.366411
GALAXY,-0.223811
GALAXY,-0.112067
GALAXY,-0.19231
GALAXY,-0.085968
GALAXY,-0.206067
STAR,-0.368382
GALAXY,-0.208922
GALAXY,-0.129437
STAR,-0.368385
GALAXY,-0.064725
QSO,2.974823
GALAXY,-0.305248
QSO,5.720311
GALAXY,-0.208296
QSO,-0.042946
STAR,-0.367544
GALAXY,-0.268297
GALAXY,-0.180858
STAR,-0.367981
GALAXY,0.026838
STAR,-0.367416
STAR,-0.368946
GALAXY,-0.277267
STAR,-0.368203
GALAXY,-0.097473
GALAXY,-0.206488
GALAXY,-0.203001
STAR,-0.367886
STAR,-0.368298
STAR,-0.368018
GALAXY,-0.051255
QSO,5.125799
STAR,-0.368298
GALAXY,-0.063816
GALAXY,0.498395
GALAXY,-0.187342
GALAXY,-0.109223
GALAXY,-0.173551
STAR,-0.368498
STAR,-0.368827
GALAXY,0.117206
STAR,-0.368444
GALAXY,-0.013575
STAR,-0.368133
STAR,-0.367805
GALAXY,-0.157541
STAR,-0.367633
GALAXY,-0.144462
GALAXY,-0.052399
STAR,-0.368235
STAR,-0.367108
GALAXY,-0.314595
GALAXY,-0.214834
STAR,-0.367633
STAR,-0.368391
STAR,-0.368096
GALAXY,-0.157594
GALAXY,-0.241621
STAR,-0.366449
STAR,-0.369521
STAR,-0.368222
GALAXY,-0.18722
STAR,-0.369632
GALAXY,-0.078619
STAR,-0.367529
STAR,-0.366793
GALAXY,-0.076563
STAR,-0.369052
GALAXY,-0.084279
GALAXY,-0.220679
GALAXY,-0.234203
GALAXY,-0.255828
STAR,-0.368121
QSO,3.992492
GALAXY,-0.225822
GALAXY,-0.294811
GALAXY,-0.24361
STAR,-0.368661
GALAXY,-0.152757
GALAXY,-0.278763
GALAXY,-0.109222
STAR,-0.368044
QSO,3.398549
GALAXY,-0.076724
GALAXY,-0.114233
STAR,-0.368093
GALAXY,-0.24894
GALAXY,-0.241951
GALAXY,-0.009854
GALAXY,-0.249748
QSO,0.883955
STAR,-0.365751
STAR,-0.367551
GALAXY,-0.271482
STAR,-0.36682
GALAXY,-0.30813
STAR,-0.367799
STAR,-0.369088
STAR,-0.368113
STAR,-0.368402
GALAXY,-0.123253
QSO,6.483458
GALAXY,-0.173543
STAR,-0.368192
GALAXY,-0.088262
GALAXY,-0.199483
QSO,2.660734
GALAXY,-0.123258
GALAXY,-0.221655
STAR,-0.36613
QSO,1.980422
GALAXY,-0.061496
STAR,-0.368049
STAR,-0.368406
GALAXY,-0.012762
GALAXY,-0.16822
STAR,-0.364726
QSO,4.698408
STAR,-0.368419
GALAXY,-0.132532
GALAXY,-0.206741
GALAXY,-0.28392
GALAXY,-0.11379
GALAXY,-0.168301
GALAXY,-0.184469
GALAXY,-0.127635
GALAXY,-0.039609
GALAXY,-0.31491
GALAXY,-0.060919
STAR,-0.367665
STAR,-0.368833
GALAXY,-0.097979
GALAXY,-0.3432
STAR,-0.36913
GALAXY,-0.250888
GALAXY,-0.100398
GALAXY,-0.154613
STAR,-0.368255
STAR,-0.366041
STAR,-0.368551
GALAXY,-0.309695
STAR,-0.367941
GALAXY,-0.267246
STAR,-0.370464
GALAXY,-0.167363
GALAXY,-0.253631
GALAXY,-0.173164
STAR,-0.368417
GALAXY,-0.126076
STAR,-0.368375
STAR,-0.366322
STAR,-0.368254
STAR,-0.367544
QSO,0.528966
GALAXY,-0.133256
STAR,-0.367878
STAR,-0.369608
GALAXY,-0.194093
STAR,-0.368274
STAR,-0.367708
GALAXY,-0.194124
GALAXY,-0.150208
QSO,2.351021
STAR,-0.367302
GALAXY,-0.265037
STAR,-0.36782
GALAXY,-0.01793
GALAXY,-0.104554
QSO,5.143446
GALAXY,-0.148229
STAR,-0.367639
STAR,-0.369882
STAR,-0.368224
STAR,-0.367624
GALAXY,-0.08405
GALAXY,-0.156772
GALAXY,-0.053471
STAR,-0.368106
GALAXY,-0.220627
GALAXY,-0.154535
GALAXY,-0.283492
STAR,-0.367758
GALAXY,-0.004255
GALAXY,-0.223359
STAR,-0.367932
GALAXY,-0.127787
GALAXY,-0.114824
STAR,-0.367634
GALAXY,-0.182924
GALAXY,-0.186236
STAR,-0.36759
STAR,-0.36929
GALAXY,-0.133148
GALAXY,-0.216151
STAR,-0.368598
GALAXY,-0.15131
GALAXY,-0.216462
GALAXY,-0.037989
GALAXY,-0.014131
GALAXY,-0.181864
GALAXY,-0.367953
STAR,-0.367291
STAR,-0.368684
QSO,2.815676
GALAXY,0.209942
GALAXY,-0.159249
STAR,-0.367946
GALAXY,-0.090101
GALAXY,-0.169939
GALAXY,-0.089584
GALAXY,-0.002734
GALAXY,-0.290042
STAR,-0.369006
GALAXY,-0.243292
GALAXY,-0.104149
STAR,-0.367654
STAR,-0.368955
STAR,-0.368248
GALAXY,-0.097554
GALAXY,-0.300202
STAR,-0.369256
STAR,-0.36797
STAR,-0.368634
GALAXY,-0.010289
QSO,0.67057
STAR,-0.36884
STAR,-0.368408
GALAXY,0.024954
STAR,-0.367482
STAR,-0.367145
GALAXY,-0.207913
GALAXY,-0.190811
GALAXY,0.104967
GALAXY,-0.173738
GALAXY,-0.158168
GALAXY,-0.118878
STAR,-0.369374
GALAXY,-0.203998
QSO,4.84965
GALAXY,-0.179193
GALAXY,-0.320306
GALAXY,-0.264338
GALAXY,-0.297921
STAR,-0.368218
STAR,-0.366301
GALAXY,-0.174809
QSO,4.831343
GALAXY,-0.25619
STAR,-0.364552
GALAXY,-0.274153
GALAXY,-0.177205
STAR,-0.367969
STAR,-0.356152
STAR,-0.368092
STAR,-0.367161
GALAXY,-0.265504
STAR,-0.368539
QSO,5.249279
STAR,-0.369559
GALAXY,-0.24606
GALAXY,1.533295
GALAXY,-0.270468
GALAXY,-0.23582
GALAXY,0.074912
STAR,-0.369039
GALAXY,-0.182648
QSO,0.653182
GALAXY,-0.247425
STAR,-0.368112
GALAXY,-0.216353
STAR,-0.368643
STAR,-0.368244
STAR,-0.369231
QSO,4.577398
GALAXY,-0.077278
GALAXY,-0.099307
GALAXY,-0.133559
STAR,-0.365577
GALAXY,-0.169867
GALAXY,-0.090551
STAR,-0.367767
STAR,-0.367505
GALAXY,-0.223706
GALAXY,-0.226614
GALAXY,-0.098302
STAR,-0.367841
STAR,-0.368655
QSO,4.019131
STAR,-0.368842
STAR,-0.366458
QSO,0.949902
GALAXY,-0.132476
STAR,-0.368077
QSO,1.037178
STAR,-0.369656
GALAXY,-0.221898
GALAXY,-0.283848
STAR,-0.367865
STAR,-0.366505
STAR,-0.367267
GALAXY,-0.101008
STAR,-0.367857
GALAXY,-0.117629
GALAXY,-0.119803
GALAXY,-0.283676
GALAXY,-0.175999
STAR,-0.368439
STAR,-0.369876
GALAXY,-0.179165
STAR,-0.367065
STAR,-0.365387
QSO,0.545603
GALAXY,-0.011287
GALAXY,-0.147601
GALAXY,-0.166514
STAR,-0.367258
STAR,-0.368764
STAR,-0.367704
GALAXY,-0.260608
STAR,-0.366919
STAR,-0.368685
STAR,-0.367733
QSO,0.546206
STAR,-0.366901
STAR,-0.368231
STAR,-0.369132
GALAXY,-0.206363
GALAXY,-0.041224
GALAXY,-0.352593
GALAXY,-0.20534
STAR,-0.366379
GALAXY,-0.119935
GALAXY,-0.235401
STAR,-0.367459
GALAXY,-0.042262
STAR,-0.367059
GALAXY,-0.178643
STAR,-0.36822
GALAXY,-0.026775
QSO,0.369316
GALAXY,-0.253233
STAR,-0.37026
GALAXY,-0.154645
GALAXY,-0.27993
STAR,-0.368097
STAR,-0.366665
GALAXY,-0.134055
STAR,-0.368689
STAR,-0.368488
STAR,-0.368164
STAR,-0.368159
GALAXY,-0.1162
GALAXY,-0.181143
GALAXY,-0.335954
STAR,-0.368289
GALAXY,-0.118871
GALAXY,1.598852
STAR,-0.369277
STAR,-0.367414
STAR,-0.368113
STAR,-0.367717
GALAXY,-0.271573
STAR,-0.367609
STAR,-0.367829
STAR,-0.369952
STAR,-0.365992
GALAXY,-0.302493
STAR,-0.368377
GALAXY,-0.093108
GALAXY,-0.19485
GALAXY,-0.144517
GALAXY,-0.064061
GALAXY,-0.111472
GALAXY,-0.090332
STAR,-0.367814
STAR,-0.368244
STAR,-0.367525
STAR,-0.367625
STAR,-0.368248
STAR,-0.368307
STAR,-0.367554
GALAXY,-0.140461
STAR,-0.36604
GALAXY,-0.153739
GALAXY,-0.20648
GALAXY,-0.162352
GALAXY,-0.262125
STAR,-0.367657
GALAXY,-0.139071
GALAXY,0.028691
GALAXY,-0.15606
STAR,-0.368458
QSO,0.783928
STAR,-0.368141
GALAXY,-0.199255
STAR,-0.368094
STAR,-0.369708
GALAXY,-0.219105
GALAXY,-0.008758
GALAXY,-0.278467
GALAXY,-0.320122
QSO,13.477267
GALAXY,-0.156734
STAR,-0.367777
QSO,3.226221
GALAXY,-0.180802
STAR,-0.365658
STAR,-0.366007
GALAXY,-0.174803
GALAXY,-0.097436
STAR,-0.367439
GALAXY,-0.279708
QSO,0.14448
GALAXY,-0.302159
QSO,4.284701
GALAXY,-0.115156
STAR,-0.367146
GALAXY,-0.173071
GALAXY,-0.333644
STAR,-0.365555
STAR,-0.366758
STAR,-0.369252
STAR,-0.367816
GALAXY,-0.161732
STAR,-0.367066
QSO,0.504225
GALAXY,-0.289225
STAR,-0.367281
GALAXY,-0.158612
STAR,-0.367093
GALAXY,-0.318125
STAR,-0.369409
GALAXY,0.035105
STAR,-0.366628
GALAXY,-0.299691
STAR,-0.367247
GALAXY,-0.140366
GALAXY,-0.252572
STAR,-0.367296
GALAXY,-0.196168
GALAXY,-0.245493
GALAXY,-0.106323
STAR,-0.367265
STAR,-0.368891
GALAXY,-0.168805
STAR,-0.36567
GALAXY,-0.110719
STAR,-0.366455
GALAXY,-0.329123
QSO,1.497255
STAR,-0.368591
GALAXY,-0.217169
STAR,-0.366342
STAR,-0.367717
GALAXY,-0.223634
GALAXY,-0.235983
GALAXY,-0.115293
STAR,-0.368156
GALAXY,-0.242743
STAR,-0.367653
STAR,-0.36746
GALAXY,-0.247456
QSO,0.523996
GALAXY,-0.216494
GALAXY,-0.12356
GALAXY,-0.270963
GALAXY,-0.108818
GALAXY,-0.188412
STAR,-0.367199
STAR,-0.368123
STAR,-0.367669
STAR,-0.367424
QSO,2.66436
GALAXY,-0.263204
STAR,-0.365996
GALAXY,-0.252932
GALAXY,-0.269295
STAR,-0.370084
STAR,-0.367452
STAR,-0.36782
GALAXY,-0.206301
STAR,-0.369395
GALAXY,-0.181464
STAR,-0.367938
STAR,-0.367315
GALAXY,-0.347146
GALAXY,-0.264167
GALAXY,-0.140406
GALAXY,-0.309125
STAR,-0.368124
STAR,-0.368908
GALAXY,-0.16089
STAR,-0.36627
GALAXY,-0.289535
GALAXY,-0.267328
STAR,-0.367902
GALAXY,-0.313008
GALAXY,-0.182955
GALAXY,-0.235195
GALAXY,-0.290634
GALAXY,-0.163424
GALAXY,-0.264266
STAR,-0.368481
GALAXY,-0.256386
STAR,-0.367959
GALAXY,-0.297122
GALAXY,-0.116742
STAR,-0.369649
STAR,-0.368077
GALAXY,-0.117063
STAR,-0.368607
STAR,-0.368051
GALAXY,-0.148514
STAR,-0.36805
STAR,-0.369291
STAR,-0.368875
GALAXY,-0.256163
STAR,-0.367498
QSO,0.099457
QSO,4.346176
STAR,-0.367792
STAR,-0.367789
STAR,-0.36816
STAR,-0.367763
STAR,-0.367693
STAR,-0.367971
STAR,-0.367705
GALAXY,-0.084189
QSO,4.581724
GALAXY,-0.312056
STAR,-0.366941
QSO,0.911179
STAR,-0.369199
QSO,3.634987
STAR,-0.366156
STAR,-0.369721
STAR,-0.368038
GALAXY,-0.222654
STAR,-0.366778
STAR,-0.371561
STAR,-0.367753
GALAXY,-0.045305
STAR,-0.368092
GALAXY,-0.200314
QSO,2.127334
STAR,-0.367601
STAR,-0.367252
GALAXY,-0.162532
STAR,-0.367077
GALAXY,-0.198161
STAR,-0.365728
GALAXY,-0.069196
STAR,-0.367389
STAR,-0.367931
GALAXY,-0.13145
STAR,-0.367864
GALAXY,-0.262242
GALAXY,-0.202332
STAR,-0.366091
STAR,-0.367928
QSO,3.038506
QSO,3.406452
GALAXY,-0.300727
GALAXY,-0.236616
GALAXY,-0.108898
STAR,-0.366749
STAR,-0.367542
STAR,-0.367551
GALAXY,-0.092713
STAR,-0.368979
GALAXY,-0.296364
STAR,-0.366665
STAR,-0.367796
QSO,7.086396
STAR,-0.368749
STAR,-0.368964
GALAXY,-0.215277
GALAXY,-0.180648
QSO,1.536263
GALAXY,-0.102904
GALAXY,-0.137541
QSO,3.761501
STAR,-0.367908
STAR,-0.368152
GALAXY,-0.183197
STAR,-0.368367
STAR,-0.36662
STAR,-0.367096
STAR,-0.367038
STAR,-0.368618
