@relation 'output-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V-weka.filters.unsupervised.attribute.Remove-R1-3,5,8-9,15-19-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S100'

@attribute Rainfall numeric
@attribute Sunshine numeric
@attribute WindGustSpeed numeric
@attribute Humidity9am numeric
@attribute Humidity3pm numeric
@attribute Pressure9am numeric
@attribute Cloud9am numeric
@attribute Cloud3pm numeric
@attribute RainTomorrow {No,Yes}

@data
0,10.4,33,62,36,1029.6,2,2,No
0,8.4,31,55,57,1010.5,1,5,No
0,3.8,52,63,47,1019.1,7,7,No
0,8,30,48,25,1024.1,7,7,No
0.8,3.1,46,62,53,1024.1,6,7,No
0,9.3,44,55,41,1026.7,0,3,No
0,11.6,65,52,38,1015.6,1,0,No
0,10.7,50,28,14,1021.8,1,1,No
0,9.5,37,87,63,1022.2,7,6,No
0,9.5,22,60,52,1010.1,0,1,No
0,9.9,50,60,47,1020.5,2,1,No
0,2.5,37,65,64,1020.9,7,7,No
0,11.8,46,78,71,1022.6,2,2,No
0,8.1,28,70,54,1018,3,2,No
0,12.5,48,46,29,1009.3,1,2,No
0,9.5,13,81,54,1026.1,1,1,No
0,6.3,19,51,50,1020.6,2,7,No
0,10.4,22,46,52,1024,1,1,No
0,0,67,88,84,1014,7,8,No
0.4,9.7,41,82,56,1018.9,8,6,No
10.6,7.1,35,74,48,1021.2,5,7,No
0,9.9,26,64,33,1021.3,1,0,No
0,12.6,31,43,41,1009.5,1,1,No
0,12.9,43,48,25,1014.9,1,1,No
0,10.8,57,53,48,1020.9,4,2,No
0,7.2,17,91,40,1023.4,8,3,No
0.2,5.7,48,52,39,1015.6,7,6,No
0,12.2,24,80,30,1016.1,1,1,No
0,7.9,26,70,43,1022,1,6,No
0,11.7,48,87,59,1021.6,6,2,No
0,10,22,47,33,1020,1,1,No
0,11.8,63,60,32,1025.5,2,0,No
0,10.8,24,48,26,1012.3,0,0,No
0,11.2,22,61,56,1015.2,2,2,No
0.2,8.5,28,75,61,1027.2,3,1,No
0.2,5.3,30,54,49,1020.8,4,7,No
1.2,9.2,22,70,41,1022.1,1,1,No
0,13.4,46,43,17,1020.4,0,0,No
0,8.9,33,65,51,1007.7,6,6,No
0,7.2,17,87,55,1031.5,4,5,No
0,11.4,26,72,62,1012.4,6,6,No
0,13,52,31,18,1014.1,2,1,No
0,10,33,71,40,1027.1,1,4,No
0,6.8,24,79,53,1022.7,7,1,No
0,10.5,35,54,17,1019.6,1,0,No
1.8,0,22,92,70,1032,8,8,No
0.2,6.9,19,100,57,1030.5,8,4,No
0,6.7,19,67,52,1024.6,6,1,No
0,12.3,30,69,61,1017.7,7,2,No
5.2,8.8,43,64,59,1018.8,6,3,No
6.2,3.4,54,73,64,1011.8,7,7,No
0,1.2,69,55,47,1020,7,7,No
0,8.4,50,59,66,1007.9,1,7,No
0,12.3,85,50,36,1018.6,1,1,No
0,8.9,41,51,38,1018.4,5,6,No
0,12.7,50,54,21,1012.6,7,7,No
0,9.6,31,65,41,1019.5,1,7,No
1,11,48,40,47,1010.9,1,1,No
0,9.3,35,65,32,1024.4,3,3,No
0,11.5,43,59,25,1020.4,1,0,No
0,11.3,41,64,51,1012.7,1,1,No
0,10.9,39,38,21,1016.6,0,3,No
0,12,37,75,47,1022.2,6,5,No
4.4,8.3,37,83,50,1018,1,5,No
4,6.5,26,88,60,1022.7,7,2,No
0,10.2,31,81,57,1019.4,1,1,No
0.4,5.2,35,80,51,1023.9,3,7,No
1,7.9,50,52,43,1014.6,6,7,No
0.6,0.4,39,78,72,1019.6,7,7,No
0,8.5,39,74,55,1024.1,8,4,No
0,12.1,35,71,40,1022,1,5,No
0,14.3,31,57,17,1018.5,0,0,No
0,13.4,30,56,13,1019.6,2,1,No
0.2,1.4,37,83,60,1025.5,7,7,No
0,10.7,31,73,56,1011,5,7,No
2,6,35,70,51,1026.2,6,7,No
0,5.4,41,63,53,1033.7,5,7,No
5.8,10.9,44,69,64,1010.5,5,4,No
0,12.4,41,74,55,1012,4,4,No
14.4,11.5,54,77,54,1018.5,3,3,No
0,8.7,37,36,25,1016.1,6,7,No
0,10,24,53,24,1026,1,2,No
0,13.2,31,13,12,1019.2,0,0,No
0,13.6,56,29,13,1002.9,0,0,No
1.2,4.8,41,97,65,1028.8,7,6,No
3,7.8,65,81,74,1017.5,6,6,No
0,10.8,30,65,58,1011.4,2,1,No
0,1.1,17,99,86,1017.4,7,8,No
0,13.3,41,27,17,1014.6,0,0,No
0.6,7.1,63,71,41,1013.2,1,6,No
0.2,4.7,43,99,69,1011.9,7,6,No
0,9.6,26,77,55,1014.7,5,6,No
0.2,1.1,26,71,71,1017.3,6,7,No
8.2,1.1,54,72,51,1017.5,7,8,No
0,8,28,80,59,1022.9,3,5,No
2.8,12,39,68,14,1015.7,2,1,No
0,10.4,46,67,68,1018.1,1,1,No
0,7.4,48,79,79,1018.5,7,5,No
0,5.5,31,70,28,1012.9,6,7,No
0,5.6,50,49,23,1022.1,2,1,No
0,12.4,43,66,48,1017.1,1,1,No
0,3,28,67,64,1030,2,7,No
2.6,0,26,94,72,1013.9,8,8,No
0,12.9,41,43,18,1018.4,3,2,No
1,5.6,39,99,76,1027.4,8,5,No
0,4.9,78,52,46,1010.7,6,5,No
0,10.7,33,52,48,1015.5,1,2,No
3.2,8.9,33,94,45,1019.6,7,5,No
0,7.4,39,56,39,1020.3,7,7,No
0,9.7,30,82,33,1018.2,6,4,No
0,12.7,39,40,22,1025,1,1,No
0,9.7,37,43,25,1017.5,0,1,No
0,11,50,35,20,1027.7,1,1,No
39.2,3.3,46,78,54,1014.7,7,7,No
0,7.3,37,54,72,1030.4,3,5,No
2.4,12.4,33,51,41,1020.3,7,1,No
0,9,50,31,8,1012.3,1,5,No
0,7.8,54,56,47,1015.9,1,2,No
0,11.2,57,32,16,1018.5,0,1,No
0,9.7,24,80,45,1032.2,1,1,No
9.8,7.5,50,75,55,1016.8,5,3,No
0,11.6,44,20,15,1014.2,3,4,No
0,8.9,41,48,50,1024,1,2,No
0,11.1,39,36,22,1017.1,6,5,No
0,12.6,48,65,46,1017.1,1,4,No
0,8.2,20,84,35,1021.8,7,2,No
0.2,2.9,41,67,58,1020.7,7,7,No
0.2,4.6,31,60,54,1023.2,5,7,No
0,12.1,50,67,48,1012.8,5,1,No
3.6,4.1,19,84,54,1026,7,4,No
0,9.2,15,71,52,1024.6,2,1,No
0,11.9,31,51,15,1023.3,0,0,No
0,3.5,35,39,26,1028.9,7,7,No
7,9.6,28,75,65,1013.6,5,3,No
0.4,1,35,89,53,1008.7,8,8,No
0.2,7.2,33,87,69,1017.8,7,1,No
0,4.3,31,67,78,1010.9,3,6,No
0.4,12.2,48,72,63,1022.2,2,0,No
0,10.7,37,42,30,1017.5,1,1,No
0,11.9,37,17,14,1021.2,0,0,No
0,6.7,56,80,62,1025.6,7,3,No
0,11.6,54,19,15,1010.6,1,5,No
0,12.6,48,50,23,1021.3,0,0,No
0,12.1,48,42,48,1015.6,1,1,No
0.4,4.4,20,82,52,1020.6,1,7,No
0,0.9,76,50,73,1008,7,7,No
0,12.4,50,85,45,1019.5,4,1,No
2.4,6.7,46,63,37,1022,7,6,No
0,11.9,30,40,13,1019.9,3,1,No
3.8,6.9,39,83,42,1015.9,6,3,No
0,6.1,78,50,35,1012.5,2,2,No
5.2,3.2,26,85,68,1029.1,7,6,No
0,4.1,44,23,17,1006.7,6,8,No
0,2.7,37,81,55,1012.4,8,7,No
0,11.4,76,43,26,1016.2,4,7,No
0,11,41,45,15,1021,0,0,No
0,8.2,37,58,30,1022,7,4,No
0,8.5,30,70,65,1014.4,5,2,No
0.2,9.9,28,64,29,1023.2,1,1,No
0,9.1,44,60,53,1016.6,4,2,No
0,11.1,31,58,31,1028.5,0,1,No
0,4,59,32,24,1019.3,7,7,No
0.4,7.7,20,66,58,1026.7,5,6,No
0,10.1,50,61,34,1023,1,2,No
0,13.1,44,33,16,1016.5,1,1,No
0,10.3,35,75,26,1015,6,1,No
1.4,6.3,33,87,66,1010.4,7,7,No
0,9.1,17,100,51,1032.2,1,7,No
0,8.7,31,69,44,1009,1,4,No
7.6,9.4,37,84,43,1017.4,3,2,No
0,12,33,51,61,1018.4,3,2,No
0,9.2,26,71,52,1018.1,5,1,No
0,3.1,30,79,72,1019.3,4,8,No
0,10.7,39,65,59,1014.8,1,1,No
1.2,3,28,96,67,1028.9,7,7,No
0,10.6,48,53,14,1008.1,7,1,No
0.6,9.1,44,61,43,1020.2,1,5,No
2.8,6.1,46,87,64,1004.3,8,5,No
0.2,8.1,35,87,44,1032.3,3,2,No
0,10.2,28,69,49,1022.6,5,2,No
4.6,9.6,26,84,54,1026.6,3,2,No
6,6.5,37,77,44,1029.5,6,6,No
0,11.5,31,56,45,1021.7,3,1,No
0,7.5,37,71,61,1008.5,7,6,No
0,11.2,33,77,47,1015,7,1,No
0,9.4,57,41,24,1020.4,7,7,No
0,8.6,43,61,39,1016.1,5,3,No
0,10.4,46,42,29,1014.3,7,7,No
8,4.3,28,94,64,1017.2,8,7,No
0,10.8,39,69,47,1012.5,2,1,No
0,3.1,39,73,68,1022.9,3,8,No
0.2,7.7,13,100,54,1034.8,7,7,No
1.4,2.9,52,73,70,1020.1,8,8,No
0,2.8,24,76,26,1013.1,4,8,No
0,11.9,33,55,44,1022.6,1,1,No
0,9.8,37,82,36,1022.6,2,1,No
0,2,20,85,73,1014.6,7,6,No
0,5.1,43,79,85,1019.8,8,7,No
0,10.8,33,59,28,1027.1,0,1,No
0,11,56,47,22,1022.4,1,2,No
0.2,11.9,44,60,52,1021.8,6,1,No
9.6,4.3,28,88,71,1015.4,4,6,No
0,10,30,65,70,1010.6,1,1,No
1.8,2.7,39,77,64,1020.8,7,6,No
0,9.3,33,73,59,1026,8,8,No
4.2,3,65,71,57,1023.8,7,7,No
0,10.5,31,89,45,1018.3,5,1,No
0,9.3,33,73,63,1011.6,4,4,No
6.6,5.2,33,93,71,1011.9,8,7,No
0.2,0,26,85,71,1028,7,7,No
0,11.5,39,49,47,1008,7,6,No
0,9.3,37,77,51,1014.1,1,4,No
0,5.2,31,65,64,1035.3,8,8,No
0,9.2,43,42,28,1015.5,3,3,No
0,10.2,24,60,37,1020.2,1,1,No
0.6,0,41,92,91,1022.6,7,7,No
0.8,0.3,28,77,88,1030.9,7,7,No
0.6,6.6,41,64,47,1001.9,6,6,No
0,10.8,31,34,13,1026.7,0,0,No
0,9,33,65,33,1025.3,3,6,No
0,6.8,69,52,38,1012.7,6,7,No
0,13.8,44,33,18,1019.3,1,1,No
0.4,6.9,28,91,53,1026.8,5,6,No
0,12.4,31,19,9,1014.5,0,0,No
0.8,6.9,39,76,50,1025.4,7,6,No
0,11,41,57,47,1016,2,1,No
0,11.3,26,60,60,1023.1,1,5,No
0,8.9,17,86,53,1028.3,1,6,No
0,10.6,22,65,49,1023.2,2,1,No
0,10.8,39,55,43,1011.7,1,4,No
0,10.9,33,62,27,1019.4,0,1,No
2.2,11.5,28,87,35,1025.2,1,1,No
0,12.1,33,78,61,1025.2,7,5,No
4.4,5.3,54,89,64,1020.1,8,5,No
0,8.9,41,76,34,1019.2,0,2,No
8.8,7,91,74,68,1001.7,7,7,No
0.8,5.5,41,79,57,1021.8,7,7,No
0,8.2,43,33,21,1017.1,1,7,No
0,11.6,31,61,35,1018.2,2,4,No
0,1.8,50,78,72,1023.4,8,8,No
0,11.4,50,76,43,1011.7,1,1,No
0,13.1,31,51,19,1017.4,0,1,No
0,5.6,28,91,60,1020.4,8,1,No
0,13.8,33,56,28,1022.2,0,0,No
5.6,7.5,70,72,53,1006.7,3,7,No
0,12.7,52,54,32,1027.4,1,1,No
0,1,28,71,64,1011,7,7,No
0,9.6,28,61,31,1030.6,1,0,No
3,0.6,22,91,81,1020.5,7,8,No
0,13.2,39,70,21,1008.9,0,0,No
0,2.7,52,61,65,1014.3,7,8,No
2.2,4.3,57,88,70,1008.3,3,8,No
0,12.6,30,52,30,1009.2,1,2,No
0,10.6,43,63,42,1024.3,1,1,No
0,10.7,41,64,48,1014.9,1,6,No
0,7.7,30,65,54,1014.1,7,7,No
0,10.6,56,54,51,1014.1,7,6,No
4.2,10.9,28,77,43,1015.1,1,1,No
0,4.5,41,37,18,1013.8,3,7,No
0.8,6.3,22,100,73,1025.7,8,2,No
0,10,26,89,44,1023.8,7,4,No
0,9.2,43,81,38,1020,1,2,No
0.2,8,33,65,67,1014.2,2,6,No
0,11.1,61,28,74,1005.4,1,2,No
0,2.2,48,51,58,1038.8,7,7,No
0,7.8,20,87,46,1032.1,0,4,No
0,8.5,30,38,31,1018.2,1,7,No
0,11.1,44,46,39,1012.7,1,2,No
0,10.1,48,19,11,1015.1,0,1,No
0,11.1,41,65,30,1013.1,1,1,No
2.2,8.9,59,60,45,1031.3,7,1,No
0,9.7,15,88,64,1026.8,1,1,No
2.8,10.2,26,72,42,1028.5,1,1,No
0,9.6,30,70,50,1018.3,0,2,No
0,8.3,41,67,13,1014.2,6,7,No
0,10.8,19,60,33,1022.5,4,2,No
35.2,0.4,37,79,66,1011.1,8,7,No
0,11.9,48,69,29,1010.1,0,1,No
0,11.6,46,57,33,1011.6,1,7,No
0,6.8,43,77,59,1023.4,8,3,No
0,9.3,37,83,64,1022.2,6,5,No
4,8.3,87,37,61,1008.9,1,7,No
0,11.6,39,67,62,1013.4,1,1,No
0,13,43,47,24,1017.6,0,0,No
0,2.5,30,75,77,1028.3,3,7,No
0,7,35,87,50,1023,2,3,No
1,3.5,30,100,71,1026.4,7,7,No
0,10.4,33,59,48,1021.2,6,1,No
0,6.5,19,81,46,1028.6,3,5,No
0,12.6,30,37,18,1025.6,0,0,No
0.4,8.7,28,77,67,1012.6,7,6,No
0,12.5,39,22,19,1012,0,0,No
26.8,8.4,28,97,60,1010.8,6,2,No
0,3.2,30,70,48,1019.6,8,8,No
0.8,7,24,85,76,1021.5,7,6,No
0,11.7,39,53,56,1004,2,1,No
0,3.6,41,67,51,1017.2,7,7,No
0,8.2,83,29,54,1005,7,5,No
2.2,2.4,13,100,79,1021.6,8,4,No
0,6.1,39,79,59,1029.8,1,7,No
3.4,0.2,43,96,64,1017,7,7,No
0,9.6,44,8,29,1016.5,0,0,No
0,12.6,50,66,23,1012.2,1,1,No
0,13.2,43,49,29,1019.3,4,6,No
0,12.4,54,63,13,1012.5,1,1,No
0,12.7,26,54,52,1017.6,2,2,No
0,11.3,28,62,47,1014.9,1,1,No
0,7.7,46,70,46,1018.3,7,1,No
0,6.7,31,91,49,1027,2,8,No
0,6.8,20,65,37,1016.5,6,7,No
0,7.3,46,52,52,1018.4,5,5,No
0,5.9,31,89,39,1018.5,7,7,No
0,13,41,48,22,1019.8,1,2,No
0,0,91,68,53,1023.2,7,8,No
0,9.1,28,79,41,1029.8,0,1,No
0,2.8,20,75,71,1015.1,6,7,No
0,13.1,31,30,14,1019.9,1,1,No
0,6.1,65,52,47,1021.1,4,7,No
0,12.7,59,19,12,1016,2,4,No
0,4.5,26,82,66,1027.3,6,6,No
0,12.8,33,54,41,1007.6,1,2,No
0,10.8,35,77,50,1013.9,7,0,No
0,10.6,31,36,31,1016.4,0,0,No
0,8.7,33,66,54,1016.7,2,6,No
7.6,8.1,43,60,49,1015.3,2,6,No
0,11.7,46,61,32,1009.8,7,2,No
0,11.1,33,59,48,1010.7,2,6,No
13.2,10,24,72,58,1012.6,1,2,No
0,10.5,33,67,38,1015.3,3,6,No
0,10.4,48,20,10,1011.5,1,6,No
0,12.4,30,44,40,1021.2,1,1,No
0,10.6,50,65,30,1023.9,0,5,No
9.2,9.2,41,70,48,1010.7,5,2,No
0.8,6.8,13,99,49,1027.7,2,3,No
0,11,33,35,18,1015.2,0,1,No
5.8,2.1,37,88,61,1032.9,7,7,No
0.2,7.2,28,76,61,1036.6,5,2,No
0,7.5,28,64,57,1020.7,7,3,No
0,5.6,28,71,43,1026.5,3,7,No
0,10.8,46,29,10,1012.9,3,5,No
0,6.5,30,86,74,1032.2,2,5,No
2,9,37,74,37,1026.9,3,5,No
0,6.7,20,91,45,1031.7,4,4,No
1.2,3.1,37,78,57,1008.2,7,7,No
0.6,7.8,44,62,47,1010.9,1,6,No
0,11.6,44,64,39,1028,5,2,No
0,6.5,63,29,16,1014.9,7,7,No
0,3.6,20,78,43,1027.4,8,6,No
0,10.9,39,70,65,1022.8,3,5,No
0,12.1,43,50,23,1021.1,0,1,No
0,6.7,17,100,63,1032,8,1,No
0.8,11.1,52,46,33,1009.6,2,7,No
0,12.5,41,57,50,1017.7,2,1,No
2.6,0.2,35,81,69,1000.5,7,7,No
0,10.4,31,55,28,1019.7,0,1,No
0,10.8,31,69,50,1024.7,1,1,No
0,8,46,32,9,1010.3,4,4,No
0,10.8,41,25,18,1012.4,4,5,No
0,11.1,48,38,23,1022.9,0,1,No
0.2,2.3,24,99,83,1028.9,8,6,No
0,10.8,54,37,34,1009.4,1,5,No
0,13.1,48,41,42,1007,1,0,No
0,10.9,33,73,30,1021.3,1,0,No
0,13.3,41,73,39,1014.7,0,2,No
6.6,5.5,26,98,62,1031.6,7,6,No
0,5.2,52,61,46,988.8,5,7,No
0,13.1,33,56,40,1010.2,1,1,No
10.2,6.4,28,92,60,1017.9,6,5,No
0,6.6,46,65,53,1017,2,6,No
2,4.2,48,98,92,1013.8,8,8,No
0,10.6,50,60,37,1025.6,1,1,No
6.8,8.1,46,60,54,1019.1,3,4,No
0,8,93,73,44,1015.3,6,1,No
0.6,9.2,54,61,32,1020.1,1,3,No
0,5,56,87,52,1019.3,7,7,No
0,10.7,31,70,58,1013.9,1,6,No
0,13.2,56,49,42,1008.3,0,1,No
0,12.2,35,52,65,1017.6,3,5,No
0,8.4,46,56,23,1021.1,6,1,No
0,13.1,39,44,30,1021.4,0,0,No
2.2,2,28,87,55,1019.8,7,7,No
0,10.9,39,35,19,1019.4,1,1,No
3.6,5.5,46,76,69,1020.1,6,6,No
0,9.8,72,37,20,1014.7,2,7,No
0,10.4,31,61,31,1020.9,0,1,No
0,5.4,28,40,19,1021.1,7,7,No
0,8.4,22,68,30,1019.9,7,7,No
0.8,3.6,46,93,49,1022.7,8,6,No
0,11.5,50,42,23,1007.4,1,5,No
0,4.4,28,83,66,1013.1,7,8,No
1,5.1,24,95,71,1022,5,7,No
0,12.7,30,52,48,1020.4,2,5,No
1.2,9.8,30,48,45,1022.7,1,6,No
0,10,17,38,22,1018.3,1,2,No
0,13.4,39,33,14,1015.6,0,1,No
17.2,11.3,48,48,32,1010,0,2,No
0.4,7.3,48,74,45,1025.1,7,3,No
0,3.5,39,75,56,1026.8,6,7,No
18.6,0.1,63,89,95,1007.6,8,8,No
0,3,39,49,34,1018.8,7,7,No
1,7.2,50,75,52,1020.1,7,6,No
0,9.6,41,43,16,1015.2,7,6,No
0,9.6,33,70,33,1014.7,7,4,No
0.6,4.4,63,76,56,1018.7,3,5,No
0.8,7.3,31,92,68,1024.4,3,4,No
0.2,10.1,15,71,42,1024.6,5,3,No
0.4,11.8,52,65,47,1021.8,1,1,No
0,8.8,43,58,39,1023.1,3,4,No
0,8.7,33,75,52,1026.3,4,6,No
0,11.8,31,59,34,1019.7,5,3,No
0,10.4,39,54,32,1018.9,1,1,No
0,10.9,37,49,16,1015.3,1,3,No
0.2,7.6,48,69,69,1014.2,2,2,No
0.2,5.5,50,77,48,1016,7,7,No
0,13.2,52,36,13,1009.4,0,1,No
0,4.1,31,58,34,1020.3,7,7,No
0.8,8.8,28,94,47,1025.3,1,5,No
0,10.3,26,78,44,1017.2,1,2,No
0,9.7,41,78,48,1013.1,5,4,No
0,8.5,48,73,30,1025.2,6,2,No
0,11.7,41,60,61,1015,2,6,No
0,10.4,37,41,3,1011.3,0,0,No
2.4,7.5,30,97,50,1019.7,8,5,No
0,6.7,26,59,51,1032.7,6,2,No
0.4,9.7,44,47,49,1017.5,1,2,No
0,10.6,56,56,27,1024.5,1,0,No
0,6.8,30,71,33,1019.6,7,3,No
14,11,24,92,41,1015.9,1,3,No
0.2,13.4,43,38,49,1002.9,0,1,No
0,0,54,19,12,1011.1,7,7,No
0,12.8,28,53,15,1016.4,2,1,No
0,10.9,39,54,29,1015.4,2,1,No
0,9.4,22,68,41,1023,1,6,No
0.2,7,20,91,53,1027.4,5,7,No
0,10.9,39,37,23,1027.7,1,1,No
0,8,20,46,26,1022.7,1,1,No
7.2,9,22,97,57,1017.9,3,4,No
0,11.7,48,42,44,1020.2,7,6,No
0,9.3,24,53,29,1023.6,3,1,No
0,12.9,50,51,36,1011.6,0,0,No
0,9.1,50,72,67,1022.3,7,5,No
0,1.2,67,70,89,1017.2,7,8,No
7.6,2.7,20,100,74,1017,7,7,No
0.8,11.4,39,81,72,1015.5,1,3,No
0,11.3,41,25,11,1013,1,6,No
0,12.9,41,53,50,1024.1,3,1,No
0,12.9,52,38,10,1023,0,1,No
0,11.3,31,77,39,1019.5,1,2,No
0,10.2,46,58,51,1011.7,5,2,No
0,11.7,31,42,27,1010.6,7,7,No
4.6,10.1,50,53,51,1018.4,4,3,No
0,12.5,43,44,65,1004.7,1,1,No
0,10.2,57,43,26,1018.9,0,1,No
1.2,3.8,28,96,58,1031.2,3,7,No
0,12.3,44,44,45,1016.1,1,2,No
0,13.1,39,40,40,1022.1,7,3,No
0,13.4,35,49,36,1017.3,0,0,No
0,11,41,45,27,1014.5,1,1,No
0,10.2,35,74,57,1040,7,2,No
0,0.7,44,57,48,1018.9,7,7,No
9.4,11.4,63,59,38,1009.1,2,7,No
0,6.5,35,96,39,1019.2,7,4,No
0,11.1,65,37,48,1008.6,6,2,No
0,9.8,22,67,45,1033.7,5,6,No
0,9.9,72,24,18,1009.4,2,5,No
0,11.5,80,44,17,1014.5,1,0,No
1,6.4,52,64,87,1016.2,2,3,No
0.6,11.2,41,75,66,1015.3,7,2,No
0,13.4,30,52,23,1019,2,3,No
0.2,2.1,37,74,63,1016.3,7,7,No
0,12.3,54,46,26,1010.7,0,1,No
0,11.3,39,59,64,1022,2,7,No
1.4,8.6,39,72,62,1021.1,5,7,No
0,11,37,58,26,1017.1,0,0,No
0,9,52,51,54,1016.6,6,3,No
0,7.7,39,57,48,1010.9,7,3,No
0,13.2,41,25,10,1023.9,2,1,No
0,12.8,44,54,55,1022.7,7,7,No
0,10.5,46,68,14,1013.8,5,2,No
4.2,8.6,48,65,62,1016,3,2,No
0.8,6.3,35,91,43,1021.2,7,5,No
0,7.9,54,21,16,1008.2,7,5,No
0,10.7,50,63,48,1014.6,3,5,No
0,11.9,41,20,27,1014.8,6,0,No
0,9.1,26,72,41,1031.4,1,1,No
0,10.6,44,42,21,1016.4,6,3,No
0,9.7,19,61,31,1028.7,0,0,No
0,9.6,37,84,43,1014.4,7,7,No
8,2.7,24,84,71,1033.5,7,6,No
0,12,31,54,52,1018.1,3,1,No
0.2,4.7,59,86,63,1012,7,6,No
0,7,74,35,21,1005.5,7,7,No
1.4,7.2,54,29,17,1012.2,1,7,No
0.2,6.5,17,99,75,1028.8,5,6,No
0,10,28,47,23,1019.4,0,1,No
0,13,30,55,18,1021.6,1,1,No
1.2,9.3,50,68,47,1036.8,1,6,No
0,11,41,44,41,1013.4,0,3,No
0,9.9,50,62,34,1018.1,3,6,No
0,10.1,13,88,51,1031.6,1,4,No
0,10.4,54,25,17,1019.2,1,7,No
0.4,6.7,26,92,65,1028,3,2,No
0,9.8,37,56,20,1025.4,1,0,No
0,10,35,62,46,1021.9,1,2,No
0,12.4,39,25,12,1012.4,1,4,No
0,3,26,51,43,1012.6,7,7,No
0,12.9,43,50,42,1020.8,3,0,No
0,10.5,30,55,37,1027.5,5,1,No
0.2,4.8,31,97,37,1034.7,6,7,No
0.8,5.8,35,75,69,1009.2,4,7,No
0,11.5,54,30,15,1013.7,7,7,No
0,10.3,37,58,35,1027.4,1,1,No
0,3.8,31,71,46,1025.6,5,6,No
3,8.1,35,84,76,1024,8,7,No
0,12.9,52,39,24,1020.7,0,1,No
0,8.3,39,70,58,1018.8,1,4,No
0,10.8,31,63,16,1023,0,1,No
0,9.7,30,63,30,1016.8,4,1,No
0,9.7,37,58,56,1014.3,7,7,No
0,8.4,30,61,32,1024.2,2,7,No
0,5.2,78,68,86,1012.7,7,7,No
0,11.5,33,56,53,1013.1,1,1,No
0,11.7,43,60,45,1016.7,3,1,No
0,8.7,28,63,34,1025.6,3,1,No
0.2,8.6,44,64,49,1020.4,7,2,No
0,7.7,37,72,43,1023.9,1,5,No
1.8,1.8,76,35,30,1018.2,7,6,No
1.8,10.8,50,56,19,1013.4,1,6,No
0,12.3,26,57,24,1023.7,2,7,No
0,10.2,35,68,58,1012.7,0,1,No
1.6,8.9,35,65,31,1005.1,7,7,No
0.6,4.6,44,59,42,1011.6,1,3,No
0,11.9,35,70,59,1026,4,2,No
0,11.9,28,62,57,1019.3,1,4,No
0,13.9,54,35,8,1010.6,0,2,No
1,1,15,99,87,1026.9,8,8,No
0,8.1,30,71,56,1018.2,1,6,No
0,8.1,43,68,34,1018.3,1,2,No
0,13.2,56,41,24,1011.2,1,0,No
0,11,48,22,8,1009.9,7,2,No
2.4,0.2,52,66,67,1025.1,8,8,No
0,12.4,43,63,40,1017.3,1,1,No
12.2,0.6,35,89,71,1012.9,8,7,No
0.4,10.3,52,58,45,1013.7,7,2,No
0,9.8,44,57,41,1015,7,2,No
0,3.2,33,82,61,1009.8,8,6,No
0.8,6.6,39,99,53,1034.6,6,7,No
0.6,4.1,43,57,45,1015.4,7,7,No
0,12.1,39,69,28,1019.2,7,0,No
0,11.1,52,14,8,1016.3,0,0,No
0,7.5,24,76,51,1025,3,4,No
0,10.7,35,69,52,1022.8,0,1,No
0,12.2,43,66,36,1019.3,0,5,No
2.2,9.1,76,73,29,1013.4,5,1,No
9,0.8,31,74,64,1017.7,7,6,No
0,9,44,57,39,1030.8,1,0,No
0,7.7,30,76,30,1032.6,1,6,No
0,11.8,39,73,65,1006.4,3,5,No
0.2,0,54,75,66,1027.6,7,7,No
0,9.4,31,81,45,1015.4,7,3,No
0.2,7.5,28,85,53,1030.8,7,4,No
0,13,30,59,34,1019.6,0,1,No
0,6,39,75,59,1020.6,7,7,No
0,11.7,24,58,53,1020.7,6,1,No
0,4.8,28,57,59,1024.6,7,6,No
0,0.8,31,57,58,1022.2,8,7,No
0,9.2,28,67,64,1017.9,5,3,No
0,7.6,28,61,40,1023.5,1,5,No
3,11.7,59,85,62,1013.4,8,6,No
0,10.9,44,14,5,1015.5,0,6,No
0,6.4,33,53,26,1018.6,1,7,No
0,11.4,33,16,8,1010.7,1,1,No
0.2,4.8,69,69,36,1015.5,3,2,No
4.4,6,50,70,56,1013.2,7,7,No
0,0.3,65,62,44,1014.9,7,7,No
0,12.8,63,61,46,1016.6,2,0,No
0,5.6,54,83,48,1006.1,7,7,No
5,11.5,50,66,51,1009.9,2,1,No
0,5.2,39,37,31,1025,7,7,No
0,10.5,31,69,46,1029.1,1,1,No
0,13.2,48,46,35,1016.1,1,1,No
0.6,6.8,50,59,53,1024.9,1,1,No
0,7.2,31,88,37,1024.9,1,3,No
0,13,33,31,26,1007.4,1,1,No
2.6,9.6,37,79,42,1016.3,3,2,No
0,10.9,35,47,47,1022.4,0,1,No
0,10.2,35,16,10,1017.2,3,5,No
0,1.9,30,85,76,1003.7,8,7,No
0,5.1,91,51,35,1012.3,7,4,No
0,2.4,44,71,52,1012.7,6,6,No
0.6,8.9,41,93,42,1023.1,7,2,No
0,11.5,24,51,20,1020.1,6,6,No
0,12.8,35,16,2,1010.9,1,1,No
