@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-4,8-11'

@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
2.054772,2.335385,2.508867,STAR,-0.367941,-0.826443
0.388458,0.549624,0.67495,STAR,-0.364897,0.83832
-1.420003,-1.526631,-1.614242,GALAXY,-0.174545,-0.682256
-0.701993,-0.882412,-1.033361,GALAXY,-0.179024,-0.839671
0.003616,0.077727,0.148742,STAR,-0.367768,1.065844
2.223743,2.349074,2.291721,QSO,1.980809,-0.413063
0.518147,0.671146,0.793049,STAR,-0.36805,0.334327
-0.940065,-1.025149,-1.103784,GALAXY,-0.205346,-0.622068
-0.010488,-0.136673,-0.232307,GALAXY,-0.023885,-0.679611
-0.592538,-0.737952,-0.884573,GALAXY,0.008996,1.762306
-0.489701,-0.490266,-0.50706,GALAXY,-0.238385,-0.568494
2.241265,2.151564,2.115337,QSO,4.261688,-0.589659
-0.833623,-0.705616,-0.60018,STAR,-0.367739,1.075765
-1.466121,-1.405329,-1.335476,STAR,-0.366174,1.010286
-0.365435,-0.33297,-0.318262,STAR,-0.367724,2.504405
-1.666963,-1.378927,-1.197046,STAR,-0.367402,1.075765
0.026637,0.123357,0.212862,STAR,-0.367769,2.518956
0.885071,0.912827,0.939279,STAR,-0.365155,1.072458
-0.638043,-0.74728,-0.898584,GALAXY,-0.117726,-0.631989
-1.380882,-0.782369,-0.340173,STAR,-0.36777,-0.373379
-1.085554,-0.924728,-0.782357,STAR,-0.36805,1.030128
-0.809509,-0.34527,0.004142,STAR,-0.367937,1.762306
0.11519,0.107267,0.099987,STAR,-0.36517,0.83832
0.738075,0.582629,0.512527,GALAXY,-0.126994,-0.661091
0.756454,0.688519,0.668179,GALAXY,-0.150982,-0.668367
-1.030153,-0.908463,-0.810296,STAR,-0.368655,-0.827105
-0.233853,-0.179815,-0.10874,STAR,-0.367869,0.841627
-0.832493,-0.82326,-0.747045,STAR,-0.367929,1.311887
0.790162,0.83661,0.881922,STAR,-0.367836,2.504405
-0.147889,-0.307535,-0.419901,GALAXY,-0.01228,-0.626698
-2.187981,-1.962736,-1.754277,STAR,-0.369134,-0.844963
-0.53917,-0.623376,-0.658766,GALAXY,-0.24317,-0.622068
0.754637,0.557255,0.491611,GALAXY,-0.13785,-0.826443
1.604907,1.712953,1.742682,QSO,2.821425,1.973956
-0.822879,-0.778096,-0.724031,STAR,-0.369033,0.637913
-0.306164,-0.210015,-0.144395,STAR,-0.366849,2.51631
0.460242,0.284046,0.237272,GALAXY,-0.119343,-0.682918
1.357081,1.369514,1.343601,STAR,-0.367318,1.50105
-0.251987,-0.222517,-0.185851,STAR,-0.368303,0.211305
1.210396,1.199417,1.223136,STAR,-0.366347,1.310565
-0.323338,-0.44767,-0.555296,GALAXY,-0.197607,-0.679611
0.72495,0.556587,0.507637,QSO,-0.189906,-0.823798
-0.070964,-0.21799,-0.292422,GALAXY,-0.123943,-0.37404
-1.88385,-1.892234,-1.914301,GALAXY,-0.270278,-0.84364
-0.191088,-0.313927,-0.481738,GALAXY,-0.233324,-0.706067
0.125708,-0.112372,-0.251944,GALAXY,-0.014729,-0.630005
-0.002993,0.153038,0.257018,STAR,-0.368025,-0.826443
-0.05025,-0.088318,-0.051308,GALAXY,-0.222677,-0.703421
0.506651,0.532392,0.586194,STAR,-0.367741,-0.87671
1.971605,2.120704,2.189046,QSO,3.164071,-0.706067
1.416888,1.484811,1.492607,STAR,-0.368619,1.553963
-0.952889,-0.810811,-0.693509,STAR,-0.367769,0.83832
-0.37324,-0.488438,-0.596861,GALAXY,-0.176868,-0.688209
-0.323037,-0.112284,0.062385,STAR,-0.367896,-0.682918
-0.436664,-0.554052,-0.694905,GALAXY,-0.067123,-0.630005
-0.324186,-0.420599,-0.529765,GALAXY,-0.147698,-0.651832
0.592351,0.443057,0.391051,GALAXY,-0.156954,-0.631989
1.973045,1.914771,1.666441,QSO,0.707477,-0.607517
-1.162639,-1.209797,-1.301318,GALAXY,-0.152338,-0.651832
-0.673078,-0.514013,-0.374056,STAR,-0.36759,1.714023
-0.710505,-0.636001,-0.563999,STAR,-0.367248,1.132646
-0.953124,-0.997331,-1.021331,GALAXY,-0.165879,-0.62273
-1.284532,-1.098588,-0.955405,STAR,-0.367242,0.83832
0.000867,-0.133112,-0.19605,GALAXY,-0.204422,-0.703421
0.625447,0.482348,0.485391,GALAXY,-0.115966,-0.650509
1.7492,1.997652,2.21731,STAR,-0.367724,1.758337
1.085433,1.129038,1.194437,STAR,-0.367114,1.751062
-0.664774,-0.673631,-0.645557,GALAXY,-0.20009,-0.877372
-0.327698,-0.430156,-0.554084,GALAXY,-0.144889,-0.651832
0.63086,0.45257,0.397563,GALAXY,-0.193648,-0.632651
-0.431052,-0.359364,-0.337841,STAR,-0.367601,0.793344
-1.342429,-1.199097,-1.089304,STAR,-0.368015,1.01227
-1.795175,-1.797879,-1.837357,GALAXY,-0.297387,-0.622068
-0.771687,-0.82144,-0.896753,GALAXY,-0.220351,-0.703421
0.234692,0.125502,0.049469,GALAXY,-0.232871,-0.878033
-0.167389,-0.039048,0.05186,STAR,-0.368143,0.801942
0.370926,0.155306,0.011666,GALAXY,-0.113715,-0.427614
-2.755324,-2.732644,-2.772377,GALAXY,-0.280862,-0.661091
0.495908,0.3894,0.300314,GALAXY,-0.156989,-0.622068
-0.201482,-0.176782,-0.142631,STAR,-0.369339,1.342312
-0.130442,-0.293354,-0.353967,GALAXY,-0.115155,-0.828427
-2.145404,-1.921977,-1.732492,STAR,-0.36847,0.212628
-0.340955,-0.142282,-0.001099,STAR,-0.368711,0.83832
0.428059,0.456632,0.437766,GALAXY,-0.259502,-0.37404
0.798702,0.689178,0.688928,GALAXY,-0.047242,-0.681595
0.392666,0.209482,0.127658,GALAXY,-0.097909,-0.818506
0.420564,0.482788,0.545825,STAR,-0.371034,-0.827105
0.745928,0.746009,0.743768,STAR,-0.368086,-0.622068
0.986391,1.288101,1.38907,STAR,-0.366804,1.072458
-0.710279,-0.621037,-0.523445,STAR,-0.367421,1.310565
0.026788,0.088303,0.132791,STAR,-0.367939,0.841627
0.689548,-0.080458,0.256199,GALAXY,0.535075,-0.69813
-1.025342,-0.875431,-0.751844,STAR,-0.367872,0.83832
-1.55215,-1.48647,-1.405732,STAR,-0.367834,1.323793
-1.502841,-1.58151,-1.64988,GALAXY,-0.156181,-0.606856
0.192379,0.025599,-0.018153,GALAXY,-0.175062,-0.632651
1.294938,1.316798,1.322936,STAR,-0.366436,2.032822
-0.854374,-0.860327,-0.858172,GALAXY,-0.235536,-0.679611
-1.387247,-1.397082,-1.412587,GALAXY,-0.278807,1.485176
0.606766,0.668183,0.720269,STAR,-0.368529,1.047986
-1.617871,-1.633708,-1.703809,GALAXY,-0.263677,-0.606856
0.68805,0.566891,0.543041,GALAXY,-0.095701,-0.388591
0.847729,0.729041,0.689137,GALAXY,-0.112229,-0.866789
-1.613229,-1.441464,-1.300465,STAR,-0.367834,1.131985
2.290546,2.275468,2.293869,QSO,1.501618,-0.630005
0.321231,0.209693,0.102286,GALAXY,-0.173999,-0.37404
1.350895,1.23644,1.209351,GALAXY,-0.169581,-0.632651
-1.312515,-1.183122,-1.076974,STAR,-0.367829,0.793344
0.070194,-0.066566,-0.166741,GALAXY,-0.247693,-0.624052
0.322652,0.350452,0.37847,STAR,-0.366269,1.342312
1.5132,1.690771,1.903976,QSO,2.274534,-0.630005
-0.158105,-0.2412,-0.337699,GALAXY,-0.140027,-0.659768
-0.174526,-0.124452,-0.080693,STAR,-0.368298,1.132646
-0.727679,-0.790334,-0.830928,GALAXY,-0.290041,-0.659768
-0.545507,-0.501626,-0.47745,GALAXY,-0.351746,-0.630005
0.881888,0.920643,0.958707,STAR,-0.368348,1.27088
1.150334,1.327972,1.447472,STAR,-0.369556,-0.823798
-0.452764,-0.438429,-0.392121,STAR,-0.367283,2.512342
0.230634,0.028958,-0.137264,GALAXY,-0.270919,-0.703421
0.632649,0.4664,0.386219,GALAXY,-0.161044,-0.844963
-1.160332,-1.216118,-1.27939,GALAXY,-0.249311,-0.37404
0.74316,0.751407,0.771748,STAR,-0.366714,0.841627
1.11593,1.081341,1.124641,GALAXY,-0.185857,-0.622068
-0.056182,-0.027284,0.014625,STAR,-0.36724,2.504405
-1.008921,-0.994289,-1.007662,GALAXY,-0.250707,-0.682918
1.676522,1.478024,1.62113,GALAXY,-0.153692,-0.668367
0.611257,0.504099,0.411165,GALAXY,-0.015504,-0.681595
0.574245,0.619194,0.707946,STAR,-0.366848,0.841627
0.471672,0.327426,0.260655,GALAXY,-0.091584,-0.839671
-0.294931,-0.261826,-0.190951,STAR,-0.367635,1.132646
-0.715881,-0.832632,-0.922986,GALAXY,-0.105386,1.95213
0.687137,0.650142,0.699561,GALAXY,-0.24757,-0.703421
1.166397,1.238822,1.322635,STAR,-0.365858,1.046663
2.127695,2.306293,2.275219,QSO,1.995608,-0.37404
0.883536,0.945849,0.99845,STAR,-0.367526,1.132646
-0.241348,-0.279849,-0.296418,STAR,-0.367625,0.841627
-0.263022,-0.198885,-0.163096,STAR,-0.367418,0.83832
1.271239,1.249126,1.234372,STAR,-0.369754,1.108174
0.953484,0.929549,0.923805,STAR,-0.368004,2.504405
1.833347,2.010955,2.074642,QSO,2.613635,-0.632651
-0.50938,-0.64896,-0.77383,GALAXY,-0.15463,-0.629344
-0.790142,-0.738919,-0.730894,GALAXY,-0.312178,-0.650509
-0.425854,-0.273044,-0.161833,STAR,-0.366154,1.075765
0.139916,0.081094,0.017535,STAR,-0.365988,0.793344
1.886469,2.028749,2.003634,QSO,2.377618,-0.682256
0.711721,0.779436,0.86741,STAR,-0.366296,1.71733
-1.69424,-1.722067,-1.750557,GALAXY,-0.250281,-0.650509
0.165639,0.066174,-0.024674,GALAXY,-0.209293,-0.698792
-0.818793,-0.840431,-0.827166,GALAXY,-0.168539,-0.659768
0.02691,0.095047,0.190884,STAR,-0.367123,-0.877372
-0.276929,-0.456444,-0.600607,GALAXY,-0.053327,-0.435551
0.427786,0.506473,0.597731,STAR,-0.36754,-0.605533
-0.297558,-0.435071,-0.589296,GALAXY,-0.137189,-0.839671
0.637141,0.440868,0.434313,GALAXY,-0.197414,-0.681595
-0.709723,-0.801025,-0.904695,GALAXY,-0.212777,-0.74046
0.069525,0.123172,0.199118,STAR,-0.368242,1.243762
0.257657,0.223286,0.237055,STAR,-0.368286,1.290061
0.654258,0.689565,0.604711,GALAXY,-0.331699,-0.703421
-1.547038,-1.347909,-1.186914,STAR,-0.368054,1.079733
0.612839,0.709883,0.782248,STAR,-0.367371,1.778841
-1.950418,-1.735219,-1.551903,STAR,-0.367817,1.065844
0.291967,0.233326,0.145406,GALAXY,-0.236986,-0.700114
-0.302756,-0.507402,-0.684489,GALAXY,-0.199457,-0.413063
-0.097102,-0.203905,-0.320302,GALAXY,0.030741,-0.651832
0.365954,0.37237,0.493174,GALAXY,-0.204664,-0.626698
-0.257759,-0.353473,-0.454569,GALAXY,-0.125878,-0.630005
-0.194778,-0.366081,-0.536905,GALAXY,-0.195501,-0.682918
-2.078017,-1.872892,-1.71675,STAR,-0.368128,1.065844
-0.004067,0.108428,0.210278,STAR,-0.367474,-0.628682
0.4469,0.413639,0.421188,STAR,-0.368432,1.243762
-0.445006,-0.32737,-0.31185,GALAXY,-0.297335,-0.568494
0.780144,0.639785,0.617786,GALAXY,-0.07043,-0.629344
-0.040486,-0.201461,-0.319583,GALAXY,0.03572,-0.818506
2.001715,2.034702,2.165588,QSO,2.874842,-0.845624
0.930312,0.988103,1.03953,STAR,-0.369876,1.778841
0.45834,0.292935,0.186177,GALAXY,-0.102555,-0.377347
-1.013544,-0.908023,-0.814534,STAR,-0.367621,0.841627
-1.965106,-1.742728,-1.562428,STAR,-0.36798,1.01227
2.132808,2.069913,1.997464,STAR,-0.367849,-0.825782
1.970352,1.925655,1.795182,QSO,4.87813,2.516972
-0.512722,-0.385634,-0.282658,STAR,-0.36777,-0.844963
0.573153,0.401937,0.333084,GALAXY,0.012323,-0.878694
0.033539,0.112806,0.20986,STAR,-0.367483,1.132646
0.313604,0.20753,0.132064,GALAXY,-0.030188,-0.659768
-2.093054,-1.820026,-1.792013,STAR,-0.368096,0.579048
0.197397,0.11191,0.053674,GALAXY,-0.121309,-0.650509
0.44013,0.414395,0.410755,GALAXY,-0.268244,-0.631989
1.621356,1.740383,1.87582,QSO,3.052494,-0.606856
1.541343,1.469856,1.387005,STAR,-0.368284,-0.818506
-1.656663,-1.456911,-1.304076,STAR,-0.367588,0.793344
-0.285403,-0.236681,-0.211817,GALAXY,-0.258222,1.030128
1.725765,1.840224,1.69213,QSO,6.006706,1.561899
0.466993,0.33045,0.285776,GALAXY,-0.176915,-0.37404
-1.233463,-1.022722,-0.860806,STAR,-0.369739,1.079733
0.369033,0.37841,0.674114,QSO,1.217248,-0.583045
0.370351,0.339682,0.370887,STAR,-0.36756,0.793344
-0.509069,-0.325453,-0.175309,STAR,-0.367934,1.132646
-1.966217,-1.788331,-1.643167,STAR,-0.367852,0.841627
0.51988,0.363517,0.267802,GALAXY,-0.036049,-0.839671
0.252921,0.343383,0.414233,STAR,-0.368119,1.290061
-0.490953,-0.337841,-0.240173,STAR,-0.37067,-0.39256
0.894853,0.959186,0.998843,STAR,-0.367525,1.561899
0.309998,0.384055,0.477976,STAR,-0.367813,-0.87671
0.135867,0.187089,0.226898,STAR,-0.367219,2.419084
-0.080257,-0.182857,-0.264584,GALAXY,-0.112828,-0.377347
-0.775717,-0.893552,-1.031195,GALAXY,-0.041842,-0.88134
-1.269656,-1.047727,-0.890416,STAR,-0.36651,1.075765
0.468104,0.509937,0.552195,STAR,-0.367533,2.518956
-0.22101,-0.276139,-0.240892,GALAXY,-0.267276,-0.844963
0.344393,0.164371,-0.020101,GALAXY,-0.0267,-0.624052
0.559896,0.359736,0.366473,GALAXY,0.013298,-0.414386
-0.645792,-0.63201,-0.635367,GALAXY,-0.243643,-0.82512
-0.356726,-0.506927,-0.625335,GALAXY,-0.166974,-0.84827
-0.045476,0.024597,0.129238,STAR,-0.36792,-0.87671
-0.020497,-0.036173,0.028202,STAR,-0.367011,1.068489
1.741677,1.619389,1.631271,QSO,4.13076,-0.688209
2.111011,2.010102,1.706743,QSO,0.706763,-0.82512
0.001724,-0.160385,-0.305463,GALAXY,0.016367,-0.626698
0.611577,0.690576,0.782591,STAR,-0.369085,0.328374
0.878875,0.986881,1.056275,STAR,-0.368245,1.065844
-0.076736,-0.211932,-0.319332,GALAXY,-0.234086,-0.37404
0.473414,0.337818,0.288585,GALAXY,-0.15283,-0.626698
0.480965,0.568729,0.635007,STAR,-0.367372,-0.651832
0.250755,0.356536,0.441862,STAR,-0.367015,-0.826443
0.101915,0.292733,0.439663,STAR,-0.366781,-0.631989
0.046438,0.74396,0.658874,STAR,-0.367875,-0.380655
0.299669,0.411274,0.494203,STAR,-0.369485,-0.678288
-0.13934,-0.323185,-0.425042,GALAXY,-0.130658,-0.622068
-0.187152,-0.401354,-0.543041,GALAXY,0.035271,-0.825782
0.539313,0.381733,0.290407,GALAXY,-0.140966,-0.826443
0.357518,0.397489,0.418747,STAR,-0.367844,1.010286
1.09999,1.051941,1.122384,QSO,4.292619,-0.688209
1.809318,1.750696,1.571507,QSO,0.292789,-0.692839
-0.28319,-0.137236,-0.007913,STAR,-0.369655,0.861469
-0.740983,-0.822337,-0.936178,GALAXY,-0.242168,-0.709374
-0.183922,-0.283524,-0.412979,GALAXY,-0.063661,1.030128
1.17698,1.239086,1.325594,STAR,-0.36691,0.839642
0.514701,0.336297,0.291201,GALAXY,0.156319,-0.659768
0.903553,0.975197,1.052705,STAR,-0.37139,1.311887
0.402129,0.448367,0.507294,GALAXY,-0.249155,-0.703421
1.938999,1.980587,2.127518,QSO,3.071796,-0.862159
0.84883,0.864014,0.877692,STAR,-0.368066,1.290061
-1.173495,-1.041265,-0.938493,STAR,-0.367684,1.01227
0.155828,-0.008891,-0.128361,GALAXY,0.035253,-0.574447
0.824905,0.74527,0.69264,GALAXY,-0.183466,-0.37867
0.146196,-0.033201,-0.125677,GALAXY,-0.147131,-0.681595
0.429547,0.334556,0.2775,GALAXY,-0.096876,-0.877372
0.269134,0.172037,0.066364,GALAXY,-0.104346,-0.762287
2.221596,2.380259,2.44443,QSO,2.262928,2.503744
0.337171,0.773317,1.10222,STAR,-0.368291,-0.699453
0.085042,0.001712,-0.064074,GALAXY,-0.115797,-0.37404
0.589291,0.433078,0.353892,GALAXY,-0.224752,-0.82512
-0.792081,-0.923901,-1.040776,GALAXY,-0.152956,-0.682918
0.914842,0.650318,0.4802,QSO,0.248695,-0.661091
0.006516,0.140747,0.249494,STAR,-0.368037,0.334327
-0.620803,-0.700657,-0.820787,GALAXY,-0.178784,-0.706067
1.390694,1.451129,1.477726,STAR,-0.365578,1.310565
-0.500567,-0.627324,-0.669299,GALAXY,-0.156905,-0.466637
-0.767733,-0.866516,-0.947221,GALAXY,-0.140526,-0.622068
-0.326803,-0.486917,-0.635642,GALAXY,-0.232476,-0.699453
-0.528126,-0.675574,-0.79218,GALAXY,-0.134829,2.493823
-0.51662,-0.656996,-0.779323,GALAXY,0.01385,1.93361
1.740623,1.779824,1.602555,QSO,5.021708,-0.82512
-0.118258,-0.242519,-0.375034,GALAXY,-0.244975,-0.624052
0.280838,0.29326,0.321004,STAR,-0.367207,1.010286
0.1276,-0.04725,-0.225686,GALAXY,-0.069281,-0.877372
0.24762,0.239964,0.131195,GALAXY,-0.232627,-0.66043
-0.572897,-0.512105,-0.44177,STAR,-0.367825,1.079733
-1.292592,-1.155559,-1.019492,STAR,-0.36807,0.793344
-0.487931,-0.429057,-0.35477,STAR,-0.368309,1.290061
-0.621782,-0.520713,-0.411432,STAR,-0.36779,0.841627
-0.922326,-0.869031,-0.707554,GALAXY,-0.266414,-0.682256
-0.053122,-0.20569,-0.285049,GALAXY,-0.116125,-0.682256
-0.724336,-0.830531,-0.949294,GALAXY,-0.136839,-0.839671
0.672854,0.529095,0.465412,GALAXY,0.023768,-0.668367
0.164622,0.070869,-0.011934,GALAXY,-0.242216,-0.706067
0.848406,0.815808,0.856442,QSO,2.368787,-0.35486
1.091026,1.301561,1.4141,STAR,-0.368778,-0.682918
-0.513165,-0.381299,-0.273579,STAR,-0.36745,-0.651832
0.478366,0.277039,0.215035,GALAXY,-0.144015,-0.624052
-1.511748,-1.403755,-1.315161,STAR,-0.36793,1.010286
2.638159,2.949333,3.085017,STAR,-0.367882,1.046663
-0.260565,-0.449085,-0.659301,GALAXY,-0.102787,-0.878694
0.455675,0.558055,0.640416,STAR,-0.366835,0.841627
0.798739,0.771549,0.777216,STAR,-0.368879,1.065844
0.132251,0.070034,0.074774,STAR,-0.366844,1.310565
1.597977,1.565372,1.394554,QSO,0.297407,-0.688209
1.972555,1.965272,1.843944,QSO,4.843557,-0.877372
-0.719902,-0.571038,-0.447889,STAR,-0.368308,-0.651832
0.184329,0.095539,0.097254,GALAXY,-0.144689,-0.864805
-0.458385,-0.614901,-0.739455,GALAXY,-0.149033,-0.825782
0.563332,0.497198,0.436211,GALAXY,-0.206274,-0.823798
1.719786,2.110857,2.39779,STAR,-0.368132,1.072458
-2.539021,-2.477908,-2.491913,GALAXY,-0.262924,-0.682256
1.157716,1.275942,1.010262,QSO,0.324902,-0.703421
-1.160276,-1.292379,-1.411383,GALAXY,-0.186118,-0.878694
-0.6178,-0.529821,-0.445507,STAR,-0.366737,1.075765
0.853142,1.131376,1.295148,STAR,-0.366835,2.504405
-1.499348,-1.293628,-1.087866,STAR,-0.36761,1.01227
-1.63495,-1.542835,-1.439514,STAR,-0.368234,1.079733
1.066065,1.149593,1.217853,STAR,-0.365874,-0.377347
0.21121,-0.006052,-0.166983,GALAXY,-0.162326,-0.629344
0.582587,0.487043,0.444922,GALAXY,-0.159712,-0.415048
1.119273,1.193095,1.294563,STAR,-0.368285,2.504405
0.050026,-0.036454,-0.074081,GALAXY,-0.133176,-0.824459
-0.432483,-0.558456,-0.716256,GALAXY,-0.069479,2.464721
0.157598,0.211619,0.201517,STAR,-0.368165,-0.87671
-2.19187,-2.25498,-2.353508,GALAXY,-0.263636,-0.878694
-1.143667,-0.948949,-0.800841,STAR,-0.367096,-0.688209
0.843492,6.838613,1.361383,STAR,-0.36804,-0.845624
1.233389,1.272029,1.142749,QSO,1.616591,2.317227
-0.787882,-0.607726,-0.44539,STAR,-0.365036,1.741802
-1.155521,-1.124225,-1.081229,GALAXY,-0.264103,-0.878694
0.106585,0.097825,0.07082,GALAXY,-0.139225,-0.377347
0.07525,-0.099826,-0.218622,GALAXY,-0.119014,-0.650509
-0.458329,-0.532072,-0.655581,GALAXY,-0.121837,-0.650509
1.828206,1.899948,1.858775,QSO,1.569517,2.94358
0.405537,0.460166,0.489588,GALAXY,-0.275484,-0.628682
1.993966,2.077061,1.986253,QSO,1.622271,-0.692839
-0.037963,-0.19521,-0.30747,GALAXY,-0.242748,-0.827105
-0.383381,-0.493616,-0.620896,GALAXY,-0.117083,-0.688209
-0.408464,-0.574642,-0.704176,GALAXY,-0.155827,-0.37867
-0.325749,-0.275603,-0.036202,GALAXY,-0.323299,-0.622068
0.571317,0.669115,0.75059,STAR,-0.3655,1.290061
1.84103,1.856067,1.754787,QSO,4.729169,1.047986
1.481281,1.509235,1.563339,STAR,-0.368359,2.475965
-1.012386,-0.949486,-0.881622,STAR,-0.367949,1.08767
-1.146943,-1.044553,-0.940249,STAR,-0.367951,1.079733
0.902226,0.807675,0.796611,GALAXY,-0.292933,-0.825782
1.580088,1.572968,1.430268,QSO,1.86383,2.319211
1.241025,1.338417,1.427425,STAR,-0.369306,0.879327
0.697052,0.568544,0.545624,GALAXY,-0.044018,-0.84364
-0.72074,-0.798696,-0.889956,GALAXY,-0.250369,-0.699453
-0.901019,-0.845899,-0.792698,STAR,-0.367603,1.010286
0.400613,0.318792,0.227934,GALAXY,-0.164699,-0.427614
0.563539,0.338838,0.380969,GALAXY,-0.053797,-0.661091
0.98738,1.022119,1.069592,STAR,-0.365768,1.73585
0.161976,0.274428,0.370611,STAR,-0.367042,2.504405
1.024411,0.814436,0.718639,GALAXY,-0.062534,-0.827766
2.015368,1.840198,1.683829,QSO,4.579068,-0.626037
0.88056,0.887084,0.900991,STAR,-0.369031,1.017561
0.441514,0.586603,0.705305,STAR,-0.367902,-0.839671
0.865288,0.84512,0.948876,STAR,-0.367619,0.841627
-1.452901,-1.286752,-1.165864,STAR,-0.367815,1.010286
3.361931,3.706133,3.283454,STAR,-0.36718,-0.824459
0.844301,0.664534,0.601409,GALAXY,0.083774,-0.631328
0.108854,-0.044727,-0.150431,GALAXY,-0.116243,-0.62273
1.03683,1.061779,1.17047,STAR,-0.367522,1.310565
1.738184,2.041858,2.255005,QSO,9.535182,2.307306
0.439763,0.440674,0.463932,STAR,-0.366758,2.504405
0.363186,0.173541,0.069508,GALAXY,-0.08018,-0.412402
0.211888,0.258858,0.302078,STAR,-0.367791,1.08767
-1.91012,-1.986941,-2.04193,GALAXY,-0.202041,-0.741122
-0.425195,-0.278847,-0.171347,STAR,-0.367947,1.01227
-0.074052,-0.087755,-0.111549,GALAXY,-0.263608,-0.698792
-0.960713,-0.069582,-0.131914,STAR,-0.368193,-0.709374
0.461889,0.383641,0.33601,GALAXY,-0.20993,-0.692839
-1.394468,-1.225446,-1.079139,STAR,-0.367928,1.010286
-1.825173,-1.83994,-1.899855,GALAXY,-0.277157,-0.628682
-0.996652,-0.909834,-0.833369,STAR,-0.368109,1.194157
-1.256126,-0.985005,-0.842548,STAR,-0.369019,-0.839671
0.826807,1.059625,1.222794,STAR,-0.367797,-0.622068
0.583472,0.609954,0.620829,STAR,-0.367199,1.290061
0.588613,0.46763,0.362962,GALAXY,-0.183667,-0.682918
-0.759513,-0.712359,-0.674842,STAR,-0.368183,1.194157
0.792779,0.702278,0.607888,GALAXY,-0.248463,-0.589659
0.329592,0.119708,0.065595,GALAXY,-0.201358,-0.583045
-1.642248,-1.493415,-1.379733,STAR,-0.367038,1.131985
0.77988,0.741569,0.805046,GALAXY,-0.220078,-0.649186
-1.763228,-1.813608,-1.867227,GALAXY,-0.263529,-0.682256
-0.343911,-0.206411,-0.107093,STAR,-0.367938,-0.626698
0.607661,0.672297,0.730902,STAR,-0.367767,2.518956
0.402882,0.262075,0.201317,GALAXY,-0.184259,-0.824459
0.969227,1.138225,1.293108,STAR,-0.36689,-0.825782
0.484496,0.519863,0.548207,STAR,-0.368442,1.311887
1.625979,1.711388,1.730393,QSO,1.430144,1.542719
-0.166174,-0.308704,-0.435149,GALAXY,-0.094137,-0.388591
-1.691444,-2.007496,-1.866809,STAR,-0.367372,0.579048
-0.294969,-0.38879,-0.486186,GALAXY,-0.237955,-0.681595
0.187398,0.023744,-0.107043,GALAXY,-0.170499,-0.839671
0.397412,0.248017,0.17286,GALAXY,-0.141938,-0.650509
0.436279,0.29792,0.259359,GALAXY,-0.163402,-0.622068
-0.359334,-0.358221,-0.34636,GALAXY,-0.285634,-0.703421
-1.640892,-1.336585,-1.100448,STAR,-0.367921,-0.650509
-0.601859,-0.696375,-0.788025,GALAXY,-0.223896,-0.703421
0.583293,0.397392,0.297822,GALAXY,0.004226,-0.329726
-0.054713,-0.113577,-0.16012,GALAXY,-0.201638,-0.630005
0.532054,0.30636,0.162427,GALAXY,-0.223811,-0.82512
1.324729,1.564818,1.50671,QSO,2.11823,-0.877372
-0.356151,-0.214842,-0.075217,STAR,-0.36683,1.01227
0.267826,0.139868,0.055505,GALAXY,-0.166939,-0.651832
2.170705,2.517773,2.76191,STAR,-0.368497,-0.628682
0.844009,0.720504,0.683837,GALAXY,-0.197951,-0.681595
-0.175881,-0.396131,-0.527801,GALAXY,-0.145973,-0.88134
-0.851644,-0.668549,-0.539087,STAR,-0.366728,-0.377347
0.752377,0.738958,0.736152,STAR,-0.368864,1.072458
0.886059,0.953463,0.976631,STAR,-0.367516,1.516924
1.835804,1.334162,0.887482,STAR,-0.368066,1.046663
0.308576,0.199952,0.151726,GALAXY,-0.117264,-0.628682
0.683183,0.506605,0.443567,GALAXY,0.036882,-0.649186
-0.480653,-0.582933,-0.724516,GALAXY,-0.138491,-0.682256
-0.18348,-0.249333,-0.265729,STAR,-0.368584,1.222597
0.111114,0.005044,-0.123972,GALAXY,-0.17014,-0.66969
-0.474646,-0.35924,-0.322074,GALAXY,-0.342944,-0.825782
-0.102845,0.027841,0.134196,STAR,-0.367868,-0.622068
-0.747414,-0.873181,-0.988778,GALAXY,-0.201052,-0.866789
1.751949,1.783332,1.945742,QSO,1.187673,-0.659768
-0.714535,-0.907874,-1.082282,GALAXY,-0.19836,2.244472
1.029693,1.116949,1.178311,STAR,-0.370065,2.678355
-0.65613,-0.798089,-0.910028,GALAXY,-0.149407,-0.824459
-0.051248,-0.141412,-0.231847,GALAXY,-0.143492,-0.626037
2.261339,2.177579,2.176331,QSO,3.996728,-0.682918
-0.206727,-0.052376,0.035408,STAR,-0.36779,1.790085
0.048171,0.037688,0.057695,STAR,-0.36804,-0.87671
-0.970487,-0.977822,-1.052655,GALAXY,-0.283009,-0.66043
-0.620549,-0.54715,-0.471172,STAR,-0.367284,1.010286
-0.542805,-0.680216,-0.792381,GALAXY,-0.092764,1.593647
0.016676,-0.117938,-0.220519,GALAXY,-0.138537,-0.825782
1.973252,2.315533,2.487081,STAR,-0.367325,1.046663
-1.26106,-1.055077,-0.884522,STAR,-0.367185,1.243762
0.980591,1.163177,1.28382,STAR,-0.36761,-0.377347
-0.215662,-0.123028,-0.016958,STAR,-0.367628,1.075765
0.717869,0.609163,0.519357,GALAXY,-0.167692,-0.864805
